rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,CHN / CHN,"ZHENG Si Wei, HUANG Ya Qiong",0,131 - 13,"$1,491,181.86","110,002 / 15","https://bwfbadminton.com/player/83046/zheng-si-wei,https://bwfbadminton.com/player/63168/huang-ya-qiong","83046, 63168"
2,CHN / CHN,"WANG Yi Lyu, HUANG Dong Ping",0,137 - 35,"$789,016.89","101,112 / 16","https://bwfbadminton.com/player/99452/wang-yi-lyu,https://bwfbadminton.com/player/89426/huang-dong-ping","99452, 89426"
3,JPN / JPN,"Yuta WATANABE, Arisa HIGASHINO",0,110 - 58,"$379,766.88","84,193 / 21","https://bwfbadminton.com/player/58240/yuta-watanabe,https://bwfbadminton.com/player/79558/arisa-higashino","58240, 79558"
4,THA / THA,"Dechapol PUAVARANUKROH, Sapsiree TAERATTANACHAI",0,154 - 63,"$339,796.87","83,463 / 20","https://bwfbadminton.com/player/61731/dechapol-puavaranukroh,https://bwfbadminton.com/player/67158/sapsiree-taerattanachai","61731, 67158"
5,INA / INA,"Praveen JORDAN, Melati Daeva OKTAVIANTI",0,67 - 36,"$445,910.84","76,647 / 21","https://bwfbadminton.com/player/89916/praveen-jordan,https://bwfbadminton.com/player/82061/melati-daeva-oktavianti","89916, 82061"
6,MAS /  / MAS,"CHAN Peng Soon, GOH Liu Ying",0,286 - 157,"$516,826.64","68,840 / 23","https://bwfbadminton.com/player/53142/chan-peng-soon,https://bwfbadminton.com/player/53159/goh-liu-ying","53142, 53159"
7,KOR / KOR,"SEO Seungjae, CHAE YuJung",0,59 - 23,"$252,015.00","66,388 / 19","https://bwfbadminton.com/player/66513/seo-seungjae,https://bwfbadminton.com/player/93074/chae-yujung","66513, 93074"
8,MAS / MAS,"GOH Soon Huat, LAI Shevon Jemie",0,96 - 52,"$191,488.81","62,062 / 19","https://bwfbadminton.com/player/92593/goh-soon-huat,https://bwfbadminton.com/player/56352/lai-shevon-jemie","92593, 56352"
9,INA / INA,"Hafiz FAIZAL, Gloria Emanuelle WIDJAJA",0,70 - 46,"$196,488.63","59,111 / 24","https://bwfbadminton.com/player/12557/hafiz-faizal,https://bwfbadminton.com/player/81702/gloria-emanuelle-widjaja","12557, 81702"
10,ENG /  / ENG,"Marcus ELLIS, Lauren SMITH",+1,102 - 43,"$130,433.13","58,179 / 23","https://bwfbadminton.com/player/71349/marcus-ellis,https://bwfbadminton.com/player/80918/lauren-smith","71349, 80918"
11,HKG / HKG,"TANG Chun Man, TSE Ying Suet",-1,100 - 50,"$333,785.51","57,816 / 18","https://bwfbadminton.com/player/77689/tang-chun-man,https://bwfbadminton.com/player/61435/tse-ying-suet","77689, 61435"
12,ENG / ENG,"Chris ADCOCK, Gabrielle ADCOCK",0,260 - 151,"$495,056.01","56,252 / 16","https://bwfbadminton.com/player/70333/chris-adcock,https://bwfbadminton.com/player/62844/gabrielle-adcock","70333, 62844"
13,CHN / CHN,"HE Ji Ting, DU Yue",0,77 - 42,"$168,069.40","54,001 / 17","https://bwfbadminton.com/player/59673/he-ji-ting,https://bwfbadminton.com/player/65984/du-yue","59673, 65984"
14,MAS / MAS,"TAN Kian Meng, LAI Pei Jing",0,96 - 70,"$166,168.59","53,713 / 21","https://bwfbadminton.com/player/67654/tan-kian-meng,https://bwfbadminton.com/player/47007/lai-pei-jing","67654, 47007"
15,NED / NED,"Robin TABELING, Selena PIEK",0,38 - 15,"$77,370.25","50,376 / 18","https://bwfbadminton.com/player/66357/robin-tabeling,https://bwfbadminton.com/player/67176/selena-piek","66357, 67176"
16,INA / INA,"Tontowi AHMAD, Winny Oktavina KANDOW",0,16 - 15,"$613,201.62","48,815 / 16","https://bwfbadminton.com/player/54267/tontowi-ahmad,https://bwfbadminton.com/player/77284/winny-oktavina-kandow","54267, 77284"
17,GER / GER,"Mark LAMSFUSS, Isabel HERTTRICH",+5,96 - 74,"$82,296.47","45,688 / 25","https://bwfbadminton.com/player/68045/mark-lamsfuss,https://bwfbadminton.com/player/98052/isabel-herttrich","68045, 98052"
18,CHN / CHN,"LU Kai, CHEN Lu",-1,32 - 31,"$243,230.01","45,620 / 18","https://bwfbadminton.com/player/28549/lu-kai,https://bwfbadminton.com/player/72349/chen-lu","28549, 72349"
19,THA / THA,"Nipitphon PHUANGPHUAPET, Savitree AMITRAPAI",-1,47 - 36,"$94,164.59","45,552 / 22","https://bwfbadminton.com/player/30342/nipitphon-phuangphuapet,https://bwfbadminton.com/player/53582/savitree-amitrapai","30342, 53582"
20,TPE / TPE,"WANG Chi-Lin, CHENG Chi Ya",-1,34 - 33,"$74,653.70","45,220 / 20","https://bwfbadminton.com/player/96514/wang-chi-lin,https://bwfbadminton.com/player/92339/cheng-chi-ya","96514, 92339"
21,INA / INA,"Rinov RIVALDY, Pitha Haningtyas MENTARI",-1,49 - 31,"$60,663.93","45,030 / 21","https://bwfbadminton.com/player/88451/rinov-rivaldy,https://bwfbadminton.com/player/59465/pitha-haningtyas-mentari","88451, 59465"
22,FRA / FRA,"Thom GICQUEL, Delphine DELRUE",+1,78 - 50,"$36,449.56","44,665 / 24","https://bwfbadminton.com/player/68544/thom-gicquel,https://bwfbadminton.com/player/70762/delphine-delrue","68544, 70762"
23,JPN /  / JPN,"Yuki KANEKO, Misaki MATSUTOMO",-2,17 - 22,"$72,842.81","44,600 / 17","https://bwfbadminton.com/player/95761/yuki-kaneko,https://bwfbadminton.com/player/43851/misaki-matsutomo","95761, 43851"
24,RUS / RUS,"Rodion ALIMOV, Alina DAVLETOVA",+2,79 - 45,"$48,608.26","43,010 / 26","https://bwfbadminton.com/player/99484/rodion-alimov,https://bwfbadminton.com/player/72565/alina-davletova","99484, 72565"
25,JPN / JPN,"Takuro HOKI, Wakana NAGAHARA",-1,18 - 22,"$49,968.12","41,582 / 19","https://bwfbadminton.com/player/81657/takuro-hoki,https://bwfbadminton.com/player/77832/wakana-nagahara","81657, 77832"
26,ENG / ENG,"Ben LANE, Jessica PUGH",-1,98 - 68,"$41,510.76","41,403 / 19","https://bwfbadminton.com/player/76278/ben-lane,https://bwfbadminton.com/player/77018/jessica-pugh","76278, 77018"
27,TPE / TPE,"LEE Jhe-Huei, HSU Ya Ching",0,22 - 12,"$43,610.63","38,420 / 12","https://bwfbadminton.com/player/99102/lee-jhe-huei,https://bwfbadminton.com/player/74561/hsu-ya-ching","99102, 74561"
28,IND / IND,"Pranaav Jerry CHOPRA, REDDY N. Sikki",0,72 - 63,"$78,002.70","38,301 / 19","https://bwfbadminton.com/player/57839/pranaav-jerry-chopra,https://bwfbadminton.com/player/17515/reddy-n-sikki","57839, 17515"
29,HKG / HKG,"CHANG Tak Ching, NG Wing Yung",+1,38 - 34,"$27,990.40","36,660 / 18","https://bwfbadminton.com/player/87674/chang-tak-ching,https://bwfbadminton.com/player/87616/ng-wing-yung","87674, 87616"
30,IRL / IRL,"Sam MAGEE, Chloe MAGEE",-1,185 - 151,"$59,722.98","36,333 / 27","https://bwfbadminton.com/player/35374/sam-magee,https://bwfbadminton.com/player/89666/chloe-magee","35374, 89666"
31,DEN / DEN,"Mathias CHRISTIANSEN, Alexandra BØJE",0,27 - 11,"$107,406.13","35,790 / 13","https://bwfbadminton.com/player/99521/mathias-christiansen,https://bwfbadminton.com/player/88779/alexandra-b%C3%98je","99521, 88779"
32,CAN / CAN,"Joshua HURLBURT-YU, Josephine WU",0,47 - 19,"$12,571.43","35,520 / 24","https://bwfbadminton.com/player/69194/joshua-hurlburt-yu,https://bwfbadminton.com/player/86226/josephine-wu","69194, 86226"
33,GER / GER,"Marvin SEIDEL, Linda EFLER",+2,84 - 77,"$49,189.02","34,500 / 25","https://bwfbadminton.com/player/64909/marvin-seidel,https://bwfbadminton.com/player/83942/linda-efler","64909, 83942"
34,JPN / JPN,"Kohei GONDO, Ayane KURIHARA",-1,36 - 29,"$70,371.47","33,670 / 21","https://bwfbadminton.com/player/93569/kohei-gondo,https://bwfbadminton.com/player/89285/ayane-kurihara","93569, 89285"
35,IND / IND,"Satwiksairaj RANKIREDDY, Ashwini PONNAPPA",-1,39 - 31,"$43,052.68","33,647 / 9","https://bwfbadminton.com/player/72435/satwiksairaj-rankireddy,https://bwfbadminton.com/player/49765/ashwini-ponnappa","72435, 49765"
36,MAS / MAS,"HOO Pang Ron, CHEAH Yee See",0,42 - 23,"$30,890.21","33,120 / 16","https://bwfbadminton.com/player/72675/hoo-pang-ron,https://bwfbadminton.com/player/58879/cheah-yee-see","72675, 58879"
37,CHN / CHN,"GUO Xin Wa, ZHANG Shu Xian",0,28 - 7,"$27,756.25","32,750 / 10","https://bwfbadminton.com/player/81844/guo-xin-wa,https://bwfbadminton.com/player/85914/zhang-shu-xian","81844, 85914"
38,CHN / CHN,"OU Xuan Yi, FENG Xue Ying",0,14 - 13,"$28,360.62","32,589 / 11","https://bwfbadminton.com/player/58241/ou-xuan-yi,https://bwfbadminton.com/player/59576/feng-xue-ying","58241, 59576"
39,CHN / CHN,"REN Xiang Yu, ZHOU Chao Min",0,23 - 16,"$18,103.13","32,540 / 14","https://bwfbadminton.com/player/84812/ren-xiang-yu,https://bwfbadminton.com/player/63185/zhou-chao-min","84812, 63185"
40,RUS / RUS,"Evgenij DREMIN, Evgenia DIMOVA",0,131 - 96,"$58,702.23","30,048 / 17","https://bwfbadminton.com/player/11606/evgenij-dremin,https://bwfbadminton.com/player/53676/evgenia-dimova","11606, 53676"
41,TPE / TPE,"LEE Yang, YANG Ching Tun",0,9 - 16,"$28,419.62","29,680 / 16","https://bwfbadminton.com/player/69448/lee-yang,https://bwfbadminton.com/player/78687/yang-ching-tun","69448, 78687"
42,INA / INA,"Adnan MAULANA, Mychelle Crhystine BANDASO",0,19 - 9,"$17,880.73","29,450 / 10","https://bwfbadminton.com/player/63571/adnan-maulana,https://bwfbadminton.com/player/76782/mychelle-crhystine-bandaso","63571, 76782"
43,FRA / FRA,"Ronan LABAR, Anne TRAN",0,22 - 12,"$29,828.25","29,409 / 13","https://bwfbadminton.com/player/22038/ronan-labar,https://bwfbadminton.com/player/98854/anne-tran","22038, 98854"
44,TPE / TPE,"LU Ching Yao, LEE Chia Hsin",0,14 - 14,"$51,701.34","29,120 / 14","https://bwfbadminton.com/player/56746/lu-ching-yao,https://bwfbadminton.com/player/76717/lee-chia-hsin","56746, 76717"
45,SGP / SGP,"Danny Bawa CHRISNANTA, TAN Wei Han",0,45 - 19,"$66,258.38","28,916 / 20","https://bwfbadminton.com/player/66920/danny-bawa-chrisnanta,https://bwfbadminton.com/player/59237/tan-wei-han","66920, 59237"
46,TPE / TPE,"YANG Po-Hsuan, HU Ling Fang",0,15 - 13,"$26,949.10","28,770 / 12","https://bwfbadminton.com/player/76275/yang-po-hsuan,https://bwfbadminton.com/player/87176/hu-ling-fang","76275, 87176"
47,CHN / CHN,"DONG Wei Jie, CHEN Xiao Fei",0,18 - 9,"$7,903.11","28,510 / 10","https://bwfbadminton.com/player/66149/dong-wei-jie,https://bwfbadminton.com/player/72157/chen-xiao-fei","66149, 72157"
48,KOR / KOR,"KO Sung Hyun, EOM Hye Won",0,46 - 20,"$392,041.86","28,340 / 8","https://bwfbadminton.com/player/88094/ko-sung-hyun,https://bwfbadminton.com/player/28492/eom-hye-won","88094, 28492"
49,INA / INA,"Alfian Eko PRASETYA, Marsheilla Gischa ISLAMI",0,26 - 18,"$87,765.28","27,740 / 12","https://bwfbadminton.com/player/94598/alfian-eko-prasetya,https://bwfbadminton.com/player/96862/marsheilla-gischa-islami","94598, 96862"
50,IND /  / IND,"M.R. ARJUN, MANEESHA K",+1,25 - 16,"$14,642.90","27,470 / 13","https://bwfbadminton.com/player/98935/m-r-arjun,https://bwfbadminton.com/player/56836/maneesha-k","98935, 56836"
51,MAS / MAS,"CHEN Tang Jie, PECK Yen Wei",-1,34 - 26,"$32,512.25","27,317 / 14","https://bwfbadminton.com/player/91090/chen-tang-jie,https://bwfbadminton.com/player/64966/peck-yen-wei","91090, 64966"
52,THA / THA,"Supak JOMKOH, Supissara PAEWSAMPRAN",+3,32 - 16,"$8,450.22","27,260 / 16","https://bwfbadminton.com/player/73936/supak-jomkoh,https://bwfbadminton.com/player/74980/supissara-paewsampran","73936, 74980"
53,INA / INA,"Ronald RONALD, Annisa SAUFIKA",-1,30 - 25,"$79,983.32","26,830 / 10","https://bwfbadminton.com/player/54280/ronald-ronald,https://bwfbadminton.com/player/75853/annisa-saufika","54280, 75853"
54,BRA / BRA,"Fabricio FARIAS, Jaqueline LIMA",-1,47 - 13,"$6,612.50","25,870 / 11","https://bwfbadminton.com/player/69649/fabricio-farias,https://bwfbadminton.com/player/57457/jaqueline-lima","69649, 57457"
55,INA / INA,"Rehan Naufal KUSHARJANTO, Lisa Ayu KUSUMAWATI",-1,20 - 9,"$7,855.87","25,660 / 10","https://bwfbadminton.com/player/87045/rehan-naufal-kusharjanto,https://bwfbadminton.com/player/82610/lisa-ayu-kusumawati","87045, 82610"
56,DEN / DEN,"Mathias BAY-SMIDT, Rikke SØBY",0,27 - 14,"$20,401.25","24,740 / 9","https://bwfbadminton.com/player/83680/mathias-bay-smidt,https://bwfbadminton.com/player/58111/rikke-s%C3%98by","83680, 58111"
57,AUS / AUS,"Simon Wing Hang LEUNG, Gronya SOMERVILLE",0,21 - 15,"$4,542.13","24,690 / 14","https://bwfbadminton.com/player/89199/simon-wing-hang-leung,https://bwfbadminton.com/player/58488/gronya-somerville","89199, 58488"
58,USA / USA,"Howard SHU, Paula Lynn CAO HOK",0,26 - 10,"$7,861.86","24,070 / 14","https://bwfbadminton.com/player/46776/howard-shu,https://bwfbadminton.com/player/13381/paula-lynn-cao-hok","46776, 13381"
59,IND / IND,"Venkat Gaurav PRASAD, Juhi DEWANGAN",+1,30 - 54,"$10,834.84","23,980 / 14","https://bwfbadminton.com/player/78600/venkat-gaurav-prasad,https://bwfbadminton.com/player/67854/juhi-dewangan","78600, 67854"
60,HKG / HKG,"Hee Chun MAK, CHAU Hoi Wah",-1,16 - 9,"$134,294.93","23,957 / 9","https://bwfbadminton.com/player/54159/hee-chun-mak,https://bwfbadminton.com/player/55285/chau-hoi-wah","54159, 55285"
61,DEN / DEN,"Niclas NOHR, Sara THYGESEN",0,100 - 63,"$77,590.62","23,010 / 9","https://bwfbadminton.com/player/64188/niclas-nohr,https://bwfbadminton.com/player/68189/sara-thygesen","64188, 68189"
62,SCO / SCO,"Adam HALL, Julie MACPHERSON",0,28 - 25,"$7,031.21","22,800 / 13","https://bwfbadminton.com/player/85159/adam-hall,https://bwfbadminton.com/player/91715/julie-macpherson","85159, 91715"
63,EGY / EGY,"Adham Hatem ELGAMAL, Doha HANY",0,43 - 18,"$3,604.62","22,595 / 15","https://bwfbadminton.com/player/72466/adham-hatem-elgamal,https://bwfbadminton.com/player/61746/doha-hany","72466, 61746"
64,VIE / VIE,"Tuan Duc DO, Nhu Thao PHAM",0,67 - 55,"$18,217.37","21,760 / 14","https://bwfbadminton.com/player/50748/tuan-duc-do,https://bwfbadminton.com/player/40278/nhu-thao-pham","50748, 40278"
65,BUL / BUL,"Alex VLAAR, Mariya MITSOVA",0,37 - 20,"$3,665.62","21,400 / 13","https://bwfbadminton.com/player/65723/alex-vlaar,https://bwfbadminton.com/player/57906/mariya-mitsova","65723, 57906"
66,USA / USA,"Vinson CHIU, Breanna CHI",0,31 - 16,"$4,335.00","20,730 / 19","https://bwfbadminton.com/player/80497/vinson-chiu,https://bwfbadminton.com/player/96451/breanna-chi","80497, 96451"
67,POL / POL,"Pawel SMILOWSKI, Magdalena SWIERCZYNSKA",0,62 - 37,"$7,018.76","19,598 / 14","https://bwfbadminton.com/player/85532/pawel-smilowski,https://bwfbadminton.com/player/76114/magdalena-swierczynska","85532, 76114"
68,EGY / EGY,"Ahmed SALAH, Hadia HOSNY",0,30 - 18,"$4,384.72","19,246 / 16","https://bwfbadminton.com/player/55949/ahmed-salah,https://bwfbadminton.com/player/52901/hadia-hosny","55949, 52901"
69,HKG / HKG,"TANG Chun Man, NG Tsz Yau",0,12 - 6,"$167,911.82","18,963 / 5","https://bwfbadminton.com/player/77689/tang-chun-man,https://bwfbadminton.com/player/61986/ng-tsz-yau","77689, 61986"
70,GER / GER,"Jones Ralfy JANSEN, Kilasu OSTERMEYER",0,9 - 11,"$5,866.34","18,790 / 11","https://bwfbadminton.com/player/88726/jones-ralfy-jansen,https://bwfbadminton.com/player/74944/kilasu-ostermeyer","88726, 74944"
71,INA / INA,"Ricky KARANDASUWARDI, Pia Zebadiah BERNADET",0,7 - 5,"$84,723.02","18,740 / 5","https://bwfbadminton.com/player/66493/ricky-karandasuwardi,https://bwfbadminton.com/player/52730/pia-zebadiah-bernadet","66493, 52730"
72,CZE / CZE,"Jakub BITMAN, Alžběta BÁŠOVÁ",0,106 - 108,"$4,063.02","18,656 / 14","https://bwfbadminton.com/player/54443/jakub-bitman,https://bwfbadminton.com/player/39172/al%C5%BEb%C4%9Bta-ba%C5%A0ova","54443, 39172"
73,JPN /  / JPN,"Kyohei YAMASHITA, Naru SHINOYA",0,15 - 9,"$5,613.97","18,640 / 9","https://bwfbadminton.com/player/82009/kyohei-yamashita,https://bwfbadminton.com/player/99067/naru-shinoya","82009, 99067"
74,CAN / CAN,"Nyl YAKURA, Kristen TSAI",0,22 - 16,"$1,922.80","18,630 / 8","https://bwfbadminton.com/player/25322/nyl-yakura,https://bwfbadminton.com/player/72164/kristen-tsai","25322, 72164"
75,ENG / ENG,"Gregory MAIRS, Victoria WILLIAMS",0,18 - 7,"$9,985.86","17,200 / 8","https://bwfbadminton.com/player/58180/gregory-mairs,https://bwfbadminton.com/player/56958/victoria-williams","58180, 56958"
76,USA / USA,"Mathew FOGARTY, Isabel ZHONG",0,4 - 33,"$2,649.61","17,090 / 13","https://bwfbadminton.com/player/11268/mathew-fogarty,https://bwfbadminton.com/player/52636/isabel-zhong","11268, 52636"
77,NZL / NZL,"Oliver LEYDON-DAVIS, Anona PAK",+2,16 - 9,"$2,596.22","17,034 / 9","https://bwfbadminton.com/player/27624/oliver-leydon-davis,https://bwfbadminton.com/player/57325/anona-pak","27624, 57325"
