rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,CHN / CHN,"ZHENG Si Wei, CHEN Qing Chen",0,46 - 7,"$472,833.74","92,937 / 16","https://bwfbadminton.com/player/83046/zheng-si-wei,https://bwfbadminton.com/player/94125/chen-qing-chen","83046, 94125"
2,CHN / CHN,"LU Kai, HUANG Ya Qiong",0,87 - 36,"$403,509.97","80,475 / 15","https://bwfbadminton.com/player/28549/lu-kai,https://bwfbadminton.com/player/63168/huang-ya-qiong","28549, 63168"
3,INA / INA,"Tontowi AHMAD, Liliyana NATSIR",+1,235 - 65,"$1,023,272.49","73,410 / 10","https://bwfbadminton.com/player/54267/tontowi-ahmad,https://bwfbadminton.com/player/14727/liliyana-natsir","54267, 14727"
4,INA /  / INA,"Praveen JORDAN, Debby SUSANTO",-1,85 - 45,"$363,243.09","69,395 / 15","https://bwfbadminton.com/player/89916/praveen-jordan,https://bwfbadminton.com/player/4425/debby-susanto","89916, 4425"
5,CHN / CHN,"ZHANG Nan, LI Yin Hui",+1,0 - 0,"$644,081.25","68,370 / 14","https://bwfbadminton.com/player/35357/zhang-nan,https://bwfbadminton.com/player/82249/li-yin-hui","35357, 82249"
6,ENG / ENG,"Chris ADCOCK, Gabrielle ADCOCK",-1,161 - 98,"$388,031.01","67,162 / 17","https://bwfbadminton.com/player/70333/chris-adcock,https://bwfbadminton.com/player/62844/gabrielle-adcock","70333, 62844"
7,CHN / CHN,"WANG Yi Lyu, HUANG Dong Ping",+1,0 - 0,"$126,123.13","61,980 / 12","https://bwfbadminton.com/player/99452/wang-yi-lyu,https://bwfbadminton.com/player/89426/huang-dong-ping","99452, 89426"
8,THA / THA,"Dechapol PUAVARANUKROH, Sapsiree TAERATTANACHAI",+1,23 - 13,"$77,497.50","60,559 / 15","https://bwfbadminton.com/player/61731/dechapol-puavaranukroh,https://bwfbadminton.com/player/67158/sapsiree-taerattanachai","61731, 67158"
9,DEN / DEN,"Joachim FISCHER NIELSEN, Christinna PEDERSEN",-2,256 - 79,"$838,732.73","56,894 / 13","https://bwfbadminton.com/player/10513/joachim-fischer-nielsen,https://bwfbadminton.com/player/53759/christinna-pedersen","10513, 53759"
10,HKG / HKG,"TANG Chun Man, TSE Ying Suet",+3,0 - 2,"$59,071.74","55,048 / 14","https://bwfbadminton.com/player/77689/tang-chun-man,https://bwfbadminton.com/player/61435/tse-ying-suet","77689, 61435"
11,MAS / MAS,"TAN Kian Meng, LAI Pei Jing",-1,22 - 11,"$92,045.59","54,460 / 18","https://bwfbadminton.com/player/67654/tan-kian-meng,https://bwfbadminton.com/player/47007/lai-pei-jing","67654, 47007"
12,KOR / KOR,"CHOI SolGyu, CHAE YuJung",0,33 - 16,"$102,872.50","52,326 / 17","https://bwfbadminton.com/player/67810/choi-solgyu,https://bwfbadminton.com/player/93074/chae-yujung","67810, 93074"
13,HKG / HKG,"LEE Chun Hei Reginald, CHAU Hoi Wah",-2,98 - 63,"$197,887.08","51,502 / 16","https://bwfbadminton.com/player/92609/lee-chun-hei-reginald,https://bwfbadminton.com/player/55285/chau-hoi-wah","92609, 55285"
14,MAS / MAS,"GOH Soon Huat, LAI Shevon Jemie",0,0 - 0,"$31,100.05","50,902 / 14","https://bwfbadminton.com/player/92593/goh-soon-huat,https://bwfbadminton.com/player/56352/lai-shevon-jemie","92593, 56352"
15,JPN / JPN,"Kenta KAZUNO, Ayane KURIHARA",0,35 - 26,"$60,014.36","44,699 / 17","https://bwfbadminton.com/player/53161/kenta-kazuno,https://bwfbadminton.com/player/89285/ayane-kurihara","53161, 89285"
16,IND / IND,"Pranaav Jerry CHOPRA, REDDY N. Sikki",+1,15 - 12,"$37,878.70","43,144 / 15","https://bwfbadminton.com/player/57839/pranaav-jerry-chopra,https://bwfbadminton.com/player/17515/reddy-n-sikki","57839, 17515"
17,DEN / DEN,"Mathias CHRISTIANSEN, Sara THYGESEN",-1,0 - 0,"$41,883.00","42,557 / 17","https://bwfbadminton.com/player/99521/mathias-christiansen,https://bwfbadminton.com/player/68189/sara-thygesen","99521, 68189"
18,SGP / SGP,"HEE Yong Kai Terry, TAN Wei Han",0,44 - 19,"$34,266.37","42,362 / 18","https://bwfbadminton.com/player/99181/hee-yong-kai-terry,https://bwfbadminton.com/player/59237/tan-wei-han","99181, 59237"
19,TPE / TPE,"WANG Chi-Lin, LEE Chia Hsin",0,7 - 7,"$25,928.09","39,926 / 18","https://bwfbadminton.com/player/96514/wang-chi-lin,https://bwfbadminton.com/player/76717/lee-chia-hsin","96514, 76717"
20,JPN / JPN,"Yuta WATANABE, Arisa HIGASHINO",+1,19 - 6,"$26,160.62","38,336 / 14","https://bwfbadminton.com/player/58240/yuta-watanabe,https://bwfbadminton.com/player/79558/arisa-higashino","58240, 79558"
21,THA / THA,"Bodin ISARA, Savitree AMITRAPAI",-1,38 - 15,"$52,892.33","38,072 / 13","https://bwfbadminton.com/player/75983/bodin-isara,https://bwfbadminton.com/player/53582/savitree-amitrapai","75983, 53582"
