rank,rank_change,prev_rank,country,player1,player2,member_id1,member_id2,points,tournaments,profile_link1,profile_link2
1,0,1,KOR/KOR,LEE Yong Dae,LEE Hyo Jung,52774,12193,60860,11,https://bwf.tournamentsoftware.com/player-profile/8EBDD2CA-03F6-4431-A558-F4EAB6B8B2E1,https://bwf.tournamentsoftware.com/player-profile/6AB876EF-63DA-4E97-A276-321EBA796ABE
2,0,2,INA/INA,Nova WIDIANTO,Liliyana NATSIR,7934,14727,60140,9,https://bwf.tournamentsoftware.com/player-profile/95DFA507-FF47-4463-9BA0-D80C2CF7E68F,https://bwf.tournamentsoftware.com/player-profile/A7355D9C-1D9A-4300-A939-BE6D9DD4F00A
3,0,3,DEN/DEN,Thomas LAYBOURN,Kamilla Rytter JUHL,11935,51436,58360,9,https://bwf.tournamentsoftware.com/player-profile/131762C7-75CD-423D-A833-4C3A4EAF8DAD,https://bwf.tournamentsoftware.com/player-profile/20637175-FA61-41DB-9DA9-2A9127D65E2E
4,0,4,INA/INA,Hendra Aprida GUNAWAN,Vita MARISSA,11401,10360,54970,12,https://bwf.tournamentsoftware.com/player-profile/746E3179-22D2-48F8-82A4-BCA9E472A954,https://bwf.tournamentsoftware.com/player-profile/5B22630F-99BD-423D-BA6F-CE50F4090D9F
5,0,5,POL/POL,Robert MATEUSIAK,Nadiezda ZIEBA,4253,50054,53030,14,https://bwf.tournamentsoftware.com/player-profile/1592B412-2F56-4D28-9166-AB22BAE6C03A,https://bwf.tournamentsoftware.com/player-profile/7D6B3C4E-7717-4E42-A5B7-C9B65B111224
6,0,6,CHN/CHN,HE Hanbin,YU Yang (F),53940,51667,49320,8,https://bwf.tournamentsoftware.com/player-profile/B0E69779-5C3E-4B45-80B5-6EAFF77E289C,https://bwf.tournamentsoftware.com/player-profile/740D0C46-DB36-4F42-BB3C-0E0C592CE7B7
7,0,7,CHN/CHN,ZHENG Bo,MA Jin,51282,95281,49220,8,https://bwf.tournamentsoftware.com/player-profile/A489777A-1AAB-4494-BDAA-6682EFE2F509,https://bwf.tournamentsoftware.com/player-profile/FCF2D049-4CF1-4917-B562-B42D9BFE8590
8,0,8,CHN/CHN,JIAMING Tao,ZHANG Yawen,20865,50915,45090,8,https://bwf.tournamentsoftware.com/player-profile/DF3E88B7-C7F1-45C0-9C1A-2063D07C8466,https://bwf.tournamentsoftware.com/player-profile/F00CEB6D-9E1B-46FA-A6E5-ADDE13DA2850
9,0,9,THA/THA,Songphon ANUGRITAYAWON,Kunchala VORAVICHITCHAIKUL,50736,50739,42860,10,https://bwf.tournamentsoftware.com/player-profile/BC12E64C-FF82-4999-8647-7F5E29BCC7D2,https://bwf.tournamentsoftware.com/player-profile/81E13955-924F-4604-84D4-2C433BDF4C24
10,0,10,DEN/DEN,Joachim FISCHER NIELSEN,Christinna PEDERSEN,10513,53759,41900,6,https://bwf.tournamentsoftware.com/player-profile/172BA76B-8D40-4849-A75A-3F0CDD5DD59E,https://bwf.tournamentsoftware.com/player-profile/85081060-9A74-4413-9FF1-C180EF881904
