rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,CHN / CHN,"ZHENG Si Wei, CHEN Qing Chen",0,46 - 7,"$472,833.74","92,737 / 17","https://bwfbadminton.com/player/83046/zheng-si-wei,https://bwfbadminton.com/player/94125/chen-qing-chen","83046, 94125"
2,CHN / CHN,"LU Kai, HUANG Ya Qiong",0,87 - 36,"$401,153.73","82,955 / 15","https://bwfbadminton.com/player/28549/lu-kai,https://bwfbadminton.com/player/63168/huang-ya-qiong","28549, 63168"
3,INA / INA,"Tontowi AHMAD, Liliyana NATSIR",0,235 - 65,"$1,023,272.49","70,030 / 10","https://bwfbadminton.com/player/54267/tontowi-ahmad,https://bwfbadminton.com/player/14727/liliyana-natsir","54267, 14727"
4,CHN / CHN,"ZHANG Nan, LI Yin Hui",0,0 - 0,"$644,081.25","67,220 / 12","https://bwfbadminton.com/player/35357/zhang-nan,https://bwfbadminton.com/player/82249/li-yin-hui","35357, 82249"
5,ENG / ENG,"Chris ADCOCK, Gabrielle ADCOCK",0,161 - 98,"$385,781.01","66,462 / 17","https://bwfbadminton.com/player/70333/chris-adcock,https://bwfbadminton.com/player/62844/gabrielle-adcock","70333, 62844"
6,DEN / DEN,"Joachim FISCHER NIELSEN, Christinna PEDERSEN",0,256 - 79,"$838,732.73","65,474 / 15","https://bwfbadminton.com/player/10513/joachim-fischer-nielsen,https://bwfbadminton.com/player/53759/christinna-pedersen","10513, 53759"
7,INA / INA,"Praveen JORDAN, Debby SUSANTO",0,85 - 45,"$311,293.09","64,865 / 14","https://bwfbadminton.com/player/89916/praveen-jordan,https://bwfbadminton.com/player/4425/debby-susanto","89916, 4425"
8,THA / THA,"Dechapol PUAVARANUKROH, Sapsiree TAERATTANACHAI",0,23 - 13,"$77,497.50","61,999 / 17","https://bwfbadminton.com/player/61731/dechapol-puavaranukroh,https://bwfbadminton.com/player/67158/sapsiree-taerattanachai","61731, 67158"
9,KOR / KOR,"KO Sung Hyun, KIM Ha Na",0,127 - 50,"$527,002.49","60,420 / 9","https://bwfbadminton.com/player/88094/ko-sung-hyun,https://bwfbadminton.com/player/73982/kim-ha-na","88094, 73982"
10,MAS / MAS,"TAN Kian Meng, LAI Pei Jing",0,22 - 11,"$88,925.59","56,790 / 16","https://bwfbadminton.com/player/67654/tan-kian-meng,https://bwfbadminton.com/player/47007/lai-pei-jing","67654, 47007"
11,MAS / MAS,"CHAN Peng Soon, GOH Liu Ying",0,184 - 106,"$291,509.36","54,490 / 11","https://bwfbadminton.com/player/53142/chan-peng-soon,https://bwfbadminton.com/player/53159/goh-liu-ying","53142, 53159"
12,HKG / HKG,"LEE Chun Hei Reginald, CHAU Hoi Wah",0,98 - 63,"$195,530.84","50,942 / 17","https://bwfbadminton.com/player/92609/lee-chun-hei-reginald,https://bwfbadminton.com/player/55285/chau-hoi-wah","92609, 55285"
13,KOR / KOR,"CHOI SolGyu, CHAE YuJung",0,33 - 16,"$96,732.50","49,796 / 16","https://bwfbadminton.com/player/67810/choi-solgyu,https://bwfbadminton.com/player/93074/chae-yujung","67810, 93074"
