rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,CHN / CHN,"ZHENG Si Wei, CHEN Qing Chen",0,117 - 21,"$645,873.74","89,577 / 13","https://bwfbadminton.com/player/83046/zheng-si-wei,https://bwfbadminton.com/player/94125/chen-qing-chen","83046, 94125"
2,CHN / CHN,"LU Kai, HUANG Ya Qiong",0,135 - 51,"$430,531.21","79,465 / 12","https://bwfbadminton.com/player/28549/lu-kai,https://bwfbadminton.com/player/63168/huang-ya-qiong","28549, 63168"
3,INA / INA,"Tontowi AHMAD, Liliyana NATSIR",0,277 - 76,"$1,084,522.49","71,840 / 10","https://bwfbadminton.com/player/54267/tontowi-ahmad,https://bwfbadminton.com/player/14727/liliyana-natsir","54267, 14727"
4,CHN / CHN,"WANG Yi Lyu, HUANG Dong Ping",0,41 - 14,"$164,335.63","71,310 / 13","https://bwfbadminton.com/player/99452/wang-yi-lyu,https://bwfbadminton.com/player/89426/huang-dong-ping","99452, 89426"
5,ENG / ENG,"Chris ADCOCK, Gabrielle ADCOCK",0,201 - 124,"$403,656.01","62,092 / 15","https://bwfbadminton.com/player/70333/chris-adcock,https://bwfbadminton.com/player/62844/gabrielle-adcock","70333, 62844"
6,CHN / CHN,"ZHANG Nan, LI Yin Hui",0,41 - 10,"$657,356.25","61,720 / 12","https://bwfbadminton.com/player/35357/zhang-nan,https://bwfbadminton.com/player/82249/li-yin-hui","35357, 82249"
7,INA / INA,"Praveen JORDAN, Debby SUSANTO",0,124 - 67,"$368,924.35","61,525 / 15","https://bwfbadminton.com/player/89916/praveen-jordan,https://bwfbadminton.com/player/4425/debby-susanto","89916, 4425"
8,HKG / HKG,"TANG Chun Man, TSE Ying Suet",0,42 - 21,"$173,110.50","61,418 / 17","https://bwfbadminton.com/player/77689/tang-chun-man,https://bwfbadminton.com/player/61435/tse-ying-suet","77689, 61435"
9,KOR / KOR,"SEO Seungjae, KIM Ha Na",0,31 - 8,"$307,023.75","56,580 / 11","https://bwfbadminton.com/player/66513/seo-seungjae,https://bwfbadminton.com/player/73982/kim-ha-na","66513, 73982"
10,THA / THA,"Dechapol PUAVARANUKROH, Sapsiree TAERATTANACHAI",0,63 - 28,"$66,688.12","56,329 / 12","https://bwfbadminton.com/player/61731/dechapol-puavaranukroh,https://bwfbadminton.com/player/67158/sapsiree-taerattanachai","61731, 67158"
11,MAS / MAS,"TAN Kian Meng, LAI Pei Jing",0,69 - 35,"$95,334.59","54,020 / 18","https://bwfbadminton.com/player/67654/tan-kian-meng,https://bwfbadminton.com/player/47007/lai-pei-jing","67654, 47007"
12,HKG / HKG,"LEE Chun Hei Reginald, CHAU Hoi Wah",0,124 - 86,"$199,567.08","49,122 / 15","https://bwfbadminton.com/player/92609/lee-chun-hei-reginald,https://bwfbadminton.com/player/55285/chau-hoi-wah","92609, 55285"
