rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,CHN / CHN,"ZHENG Si Wei, HUANG Ya Qiong",0,107 - 9,"$1,346,388.10","115,102 / 16","https://bwfbadminton.com/player/83046/zheng-si-wei,https://bwfbadminton.com/player/63168/huang-ya-qiong","83046, 63168"
2,CHN / CHN,"WANG Yi Lyu, HUANG Dong Ping",0,116 - 30,"$645,941.89","99,312 / 16","https://bwfbadminton.com/player/99452/wang-yi-lyu,https://bwfbadminton.com/player/89426/huang-dong-ping","99452, 89426"
3,JPN / JPN,"Yuta WATANABE, Arisa HIGASHINO",0,88 - 51,"$304,641.88","79,663 / 21","https://bwfbadminton.com/player/58240/yuta-watanabe,https://bwfbadminton.com/player/79558/arisa-higashino","58240, 79558"
4,THA / THA,"Dechapol PUAVARANUKROH, Sapsiree TAERATTANACHAI",0,128 - 57,"$265,096.87","77,933 / 20","https://bwfbadminton.com/player/61731/dechapol-puavaranukroh,https://bwfbadminton.com/player/67158/sapsiree-taerattanachai","61731, 67158"
5,MAS / MAS,"CHAN Peng Soon, GOH Liu Ying",0,273 - 147,"$493,657.88","68,840 / 20","https://bwfbadminton.com/player/53142/chan-peng-soon,https://bwfbadminton.com/player/53159/goh-liu-ying","53142, 53159"
6,INA / INA,"Praveen JORDAN, Melati Daeva OKTAVIANTI",0,50 - 30,"$321,973.34","64,727 / 21","https://bwfbadminton.com/player/89916/praveen-jordan,https://bwfbadminton.com/player/82061/melati-daeva-oktavianti","89916, 82061"
7,KOR / KOR,"SEO Seungjae, CHAE YuJung",+1,36 - 13,"$188,865.00","60,138 / 13","https://bwfbadminton.com/player/66513/seo-seungjae,https://bwfbadminton.com/player/93074/chae-yujung","66513, 93074"
8,ENG / ENG,"Marcus ELLIS, Lauren SMITH",+1,92 - 34,"$117,664.37","60,039 / 21","https://bwfbadminton.com/player/71349/marcus-ellis,https://bwfbadminton.com/player/80918/lauren-smith","71349, 80918"
9,HKG / HKG,"TANG Chun Man, TSE Ying Suet",-2,77 - 41,"$261,916.75","59,896 / 15","https://bwfbadminton.com/player/77689/tang-chun-man,https://bwfbadminton.com/player/61435/tse-ying-suet","77689, 61435"
10,INA / INA,"Hafiz FAIZAL, Gloria Emanuelle WIDJAJA",+3,57 - 36,"$173,332.37","57,871 / 21","https://bwfbadminton.com/player/12557/hafiz-faizal,https://bwfbadminton.com/player/81702/gloria-emanuelle-widjaja","12557, 81702"
