rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,CHN / CHN,"ZHENG Si Wei, HUANG Ya Qiong",0,146 - 15,"$1,683,956.86","109,002 / 16","https://bwfbadminton.com/player/83046/zheng-si-wei,https://bwfbadminton.com/player/63168/huang-ya-qiong","83046, 63168"
2,THA / THA,"Dechapol PUAVARANUKROH, Sapsiree TAERATTANACHAI",+1,176 - 69,"$685,296.87","100,563 / 21","https://bwfbadminton.com/player/61731/dechapol-puavaranukroh,https://bwfbadminton.com/player/67158/sapsiree-taerattanachai","61731, 67158"
3,CHN / CHN,"WANG Yi Lyu, HUANG Dong Ping",-1,151 - 39,"$886,291.89","99,312 / 18","https://bwfbadminton.com/player/99452/wang-yi-lyu,https://bwfbadminton.com/player/89426/huang-dong-ping","99452, 89426"
4,INA / INA,"Praveen JORDAN, Melati Daeva OKTAVIANTI",0,78 - 45,"$596,210.84","85,900 / 24","https://bwfbadminton.com/player/89916/praveen-jordan,https://bwfbadminton.com/player/82061/melati-daeva-oktavianti","89916, 82061"
5,KOR / KOR,"SEO Seungjae, CHAE YuJung",+1,73 - 31,"$395,915.00","79,570 / 21","https://bwfbadminton.com/player/66513/seo-seungjae,https://bwfbadminton.com/player/93074/chae-yujung","66513, 93074"
6,JPN / JPN,"Yuta WATANABE, Arisa HIGASHINO",-1,114 - 60,"$413,341.88","75,883 / 18","https://bwfbadminton.com/player/58240/yuta-watanabe,https://bwfbadminton.com/player/79558/arisa-higashino","58240, 79558"
7,MAS / MAS,"CHAN Peng Soon, GOH Liu Ying",+1,295 - 165,"$549,426.64","68,070 / 23","https://bwfbadminton.com/player/53142/chan-peng-soon,https://bwfbadminton.com/player/53159/goh-liu-ying","53142, 53159"
8,INA / INA,"Hafiz FAIZAL, Gloria Emanuelle WIDJAJA",+1,83 - 56,"$261,673.63","65,941 / 27","https://bwfbadminton.com/player/12557/hafiz-faizal,https://bwfbadminton.com/player/81702/gloria-emanuelle-widjaja","12557, 81702"
9,ENG / ENG,"Marcus ELLIS, Lauren SMITH",-2,120 - 52,"$189,495.63","65,140 / 24","https://bwfbadminton.com/player/71349/marcus-ellis,https://bwfbadminton.com/player/80918/lauren-smith","71349, 80918"
10,MAS / MAS,"GOH Soon Huat, LAI Shevon Jemie",+3,108 - 61,"$237,101.31","61,822 / 22","https://bwfbadminton.com/player/92593/goh-soon-huat,https://bwfbadminton.com/player/56352/lai-shevon-jemie","92593, 56352"
11,HKG / HKG,"TANG Chun Man, TSE Ying Suet",-1,106 - 55,"$349,298.01","60,566 / 24","https://bwfbadminton.com/player/77689/tang-chun-man,https://bwfbadminton.com/player/61435/tse-ying-suet","77689, 61435"
12,MAS / MAS,"TAN Kian Meng, LAI Pei Jing",-1,105 - 77,"$182,611.09","60,463 / 24","https://bwfbadminton.com/player/67654/tan-kian-meng,https://bwfbadminton.com/player/47007/lai-pei-jing","67654, 47007"
13,FRA / FRA,"Thom GICQUEL, Delphine DELRUE",+3,94 - 57,"$100,834.56","60,020 / 26","https://bwfbadminton.com/player/68544/thom-gicquel,https://bwfbadminton.com/player/70762/delphine-delrue","68544, 70762"
14,ENG / ENG,"Chris ADCOCK, Gabrielle ADCOCK",-2,267 - 156,"$525,306.01","59,002 / 18","https://bwfbadminton.com/player/70333/chris-adcock,https://bwfbadminton.com/player/62844/gabrielle-adcock","70333, 62844"
15,GER /  / GER,"Mark LAMSFUSS, Isabel HERTTRICH",-1,108 - 85,"$166,066.47","57,230 / 27","https://bwfbadminton.com/player/68045/mark-lamsfuss,https://bwfbadminton.com/player/98052/isabel-herttrich","68045, 98052"
16,CHN / CHN,"HE Ji Ting, DU Yue",-1,77 - 45,"$168,069.40","52,901 / 17","https://bwfbadminton.com/player/59673/he-ji-ting,https://bwfbadminton.com/player/65984/du-yue","59673, 65984"
17,NED / NED,"Robin TABELING, Selena PIEK",0,46 - 22,"$92,655.25","51,014 / 20","https://bwfbadminton.com/player/66357/robin-tabeling,https://bwfbadminton.com/player/67176/selena-piek","66357, 67176"
18,DEN / DEN,"Mathias CHRISTIANSEN, Alexandra BØJE",+3,38 - 19,"$130,553.63","46,090 / 22","https://bwfbadminton.com/player/99521/mathias-christiansen,https://bwfbadminton.com/player/88779/alexandra-b%C3%98je","99521, 88779"
19,IND / IND,"Satwiksairaj RANKIREDDY, Ashwini PONNAPPA",+16,43 - 33,"$60,302.68","45,177 / 11","https://bwfbadminton.com/player/72435/satwiksairaj-rankireddy,https://bwfbadminton.com/player/49765/ashwini-ponnappa","72435, 49765"
20,KOR / KOR,"KO Sung Hyun, EOM Hye Won",+6,54 - 25,"$407,791.86","44,740 / 13","https://bwfbadminton.com/player/88094/ko-sung-hyun,https://bwfbadminton.com/player/28492/eom-hye-won","88094, 28492"
