rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,CHN / CHN,"ZHENG Si Wei, CHEN Qing Chen",0,117 - 21,"$666,348.74","86,677 / 11","https://bwfbadminton.com/player/83046/zheng-si-wei,https://bwfbadminton.com/player/94125/chen-qing-chen","83046, 94125"
2,INA / INA,"Tontowi AHMAD, Liliyana NATSIR",0,281 - 77,"$1,097,822.49","77,420 / 11","https://bwfbadminton.com/player/54267/tontowi-ahmad,https://bwfbadminton.com/player/14727/liliyana-natsir","54267, 14727"
3,CHN / CHN,"LU Kai, HUANG Ya Qiong",0,135 - 51,"$451,181.21","74,585 / 11","https://bwfbadminton.com/player/28549/lu-kai,https://bwfbadminton.com/player/63168/huang-ya-qiong","28549, 63168"
4,CHN / CHN,"WANG Yi Lyu, HUANG Dong Ping",0,43 - 16,"$167,223.13","71,310 / 14","https://bwfbadminton.com/player/99452/wang-yi-lyu,https://bwfbadminton.com/player/89426/huang-dong-ping","99452, 89426"
5,HKG / HKG,"TANG Chun Man, TSE Ying Suet",0,49 - 23,"$203,298.00","67,958 / 17","https://bwfbadminton.com/player/77689/tang-chun-man,https://bwfbadminton.com/player/61435/tse-ying-suet","77689, 61435"
6,INA / INA,"Praveen JORDAN, Debby SUSANTO",0,124 - 67,"$379,993.10","61,525 / 15","https://bwfbadminton.com/player/89916/praveen-jordan,https://bwfbadminton.com/player/4425/debby-susanto","89916, 4425"
7,KOR / KOR,"SEO Seungjae, KIM Ha Na",+2,35 - 11,"$310,873.75","58,020 / 13","https://bwfbadminton.com/player/66513/seo-seungjae,https://bwfbadminton.com/player/73982/kim-ha-na","66513, 73982"
8,ENG / ENG,"Chris ADCOCK, Gabrielle ADCOCK",-1,201 - 124,"$403,656.01","57,380 / 13","https://bwfbadminton.com/player/70333/chris-adcock,https://bwfbadminton.com/player/62844/gabrielle-adcock","70333, 62844"
9,CHN / CHN,"ZHANG Nan, LI Yin Hui",-1,41 - 10,"$658,625.00","53,350 / 10","https://bwfbadminton.com/player/35357/zhang-nan,https://bwfbadminton.com/player/82249/li-yin-hui","35357, 82249"
10,MAS / MAS,"TAN Kian Meng, LAI Pei Jing",+1,74 - 39,"$101,722.09","52,780 / 20","https://bwfbadminton.com/player/67654/tan-kian-meng,https://bwfbadminton.com/player/47007/lai-pei-jing","67654, 47007"
11,MAS / MAS,"GOH Soon Huat, LAI Shevon Jemie",-1,49 - 18,"$53,937.55","51,000 / 14","https://bwfbadminton.com/player/92593/goh-soon-huat,https://bwfbadminton.com/player/56352/lai-shevon-jemie","92593, 56352"
12,THA / THA,"Dechapol PUAVARANUKROH, Sapsiree TAERATTANACHAI",0,65 - 29,"$70,194.37","50,379 / 9","https://bwfbadminton.com/player/61731/dechapol-puavaranukroh,https://bwfbadminton.com/player/67158/sapsiree-taerattanachai","61731, 67158"
13,HKG / HKG,"LEE Chun Hei Reginald, CHAU Hoi Wah",0,125 - 89,"$201,229.58","50,062 / 16","https://bwfbadminton.com/player/92609/lee-chun-hei-reginald,https://bwfbadminton.com/player/55285/chau-hoi-wah","92609, 55285"
14,KOR / KOR,"CHOI SolGyu, CHAE YuJung",0,74 - 39,"$108,745.00","46,456 / 14","https://bwfbadminton.com/player/67810/choi-solgyu,https://bwfbadminton.com/player/93074/chae-yujung","67810, 93074"
15,CHN / CHN,"ZHENG Si Wei, HUANG Ya Qiong",0,23 - 1,"$625,530.60","44,200 / 5","https://bwfbadminton.com/player/83046/zheng-si-wei,https://bwfbadminton.com/player/63168/huang-ya-qiong","83046, 63168"
16,JPN / JPN,"Kenta KAZUNO, Ayane KURIHARA",0,56 - 52,"$74,514.36","42,829 / 14","https://bwfbadminton.com/player/53161/kenta-kazuno,https://bwfbadminton.com/player/89285/ayane-kurihara","53161, 89285"
17,DEN / DEN,"Mathias CHRISTIANSEN, Christinna PEDERSEN",0,18 - 6,"$514,858.99","42,630 / 7","https://bwfbadminton.com/player/99521/mathias-christiansen,https://bwfbadminton.com/player/53759/christinna-pedersen","99521, 53759"
18,TPE / TPE,"WANG Chi-Lin, LEE Chia Hsin",0,35 - 31,"$28,415.59","41,746 / 18","https://bwfbadminton.com/player/96514/wang-chi-lin,https://bwfbadminton.com/player/76717/lee-chia-hsin","96514, 76717"
19,SGP / SGP,"HEE Yong Kai Terry, TAN Wei Han",+1,82 - 40,"$37,593.87","39,632 / 13","https://bwfbadminton.com/player/99181/hee-yong-kai-terry,https://bwfbadminton.com/player/59237/tan-wei-han","99181, 59237"
20,DEN / DEN,"Joachim FISCHER NIELSEN, Christinna PEDERSEN",-1,292 - 95,"$874,507.73","39,432 / 8","https://bwfbadminton.com/player/10513/joachim-fischer-nielsen,https://bwfbadminton.com/player/53759/christinna-pedersen","10513, 53759"
21,MAS / MAS,"CHAN Peng Soon, CHEAH Yee See",+1,18 - 11,"$181,428.25","38,690 / 12","https://bwfbadminton.com/player/53142/chan-peng-soon,https://bwfbadminton.com/player/58879/cheah-yee-see","53142, 58879"
22,CHN / CHN,"HE Ji Ting, DU Yue",+1,36 - 14,"$37,313.14","38,510 / 8","https://bwfbadminton.com/player/59673/he-ji-ting,https://bwfbadminton.com/player/65984/du-yue","59673, 65984"
23,GER / GER,"Mark LAMSFUSS, Isabel HERTTRICH",+1,52 - 37,"$39,765.23","37,451 / 16","https://bwfbadminton.com/player/68045/mark-lamsfuss,https://bwfbadminton.com/player/98052/isabel-herttrich","68045, 98052"
24,IND / IND,"Pranaav Jerry CHOPRA, REDDY N. Sikki",-3,50 - 33,"$42,778.70","36,940 / 13","https://bwfbadminton.com/player/57839/pranaav-jerry-chopra,https://bwfbadminton.com/player/17515/reddy-n-sikki","57839, 17515"
25,FRA / FRA,"Ronan LABAR, Audrey MITTELHEISSER",0,40 - 27,"$27,752.67","36,230 / 18","https://bwfbadminton.com/player/22038/ronan-labar,https://bwfbadminton.com/player/68480/audrey-mittelheisser","22038, 68480"
26,DEN / DEN,"Mathias CHRISTIANSEN, Sara THYGESEN",0,29 - 16,"$83,595.50","35,967 / 11","https://bwfbadminton.com/player/99521/mathias-christiansen,https://bwfbadminton.com/player/68189/sara-thygesen","99521, 68189"
27,THA / THA,"Bodin ISARA, Savitree AMITRAPAI",+1,53 - 34,"$54,043.58","33,562 / 12","https://bwfbadminton.com/player/75983/bodin-isara,https://bwfbadminton.com/player/53582/savitree-amitrapai","75983, 53582"
28,IRL / IRL,"Sam MAGEE, Chloe MAGEE",-1,146 - 110,"$31,072.98","33,500 / 14","https://bwfbadminton.com/player/35374/sam-magee,https://bwfbadminton.com/player/89666/chloe-magee","35374, 89666"
29,GER / GER,"Marvin SEIDEL, Linda EFLER",0,51 - 40,"$18,651.50","33,150 / 10","https://bwfbadminton.com/player/64909/marvin-seidel,https://bwfbadminton.com/player/83942/linda-efler","64909, 83942"
30,JPN / JPN,"Yuta WATANABE, Arisa HIGASHINO",0,32 - 26,"$26,060.62","33,066 / 12","https://bwfbadminton.com/player/58240/yuta-watanabe,https://bwfbadminton.com/player/79558/arisa-higashino","58240, 79558"
31,NED / NED,"Jacco ARENDS, Selena PIEK",0,125 - 87,"$60,823.73","32,890 / 12","https://bwfbadminton.com/player/67175/jacco-arends,https://bwfbadminton.com/player/67176/selena-piek","67175, 67176"
