rank,rank_change,prev_rank,country,player,member_id,points,tournaments,profile_link
1,0,1,MAS,LEE Chong Wei,50152,92200,11,https://bwf.tournamentsoftware.com/player-profile/2E62073C-AD95-40BE-8364-0A2EC054A4AC
2,0,2,CHN,CHEN Long,75787,82200,12,https://bwf.tournamentsoftware.com/player-profile/8F42FC23-89C1-40CF-8F20-8519DE2BE4EF
3,0,3,CHN,DU Pengyu,55380,63416,13,https://bwf.tournamentsoftware.com/player-profile/C07A72AE-0687-40A1-86D2-5613BBB1462F
4,0,4,INA,Sony Dwi KUNCORO,50427,60510,17,https://bwf.tournamentsoftware.com/player-profile/5D5CBB33-58AF-4572-90B0-A081781698D4
5,0,5,CHN,CHEN Jin,51592,58753,14,https://bwf.tournamentsoftware.com/player-profile/36060B60-5413-4DE7-A2D5-FDBAE446908E
6,1,7,JPN,Kenichi TAGO,63707,56380,16,https://bwf.tournamentsoftware.com/player-profile/A351C07C-62BC-4300-875D-7DE62E771AAD
7,-1,6,HKG,HU Yun,14869,56330,18,https://bwf.tournamentsoftware.com/player-profile/37B8D414-634F-4C3F-93AC-91C7399EF113
8,2,10,INA,Simon SANTOSO,51599,52283,12,https://bwf.tournamentsoftware.com/player-profile/9C5D7BA0-3A42-4DCC-A7F6-1154489631B7
9,-1,8,VIE,Tien Minh NGUYEN,14107,52140,15,https://bwf.tournamentsoftware.com/player-profile/26791000-C115-4F98-A3F7-EC3A12D28386
10,1,11,DEN,Jan O JORGENSEN,54431,51757,15,https://bwf.tournamentsoftware.com/player-profile/7D1E14D8-1B2E-48E1-B6A4-3973D713C3EF
11,-2,9,IND,PARUPALLI Kashyap,53944,51690,18,https://bwf.tournamentsoftware.com/player-profile/0DE63AAB-7715-46DC-8F3A-845734C2FA54
12,0,12,MAS,LIEW Daren,52864,51347,17,https://bwf.tournamentsoftware.com/player-profile/76C0DB76-3230-4FA0-9036-99E71183E73C
13,1,14,CHN,LIN Dan,50906,49723,6,https://bwf.tournamentsoftware.com/player-profile/296B69A5-3C25-4E3D-964E-DDFA46A1333A
14,1,15,JPN,Sho SASAKI,50905,49583,15,https://bwf.tournamentsoftware.com/player-profile/21E15CFC-B686-44B7-BD61-324605C679AA
15,-2,13,THA,Boonsak PONSANA,11959,49340,19,https://bwf.tournamentsoftware.com/player-profile/0CA686F7-D694-4C53-A2E1-08950598A827
16,1,17,DEN,Hans-Kristian Solberg VITTINGHUS,53753,48632,18,https://bwf.tournamentsoftware.com/player-profile/4C55FDF0-BC29-4F2E-BD6D-36D7BE4BA4E2
17,1,18,MAS,CHONG Wei Feng,52030,47700,17,https://bwf.tournamentsoftware.com/player-profile/B4C578E6-C57D-4414-B7E5-F5C25E21D9E5
18,1,19,HKG,WONG Wing Ki Vincent,55280,46660,19,https://bwf.tournamentsoftware.com/player-profile/D27868EC-90CD-4D18-81E0-7C80BAD3CFAF
19,-3,16,CHN,WANG Zhengming,23736,46540,12,https://bwf.tournamentsoftware.com/player-profile/5347291B-7325-4866-AC14-CEE94178DE93
20,0,20,GER,Marc ZWIEBLER,50858,46234,13,https://bwf.tournamentsoftware.com/player-profile/39E76D72-B750-49D1-864B-18FE1B2B3367
21,0,21,INA,Taufik HIDAYAT,10337,45830,14,https://bwf.tournamentsoftware.com/player-profile/08A4099B-DF05-4295-A672-0711C6B69C34
22,0,22,DEN,Viktor AXELSEN,25831,44293,15,https://bwf.tournamentsoftware.com/player-profile/3BF0C3EA-7BFB-4CC9-A955-3712D850CFA4
23,0,23,JPN,Takuma UEDA,47181,43394,16,https://bwf.tournamentsoftware.com/player-profile/0944FFB3-2A06-4E10-8F37-6208BD397A58
24,0,24,INA,Tommy SUGIARTO,14587,42220,19,https://bwf.tournamentsoftware.com/player-profile/755488DF-BE39-49C8-ABA0-38BF8ADDA058
25,0,25,KOR,LEE Hyun Il,11704,41493,8,https://bwf.tournamentsoftware.com/player-profile/0800FC8B-CBAB-4AC1-B6C7-F3D419906440
26,0,26,INA,Dionysius Hayom RUMBAKA,66990,41302,14,https://bwf.tournamentsoftware.com/player-profile/A231A11E-1ED5-46F2-AA97-7AD6E5E0C347
27,1,28,DEN,Peter Hoeg GADE,6926,40462,10,https://bwf.tournamentsoftware.com/player-profile/D5745F12-D4EC-4638-B380-0E7EB18419F8
28,-1,27,TPE,CHOU Tien Chen,34810,40370,19,https://bwf.tournamentsoftware.com/player-profile/41A01287-FA86-45C1-B980-860FC1C2DEB4
29,0,29,KOR,SON Wanho,54346,40266,10,https://bwf.tournamentsoftware.com/player-profile/CB6FBD50-283A-4AA2-A5CE-5FE0778BC1E3
30,2,32,RUS,Vladimir IVANOV,53924,37686,18,https://bwf.tournamentsoftware.com/player-profile/01F92222-86C1-4C20-AA4F-BEF46B1B5E37
31,-1,30,TPE,HSU Jen Hao,67100,36960,18,https://bwf.tournamentsoftware.com/player-profile/73739E0E-20CC-47AA-A835-3687D4BB6E98
32,-1,31,IND,Ajay JAYARAM,55351,36840,17,https://bwf.tournamentsoftware.com/player-profile/C4E68A77-F815-443A-B109-F19A91BA687A
33,0,33,CHN,GAO Huan,93496,35790,8,https://bwf.tournamentsoftware.com/player-profile/00D2D216-A789-4AF5-B24B-E4FE814BA772
34,0,34,ENG,Rajiv OUSEPH,51613,35660,15,https://bwf.tournamentsoftware.com/player-profile/331723FE-F589-433C-86C8-687467F176B0
35,1,36,MAS,Chun Seang TAN,52867,35070,14,https://bwf.tournamentsoftware.com/player-profile/F31FE74C-C00C-4A50-84DE-A9A621B94DF2
36,-1,35,MAS,Mohamad Arif Ab Latif ARIF,53131,34920,15,https://bwf.tournamentsoftware.com/player-profile/8FF01D45-3FFA-46D9-B66C-EBDD1386625F
37,1,38,IND,GURUSAIDUTT R. M. V.,32722,34750,15,https://bwf.tournamentsoftware.com/player-profile/B0190B7C-900C-45E4-AEFA-632EA75910EF
38,3,41,SWE,Henri HURSKAINEN,52325,33141,19,https://bwf.tournamentsoftware.com/player-profile/4936E803-3FC7-4B24-9CD8-54BE4B6C2B9E
39,-2,37,THA,Tanongsak SAENSOMBOONSUK,54513,33090,16,https://bwf.tournamentsoftware.com/player-profile/07BB032D-0C06-461D-844B-F7018DCCF14F
40,0,40,INA,Alamsyah YUNUS,14553,32540,11,https://bwf.tournamentsoftware.com/player-profile/21216C98-356B-4D7A-9C04-9CC3D970844B
41,2,43,CHN,Yuekun CHEN,42369,30690,9,https://bwf.tournamentsoftware.com/player-profile/320D2A63-92EE-4923-B7AC-06871618D196
42,0,42,IND,Sourabh VERMA,25925,30520,15,https://bwf.tournamentsoftware.com/player-profile/E5384E08-D2A5-4913-A8C8-A04DE72085AB
