rank,rank_change,prev_rank,country,player,member_id,points,tournaments,profile_link
1,0,1,MAS,LEE Chong Wei,50152,79907,12,https://bwf.tournamentsoftware.com/player-profile/2E62073C-AD95-40BE-8364-0A2EC054A4AC
2,0,2,DEN,Peter Hoeg GADE,6926,68375,14,https://bwf.tournamentsoftware.com/player-profile/D5745F12-D4EC-4638-B380-0E7EB18419F8
3,0,3,CHN,CHEN Jin,51592,67382,11,https://bwf.tournamentsoftware.com/player-profile/36060B60-5413-4DE7-A2D5-FDBAE446908E
4,0,4,CHN,LIN Dan,50906,65434,8,https://bwf.tournamentsoftware.com/player-profile/296B69A5-3C25-4E3D-964E-DDFA46A1333A
5,0,5,INA,Taufik HIDAYAT,10337,62292,14,https://bwf.tournamentsoftware.com/player-profile/08A4099B-DF05-4295-A672-0711C6B69C34
6,0,6,VIE,Tien Minh NGUYEN,14107,58725,15,https://bwf.tournamentsoftware.com/player-profile/26791000-C115-4F98-A3F7-EC3A12D28386
7,1,8,INA,Sony Dwi KUNCORO,50427,55492,11,https://bwf.tournamentsoftware.com/player-profile/5D5CBB33-58AF-4572-90B0-A081781698D4
8,1,9,INA,Simon SANTOSO,51599,55091,11,https://bwf.tournamentsoftware.com/player-profile/9C5D7BA0-3A42-4DCC-A7F6-1154489631B7
9,1,10,THA,Boonsak PONSANA,11959,53570,12,https://bwf.tournamentsoftware.com/player-profile/0CA686F7-D694-4C53-A2E1-08950598A827
10,-3,7,CHN,CHEN Long,75787,53223,14,https://bwf.tournamentsoftware.com/player-profile/8F42FC23-89C1-40CF-8F20-8519DE2BE4EF
11,0,11,CHN,BAO Chunlai,51274,52114,11,https://bwf.tournamentsoftware.com/player-profile/F882194D-79B9-487B-9F97-CB9D5777324C
12,0,12,DEN,Jan O JORGENSEN,54431,51162,15,https://bwf.tournamentsoftware.com/player-profile/7D1E14D8-1B2E-48E1-B6A4-3973D713C3EF
13,0,13,JPN,Kenichi TAGO,63707,48387,11,https://bwf.tournamentsoftware.com/player-profile/A351C07C-62BC-4300-875D-7DE62E771AAD
14,1,15,IND,Chetan ANAND,11691,43820,16,https://bwf.tournamentsoftware.com/player-profile/B093D2D8-8706-4022-8AEE-4749549BE54E
15,2,17,KOR,PARK Sung Hwan,51324,43224,12,https://bwf.tournamentsoftware.com/player-profile/086C6D60-AB80-4273-89DB-D0B0DFF661E5
16,-2,14,MAS,Choong Hann WONG,4240,43152,17,https://bwf.tournamentsoftware.com/player-profile/BF774378-F73E-4BDE-8038-2BCEF6CAD0D5
17,-1,16,HKG,HU Yun,14869,42395,16,https://bwf.tournamentsoftware.com/player-profile/37B8D414-634F-4C3F-93AC-91C7399EF113
18,0,18,GER,Marc ZWIEBLER,50858,41312,18,https://bwf.tournamentsoftware.com/player-profile/39E76D72-B750-49D1-864B-18FE1B2B3367
19,1,20,MAS,Muhammad Hafiz HASHIM,12370,39560,12,https://bwf.tournamentsoftware.com/player-profile/D5A36BB6-EDE4-4A73-95EB-EC93BC35A0F7
20,-1,19,CHN,DU Pengyu,55380,37140,9,https://bwf.tournamentsoftware.com/player-profile/C07A72AE-0687-40A1-86D2-5613BBB1462F
21,0,21,INA,Dionysius Hayom RUMBAKA,66990,37052,13,https://bwf.tournamentsoftware.com/player-profile/A231A11E-1ED5-46F2-AA97-7AD6E5E0C347
22,0,22,NED,Dicky PALYAMA,6967,36560,12,https://bwf.tournamentsoftware.com/player-profile/247634BE-A647-4D40-AEF5-11A2C8F3E8F8
