rank,rank_change,prev_rank,country,player,member_id,points,tournaments,profile_link
1,0,1,MAS,LEE Chong Wei,50152,98681,13,https://bwf.tournamentsoftware.com/player-profile/2E62073C-AD95-40BE-8364-0A2EC054A4AC
2,0,2,CHN,CHEN Long,75787,81841,10,https://bwf.tournamentsoftware.com/player-profile/8F42FC23-89C1-40CF-8F20-8519DE2BE4EF
3,0,3,DEN,Jan O JORGENSEN,54431,75713,17,https://bwf.tournamentsoftware.com/player-profile/7D1E14D8-1B2E-48E1-B6A4-3973D713C3EF
4,0,4,JPN,Kenichi TAGO,63707,68694,13,https://bwf.tournamentsoftware.com/player-profile/A351C07C-62BC-4300-875D-7DE62E771AAD
5,0,5,INA,Tommy SUGIARTO,14587,63993,15,https://bwf.tournamentsoftware.com/player-profile/755488DF-BE39-49C8-ABA0-38BF8ADDA058
6,0,6,KOR,SON Wanho,54346,60322,20,https://bwf.tournamentsoftware.com/player-profile/CB6FBD50-283A-4AA2-A5CE-5FE0778BC1E3
7,1,8,CHN,WANG Zhengming,23736,58270,13,https://bwf.tournamentsoftware.com/player-profile/5347291B-7325-4866-AC14-CEE94178DE93
8,-1,7,CHN,DU Pengyu,55380,57075,11,https://bwf.tournamentsoftware.com/player-profile/C07A72AE-0687-40A1-86D2-5613BBB1462F
9,0,9,HKG,HU Yun,14869,52977,17,https://bwf.tournamentsoftware.com/player-profile/37B8D414-634F-4C3F-93AC-91C7399EF113
10,0,10,DEN,Hans-Kristian Solberg VITTINGHUS,53753,51316,19,https://bwf.tournamentsoftware.com/player-profile/4C55FDF0-BC29-4F2E-BD6D-36D7BE4BA4E2
11,0,11,THA,Boonsak PONSANA,11959,51112,16,https://bwf.tournamentsoftware.com/player-profile/0CA686F7-D694-4C53-A2E1-08950598A827
12,6,18,INA,Simon SANTOSO,51599,50569,11,https://bwf.tournamentsoftware.com/player-profile/9C5D7BA0-3A42-4DCC-A7F6-1154489631B7
13,0,13,CHN,TIAN Houwei,12903,50157,14,https://bwf.tournamentsoftware.com/player-profile/E54FDF41-B758-4F2E-BF62-1A287B1093F6
14,8,22,CHN,LIN Dan,50906,49090,6,https://bwf.tournamentsoftware.com/player-profile/296B69A5-3C25-4E3D-964E-DDFA46A1333A
15,-3,12,JPN,Kento MOMOTA,89785,48784,18,https://bwf.tournamentsoftware.com/player-profile/39EC811A-3BDF-4E29-93E9-CD1F0BD65990
16,-2,14,DEN,Viktor AXELSEN,25831,46316,21,https://bwf.tournamentsoftware.com/player-profile/3BF0C3EA-7BFB-4CC9-A955-3712D850CFA4
17,-2,15,VIE,Tien Minh NGUYEN,14107,45570,14,https://bwf.tournamentsoftware.com/player-profile/26791000-C115-4F98-A3F7-EC3A12D28386
18,-2,16,JPN,Sho SASAKI,50905,45311,17,https://bwf.tournamentsoftware.com/player-profile/21E15CFC-B686-44B7-BD61-324605C679AA
