rank,rank_change,prev_rank,country,player,member_id,points,tournaments,profile_link
1,0,1,MAS,LEE Chong Wei,50152,80307,12,https://bwf.tournamentsoftware.com/player-profile/2E62073C-AD95-40BE-8364-0A2EC054A4AC
2,0,2,DEN,Peter Hoeg GADE,6926,66815,13,https://bwf.tournamentsoftware.com/player-profile/D5745F12-D4EC-4638-B380-0E7EB18419F8
3,3,6,INA,Simon SANTOSO,51599,56791,12,https://bwf.tournamentsoftware.com/player-profile/9C5D7BA0-3A42-4DCC-A7F6-1154489631B7
4,1,5,INA,Taufik HIDAYAT,10337,55312,12,https://bwf.tournamentsoftware.com/player-profile/08A4099B-DF05-4295-A672-0711C6B69C34
5,-1,4,CHN,CHEN Jin,51592,54502,9,https://bwf.tournamentsoftware.com/player-profile/36060B60-5413-4DE7-A2D5-FDBAE446908E
6,-3,3,CHN,LIN Dan,50906,53434,7,https://bwf.tournamentsoftware.com/player-profile/296B69A5-3C25-4E3D-964E-DDFA46A1333A
7,1,8,VIE,Tien Minh NGUYEN,14107,53425,13,https://bwf.tournamentsoftware.com/player-profile/26791000-C115-4F98-A3F7-EC3A12D28386
8,-1,7,INA,Sony Dwi KUNCORO,50427,52572,12,https://bwf.tournamentsoftware.com/player-profile/5D5CBB33-58AF-4572-90B0-A081781698D4
9,1,10,CHN,BAO Chunlai,51274,52114,10,https://bwf.tournamentsoftware.com/player-profile/F882194D-79B9-487B-9F97-CB9D5777324C
10,-1,9,THA,Boonsak PONSANA,11959,49940,11,https://bwf.tournamentsoftware.com/player-profile/0CA686F7-D694-4C53-A2E1-08950598A827
11,1,12,CHN,CHEN Long,75787,49823,12,https://bwf.tournamentsoftware.com/player-profile/8F42FC23-89C1-40CF-8F20-8519DE2BE4EF
12,-1,11,DEN,Jan O JORGENSEN,54431,46282,13,https://bwf.tournamentsoftware.com/player-profile/7D1E14D8-1B2E-48E1-B6A4-3973D713C3EF
