rank,rank_change,prev_rank,country,player,member_id,points,tournaments,profile_link
1,0,1,CHN,CHEN Long,75787,98681,15,https://bwf.tournamentsoftware.com/player-profile/8F42FC23-89C1-40CF-8F20-8519DE2BE4EF
2,0,2,DEN,Jan O JORGENSEN,54431,75967,16,https://bwf.tournamentsoftware.com/player-profile/7D1E14D8-1B2E-48E1-B6A4-3973D713C3EF
3,0,3,CHN,LIN Dan,50906,73597,13,https://bwf.tournamentsoftware.com/player-profile/296B69A5-3C25-4E3D-964E-DDFA46A1333A
4,0,4,JPN,Kento MOMOTA,89785,72003,15,https://bwf.tournamentsoftware.com/player-profile/39EC811A-3BDF-4E29-93E9-CD1F0BD65990
5,0,5,IND,KIDAMBI Srikanth,93627,69164,18,https://bwf.tournamentsoftware.com/player-profile/A9509AF9-8009-48A4-A4E2-486F125004C5
6,0,6,TPE,CHOU Tien Chen,34810,64758,19,https://bwf.tournamentsoftware.com/player-profile/41A01287-FA86-45C1-B980-860FC1C2DEB4
7,0,7,DEN,Viktor AXELSEN,25831,63099,17,https://bwf.tournamentsoftware.com/player-profile/3BF0C3EA-7BFB-4CC9-A955-3712D850CFA4
8,0,8,IND,PARUPALLI Kashyap,53944,57981,17,https://bwf.tournamentsoftware.com/player-profile/0DE63AAB-7715-46DC-8F3A-845734C2FA54
9,0,9,KOR,SON Wanho,54346,57375,17,https://bwf.tournamentsoftware.com/player-profile/CB6FBD50-283A-4AA2-A5CE-5FE0778BC1E3
10,0,10,CHN,TIAN Houwei,12903,57210,16,https://bwf.tournamentsoftware.com/player-profile/E54FDF41-B758-4F2E-BF62-1A287B1093F6
11,0,11,CHN,WANG Zhengming,23736,56040,15,https://bwf.tournamentsoftware.com/player-profile/5347291B-7325-4866-AC14-CEE94178DE93
12,0,12,INA,Tommy SUGIARTO,14587,49820,16,https://bwf.tournamentsoftware.com/player-profile/755488DF-BE39-49C8-ABA0-38BF8ADDA058
13,0,13,KOR,LEE Hyun Il,11704,48940,11,https://bwf.tournamentsoftware.com/player-profile/0800FC8B-CBAB-4AC1-B6C7-F3D419906440
14,0,14,HKG,HU Yun,14869,48812,19,https://bwf.tournamentsoftware.com/player-profile/37B8D414-634F-4C3F-93AC-91C7399EF113
15,0,15,HKG,WEI Nan,53054,46058,18,https://bwf.tournamentsoftware.com/player-profile/D806DD9A-E8B0-4048-9EEA-23C989AE03A6
16,0,16,IND,PRANNOY H. S.,83950,45820,13,https://bwf.tournamentsoftware.com/player-profile/9906AA55-580B-465A-8782-2251A4912DB9
17,0,17,GER,Marc ZWIEBLER,50858,45433,18,https://bwf.tournamentsoftware.com/player-profile/39E76D72-B750-49D1-864B-18FE1B2B3367
18,0,18,DEN,Hans-Kristian Solberg VITTINGHUS,53753,45110,16,https://bwf.tournamentsoftware.com/player-profile/4C55FDF0-BC29-4F2E-BD6D-36D7BE4BA4E2
19,0,19,CHN,XUE Song,78769,43360,14,https://bwf.tournamentsoftware.com/player-profile/AC9B996C-5051-4E1C-8B49-89BFBA94C1F2
20,1,21,INA,Dionysius Hayom RUMBAKA,66990,41930,14,https://bwf.tournamentsoftware.com/player-profile/A231A11E-1ED5-46F2-AA97-7AD6E5E0C347
21,1,22,THA,Tanongsak SAENSOMBOONSUK,54513,41664,18,https://bwf.tournamentsoftware.com/player-profile/07BB032D-0C06-461D-844B-F7018DCCF14F
22,-2,20,ENG,Rajiv OUSEPH,51613,41386,17,https://bwf.tournamentsoftware.com/player-profile/331723FE-F589-433C-86C8-687467F176B0
23,0,23,JPN,Sho SASAKI,50905,41380,14,https://bwf.tournamentsoftware.com/player-profile/21E15CFC-B686-44B7-BD61-324605C679AA
24,0,24,TPE,HSU Jen Hao,67100,40888,25,https://bwf.tournamentsoftware.com/player-profile/73739E0E-20CC-47AA-A835-3687D4BB6E98
25,0,25,MAS,LEE Chong Wei,50152,40463,7,https://bwf.tournamentsoftware.com/player-profile/2E62073C-AD95-40BE-8364-0A2EC054A4AC
26,0,26,IND,Ajay JAYARAM,55351,40380,19,https://bwf.tournamentsoftware.com/player-profile/C4E68A77-F815-443A-B109-F19A91BA687A
27,0,27,JPN,Takuma UEDA,47181,39796,18,https://bwf.tournamentsoftware.com/player-profile/0944FFB3-2A06-4E10-8F37-6208BD397A58
28,0,28,THA,Boonsak PONSANA,11959,39357,18,https://bwf.tournamentsoftware.com/player-profile/0CA686F7-D694-4C53-A2E1-08950598A827
29,0,29,HKG,NG Ka Long Angus,45171,37590,22,https://bwf.tournamentsoftware.com/player-profile/B701FB3D-0671-4249-8AAA-758FE92E72C5
30,0,30,HKG,WONG Wing Ki Vincent,55280,37096,21,https://bwf.tournamentsoftware.com/player-profile/D27868EC-90CD-4D18-81E0-7C80BAD3CFAF
31,0,31,KOR,LEE Dong Keun,64933,36243,18,https://bwf.tournamentsoftware.com/player-profile/5A9A3A00-0127-4D24-9E0C-9555ABE22492
32,0,32,FRA,Brice LEVERDEZ,52968,35443,18,https://bwf.tournamentsoftware.com/player-profile/00BA89AE-88B8-4575-98CA-815506AC4E8E
33,0,33,KOR,JEON Hyeok Jin,65580,33720,11,https://bwf.tournamentsoftware.com/player-profile/FF880BF1-D736-4A93-B2D4-34730B3D6A57
34,0,34,MAS,CHONG Wei Feng,52030,33070,15,https://bwf.tournamentsoftware.com/player-profile/B4C578E6-C57D-4414-B7E5-F5C25E21D9E5
