rank,rank_change,prev_rank,country,player,member_id,points,tournaments,profile_link
1,0,1,MAS,LEE Chong Wei,50152,84647,12,https://bwf.tournamentsoftware.com/player-profile/2E62073C-AD95-40BE-8364-0A2EC054A4AC
2,0,2,DEN,Peter Hoeg GADE,6926,70175,12,https://bwf.tournamentsoftware.com/player-profile/D5745F12-D4EC-4638-B380-0E7EB18419F8
3,1,4,INA,Taufik HIDAYAT,10337,67592,15,https://bwf.tournamentsoftware.com/player-profile/08A4099B-DF05-4295-A672-0711C6B69C34
4,-1,3,CHN,LIN Dan,50906,58634,8,https://bwf.tournamentsoftware.com/player-profile/296B69A5-3C25-4E3D-964E-DDFA46A1333A
5,0,5,CHN,CHEN Jin,51592,57262,9,https://bwf.tournamentsoftware.com/player-profile/36060B60-5413-4DE7-A2D5-FDBAE446908E
6,2,8,THA,Boonsak PONSANA,11959,56720,14,https://bwf.tournamentsoftware.com/player-profile/0CA686F7-D694-4C53-A2E1-08950598A827
7,-1,6,CHN,CHEN Long,75787,53163,11,https://bwf.tournamentsoftware.com/player-profile/8F42FC23-89C1-40CF-8F20-8519DE2BE4EF
8,1,9,VIE,Tien Minh NGUYEN,14107,51845,14,https://bwf.tournamentsoftware.com/player-profile/26791000-C115-4F98-A3F7-EC3A12D28386
9,1,10,DEN,Jan O JORGENSEN,54431,51202,15,https://bwf.tournamentsoftware.com/player-profile/7D1E14D8-1B2E-48E1-B6A4-3973D713C3EF
10,-3,7,CHN,BAO Chunlai,51274,50534,10,https://bwf.tournamentsoftware.com/player-profile/F882194D-79B9-487B-9F97-CB9D5777324C
11,2,13,KOR,PARK Sung Hwan,51324,45304,11,https://bwf.tournamentsoftware.com/player-profile/086C6D60-AB80-4273-89DB-D0B0DFF661E5
12,-1,11,JPN,Kenichi TAGO,63707,44427,10,https://bwf.tournamentsoftware.com/player-profile/A351C07C-62BC-4300-875D-7DE62E771AAD
13,-1,12,INA,Simon SANTOSO,51599,44171,10,https://bwf.tournamentsoftware.com/player-profile/9C5D7BA0-3A42-4DCC-A7F6-1154489631B7
14,2,16,ENG,Rajiv OUSEPH,51613,43695,15,https://bwf.tournamentsoftware.com/player-profile/331723FE-F589-433C-86C8-687467F176B0
15,2,17,CHN,DU Pengyu,55380,43390,11,https://bwf.tournamentsoftware.com/player-profile/C07A72AE-0687-40A1-86D2-5613BBB1462F
16,2,18,GER,Marc ZWIEBLER,50858,42642,18,https://bwf.tournamentsoftware.com/player-profile/39E76D72-B750-49D1-864B-18FE1B2B3367
17,-3,14,HKG,HU Yun,14869,41735,17,https://bwf.tournamentsoftware.com/player-profile/37B8D414-634F-4C3F-93AC-91C7399EF113
18,-3,15,INA,Sony Dwi KUNCORO,50427,40392,10,https://bwf.tournamentsoftware.com/player-profile/5D5CBB33-58AF-4572-90B0-A081781698D4
19,0,19,INA,Dionysius Hayom RUMBAKA,66990,39152,13,https://bwf.tournamentsoftware.com/player-profile/A231A11E-1ED5-46F2-AA97-7AD6E5E0C347
20,0,20,MAS,Muhammad Hafiz HASHIM,12370,38160,12,https://bwf.tournamentsoftware.com/player-profile/D5A36BB6-EDE4-4A73-95EB-EC93BC35A0F7
21,5,26,DEN,Joachim PERSSON,51053,37030,12,https://bwf.tournamentsoftware.com/player-profile/4BDA7CCB-E9AA-441D-9B3C-94BB0D889BB4
22,-1,21,KOR,SON Wanho,54346,36182,18,https://bwf.tournamentsoftware.com/player-profile/CB6FBD50-283A-4AA2-A5CE-5FE0778BC1E3
23,-1,22,JPN,Kazushi YAMADA,54025,35799,14,https://bwf.tournamentsoftware.com/player-profile/28F9B982-A224-448B-8FCF-81D4B0DAB7D1
24,-1,23,NED,Dicky PALYAMA,6967,35780,17,https://bwf.tournamentsoftware.com/player-profile/247634BE-A647-4D40-AEF5-11A2C8F3E8F8
25,-1,24,MAS,Choong Hann WONG,4240,35412,12,https://bwf.tournamentsoftware.com/player-profile/BF774378-F73E-4BDE-8038-2BCEF6CAD0D5
26,-1,25,IND,Chetan ANAND,11691,34540,12,https://bwf.tournamentsoftware.com/player-profile/B093D2D8-8706-4022-8AEE-4749549BE54E
27,0,27,ENG,Carl BAXTER,53119,34019,16,https://bwf.tournamentsoftware.com/player-profile/27A9A874-535F-4348-B87F-60E3AE62DF19
28,0,28,JPN,Sho SASAKI,50905,33903,16,https://bwf.tournamentsoftware.com/player-profile/21E15CFC-B686-44B7-BD61-324605C679AA
29,0,29,THA,Tanongsak SAENSOMBOONSUK,54513,33641,14,https://bwf.tournamentsoftware.com/player-profile/07BB032D-0C06-461D-844B-F7018DCCF14F
30,1,31,FRA,Brice LEVERDEZ,52968,33319,16,https://bwf.tournamentsoftware.com/player-profile/00BA89AE-88B8-4575-98CA-815506AC4E8E
31,1,32,IND,PARUPALLI Kashyap,53944,32387,13,https://bwf.tournamentsoftware.com/player-profile/0DE63AAB-7715-46DC-8F3A-845734C2FA54
32,-2,30,POL,Przemyslaw WACHA,8396,32237,20,https://bwf.tournamentsoftware.com/player-profile/10397B31-1500-49A3-8A5E-C32F5BB8926C
33,0,33,TPE,HSIEH Yu Hsing,15751,31911,16,https://bwf.tournamentsoftware.com/player-profile/44622196-E662-4813-86B9-F239578B20F3
34,0,34,INA,Alamsyah YUNUS,14553,31610,9,https://bwf.tournamentsoftware.com/player-profile/21216C98-356B-4D7A-9C04-9CC3D970844B
35,5,40,IND,Ajay JAYARAM,55351,31440,15,https://bwf.tournamentsoftware.com/player-profile/C4E68A77-F815-443A-B109-F19A91BA687A
36,-1,35,INA,Andre Kurniawan TEDJONO,52738,30830,12,https://bwf.tournamentsoftware.com/player-profile/5DE786C5-A694-4C59-92D3-94CDCF444A4B
37,-1,36,HKG,CHAN Yan Kit,51306,30741,16,https://bwf.tournamentsoftware.com/player-profile/E0BC1E13-F583-4188-A186-3B542310627A
38,-1,37,DEN,Hans-Kristian Solberg VITTINGHUS,53753,30236,13,https://bwf.tournamentsoftware.com/player-profile/4C55FDF0-BC29-4F2E-BD6D-36D7BE4BA4E2
39,-1,38,HKG,WONG Wing Ki Vincent,55280,29250,16,https://bwf.tournamentsoftware.com/player-profile/D27868EC-90CD-4D18-81E0-7C80BAD3CFAF
40,1,41,IRL,Scott EVANS,15241,29070,18,https://bwf.tournamentsoftware.com/player-profile/6C98077F-F080-4544-9E86-ECD83960A6AA
41,1,42,LTU,Kestutis NAVICKAS,13460,28860,17,https://bwf.tournamentsoftware.com/player-profile/A685C85A-67E9-4400-9E1C-3F351A0229E2
42,2,44,DEN,Christian LIND THOMSEN,53825,28070,15,https://bwf.tournamentsoftware.com/player-profile/49E09BA4-EDB1-44F8-BA64-8FC8E4BF9F01
43,-4,39,IND,Arvind BHAT,15319,27799,12,https://bwf.tournamentsoftware.com/player-profile/F97BD4D2-F120-44D0-9847-4FF52D17FCA6
44,-1,43,TPE,HSUEH Hsuan Yi,52983,26729,13,https://bwf.tournamentsoftware.com/player-profile/09B6282C-ED80-4A31-98E1-7609ED206FE9
45,0,45,FRA,Matthieu LO YING PING,53011,26657,17,https://bwf.tournamentsoftware.com/player-profile/C4239B0F-97D0-442B-A6DD-20DFA53394EA
46,3,49,DEN,Rune ULSING,51303,26500,13,https://bwf.tournamentsoftware.com/player-profile/3E49241C-61AF-41ED-B049-506A72B4BB18
47,-1,46,NED,Eric PANG,10319,26440,18,https://bwf.tournamentsoftware.com/player-profile/806F7F5F-AC8E-4FFE-BBB0-18F351B9075D
48,-1,47,CZE,Petr KOUKAL,15585,26250,18,https://bwf.tournamentsoftware.com/player-profile/E4E5A1C6-5DF0-44FD-8033-47F046886869
49,4,53,SWE,Henri HURSKAINEN,52325,25874,15,https://bwf.tournamentsoftware.com/player-profile/4936E803-3FC7-4B24-9CD8-54BE4B6C2B9E
50,-2,48,EST,Raul MUST,51531,25714,17,https://bwf.tournamentsoftware.com/player-profile/EC44637A-BF62-4998-8EEF-9B707FFE573E
51,-1,50,CAN,Stefan WOJCIKIEWICZ,13310,25142,17,https://bwf.tournamentsoftware.com/player-profile/41F2BA3C-37D9-40B0-AA46-D187603F0359
52,0,52,IND,Anand PAWAR,51598,24520,13,https://bwf.tournamentsoftware.com/player-profile/330FEE24-5AD8-4A42-B167-0BBE4627E4D8
