rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,JPN,Kento MOMOTA,0,291 - 76,"$836,714.00","111,118 / 18",https://bwfbadminton.com/player/89785/kento-momota,89785
2,CHN,SHI Yu Qi,0,192 - 64,"$481,842.50","90,661 / 17",https://bwfbadminton.com/player/57945/shi-yu-qi,57945
3,DEN,Viktor AXELSEN,0,327 - 121,"$628,774.50","79,438 / 15",https://bwfbadminton.com/player/25831/viktor-axelsen,25831
4,TPE,CHOU Tien Chen,0,325 - 183,"$470,841.00","79,118 / 19",https://bwfbadminton.com/player/34810/chou-tien-chen,34810
5,CHN,CHEN Long,0,416 - 101,"$1,216,307.50","75,840 / 17",https://bwfbadminton.com/player/75787/chen-long,75787
6,KOR,SON Wanho,0,334 - 178,"$534,332.50","67,910 / 14",https://bwfbadminton.com/player/54346/son-wanho,54346
7,INA,Anthony Sinisuka GINTING,0,154 - 92,"$233,595.00","64,962 / 20",https://bwfbadminton.com/player/95661/anthony-sinisuka-ginting,95661
8,INA,Jonatan CHRISTIE,0,181 - 89,"$148,935.50","63,988 / 19",https://bwfbadminton.com/player/73442/jonatan-christie,73442
9,IND,KIDAMBI Srikanth,0,224 - 109,"$469,682.50","63,140 / 16",https://bwfbadminton.com/player/93627/kidambi-srikanth,93627
10,JPN,Kenta NISHIMOTO,0,150 - 85,"$107,101.25","58,533 / 20",https://bwfbadminton.com/player/85394/kenta-nishimoto,85394
11,JPN,Kanta TSUNEYAMA,0,119 - 62,"$75,400.75","58,008 / 19",https://bwfbadminton.com/player/57823/kanta-tsuneyama,57823
12,IND,Sameer VERMA,0,170 - 78,"$132,493.50","55,939 / 18",https://bwfbadminton.com/player/77003/sameer-verma,77003
13,DEN,Anders ANTONSEN,0,162 - 50,"$109,420.25","55,299 / 15",https://bwfbadminton.com/player/91554/anders-antonsen,91554
14,INA,Tommy SUGIARTO,0,335 - 190,"$337,176.00","53,840 / 19",https://bwfbadminton.com/player/14587/tommy-sugiarto,14587
15,HKG,NG Ka Long Angus,0,228 - 131,"$190,046.00","52,912 / 17",https://bwfbadminton.com/player/45171/ng-ka-long-angus,45171
16,CHN,LIN Dan,0,654 - 116,"$1,026,942.50","51,470 / 20",https://bwfbadminton.com/player/50906/lin-dan,50906
17,THA,Kantaphon WANGCHAROEN,0,128 - 89,"$56,103.75","49,299 / 22",https://bwfbadminton.com/player/92508/kantaphon-wangcharoen,92508
18,THA,Khosit PHETPRADAB,0,157 - 110,"$71,540.00","48,100 / 21",https://bwfbadminton.com/player/29449/khosit-phetpradab,29449
19,CHN,LU Guang Zu,0,51 - 26,"$43,312.50","46,969 / 18",https://bwfbadminton.com/player/77427/lu-guang-zu,77427
20,MAS,LEE Zii Jia,0,134 - 55,"$66,587.25","46,865 / 13",https://bwfbadminton.com/player/81561/lee-zii-jia,81561
21,THA,Sitthikom THAMMASIN,0,136 - 67,"$31,552.50","43,087 / 19",https://bwfbadminton.com/player/58963/sitthikom-thammasin,58963
22,KOR,LEE Dong Keun,0,169 - 131,"$93,715.00","42,375 / 16",https://bwfbadminton.com/player/64933/lee-dong-keun,64933
23,DEN,Hans-Kristian Solberg VITTINGHUS,0,324 - 190,"$222,591.60","41,940 / 17",https://bwfbadminton.com/player/53753/hans-kristian-solberg-vittinghus,53753
24,IND,SAI PRANEETH B.,0,201 - 112,"$79,737.50","41,790 / 13",https://bwfbadminton.com/player/42776/sai-praneeth-b,42776
25,MAS,LIEW Daren,0,202 - 158,"$79,647.75","41,290 / 14",https://bwfbadminton.com/player/52864/liew-daren,52864
26,IND,PRANNOY H. S.,0,188 - 114,"$126,423.50","41,285 / 15",https://bwfbadminton.com/player/83950/prannoy-h-s,83950
27,THA,Suppanyu AVIHINGSANON,0,203 - 160,"$55,171.25","40,966 / 21",https://bwfbadminton.com/player/46874/suppanyu-avihingsanon,46874
28,DEN,Jan O JORGENSEN,0,410 - 215,"$502,039.50","40,930 / 17",https://bwfbadminton.com/player/54431/jan-o-jorgensen,54431
29,CHN,HUANG Yu Xiang,0,93 - 72,"$91,050.00","40,900 / 17",https://bwfbadminton.com/player/71261/huang-yu-xiang,71261
30,NED,Mark CALJOUW,0,178 - 101,"$34,276.50","40,049 / 20",https://bwfbadminton.com/player/76973/mark-caljouw,76973
31,DEN,Rasmus GEMKE,0,99 - 47,"$51,109.00","39,721 / 15",https://bwfbadminton.com/player/62855/rasmus-gemke,62855
32,TPE,WANG Tzu Wei,0,204 - 126,"$91,666.00","38,125 / 18",https://bwfbadminton.com/player/87375/wang-tzu-wei,87375
33,FRA,Brice LEVERDEZ,0,327 - 242,"$97,946.50","36,594 / 20",https://bwfbadminton.com/player/52968/brice-leverdez,52968
34,HKG,LEE Cheuk Yiu,0,108 - 66,"$40,423.00","36,461 / 17",https://bwfbadminton.com/player/94780/lee-cheuk-yiu,94780
35,ENG,Rajiv OUSEPH,0,372 - 216,"$116,795.30","36,222 / 13",https://bwfbadminton.com/player/51613/rajiv-ouseph,51613
36,HKG,WONG Wing Ki Vincent,0,214 - 199,"$151,952.50","35,180 / 17",https://bwfbadminton.com/player/55280/wong-wing-ki-vincent,55280
37,CHN,ZHAO Jun Peng,0,89 - 46,"$36,105.00","35,085 / 17",https://bwfbadminton.com/player/95930/zhao-jun-peng,95930
38,IND,PARUPALLI Kashyap,0,287 - 202,"$131,152.50","34,850 / 16",https://bwfbadminton.com/player/53944/parupalli-kashyap,53944
39,JPN,Kazumasa SAKAI,0,152 - 99,"$104,106.50","33,330 / 16",https://bwfbadminton.com/player/91280/kazumasa-sakai,91280
40,IND,Subhankar DEY,0,140 - 86,"$20,447.50","32,700 / 17",https://bwfbadminton.com/player/60967/subhankar-dey,60967
41,INA,Shesar Hiren RHUSTAVITO,0,118 - 63,"$20,117.50","32,694 / 13",https://bwfbadminton.com/player/81887/shesar-hiren-rhustavito,81887
42,ISR,Misha ZILBERMAN,0,255 - 211,"$24,999.75","31,284 / 20",https://bwfbadminton.com/player/52953/misha-zilberman,52953
43,FRA,Thomas ROUXEL,0,196 - 157,"$15,583.00","31,077 / 19",https://bwfbadminton.com/player/38500/thomas-rouxel,38500
