rank,rank_change,prev_rank,country,player,member_id,points,tournaments,profile_link
1,0,1,MAS,LEE Chong Wei,50152,100523,13,https://bwf.tournamentsoftware.com/player-profile/2E62073C-AD95-40BE-8364-0A2EC054A4AC
2,0,2,CHN,CHEN Long,75787,75455,10,https://bwf.tournamentsoftware.com/player-profile/8F42FC23-89C1-40CF-8F20-8519DE2BE4EF
3,0,3,DEN,Jan O JORGENSEN,54431,67828,17,https://bwf.tournamentsoftware.com/player-profile/7D1E14D8-1B2E-48E1-B6A4-3973D713C3EF
4,0,4,JPN,Kenichi TAGO,63707,64195,13,https://bwf.tournamentsoftware.com/player-profile/A351C07C-62BC-4300-875D-7DE62E771AAD
5,0,5,INA,Tommy SUGIARTO,14587,62348,15,https://bwf.tournamentsoftware.com/player-profile/755488DF-BE39-49C8-ABA0-38BF8ADDA058
6,0,6,CHN,DU Pengyu,55380,57010,11,https://bwf.tournamentsoftware.com/player-profile/C07A72AE-0687-40A1-86D2-5613BBB1462F
7,0,7,CHN,WANG Zhengming,23736,55890,13,https://bwf.tournamentsoftware.com/player-profile/5347291B-7325-4866-AC14-CEE94178DE93
8,0,8,THA,Boonsak PONSANA,11959,55588,17,https://bwf.tournamentsoftware.com/player-profile/0CA686F7-D694-4C53-A2E1-08950598A827
9,0,9,KOR,SON Wanho,54346,54690,17,https://bwf.tournamentsoftware.com/player-profile/CB6FBD50-283A-4AA2-A5CE-5FE0778BC1E3
10,0,10,VIE,Tien Minh NGUYEN,14107,51177,15,https://bwf.tournamentsoftware.com/player-profile/26791000-C115-4F98-A3F7-EC3A12D28386
11,0,11,HKG,HU Yun,14869,46969,17,https://bwf.tournamentsoftware.com/player-profile/37B8D414-634F-4C3F-93AC-91C7399EF113
12,0,12,DEN,Hans-Kristian Solberg VITTINGHUS,53753,46256,17,https://bwf.tournamentsoftware.com/player-profile/4C55FDF0-BC29-4F2E-BD6D-36D7BE4BA4E2
13,0,13,GER,Marc ZWIEBLER,50858,45908,14,https://bwf.tournamentsoftware.com/player-profile/39E76D72-B750-49D1-864B-18FE1B2B3367
14,0,14,JPN,Kento MOMOTA,89785,44540,16,https://bwf.tournamentsoftware.com/player-profile/39EC811A-3BDF-4E29-93E9-CD1F0BD65990
15,0,15,DEN,Viktor AXELSEN,25831,44475,18,https://bwf.tournamentsoftware.com/player-profile/3BF0C3EA-7BFB-4CC9-A955-3712D850CFA4
16,0,16,CHN,TIAN Houwei,12903,43720,11,https://bwf.tournamentsoftware.com/player-profile/E54FDF41-B758-4F2E-BF62-1A287B1093F6
17,0,17,JPN,Sho SASAKI,50905,43700,15,https://bwf.tournamentsoftware.com/player-profile/21E15CFC-B686-44B7-BD61-324605C679AA
18,0,18,IND,KIDAMBI Srikanth,93627,43380,13,https://bwf.tournamentsoftware.com/player-profile/A9509AF9-8009-48A4-A4E2-486F125004C5
19,0,19,INA,Dionysius Hayom RUMBAKA,66990,43349,15,https://bwf.tournamentsoftware.com/player-profile/A231A11E-1ED5-46F2-AA97-7AD6E5E0C347
20,0,20,INA,Sony Dwi KUNCORO,50427,43120,10,https://bwf.tournamentsoftware.com/player-profile/5D5CBB33-58AF-4572-90B0-A081781698D4
21,0,21,IND,PARUPALLI Kashyap,53944,43112,15,https://bwf.tournamentsoftware.com/player-profile/0DE63AAB-7715-46DC-8F3A-845734C2FA54
22,0,22,THA,Tanongsak SAENSOMBOONSUK,54513,41418,17,https://bwf.tournamentsoftware.com/player-profile/07BB032D-0C06-461D-844B-F7018DCCF14F
23,0,23,ENG,Rajiv OUSEPH,51613,40674,16,https://bwf.tournamentsoftware.com/player-profile/331723FE-F589-433C-86C8-687467F176B0
24,0,24,TPE,CHOU Tien Chen,34810,40630,16,https://bwf.tournamentsoftware.com/player-profile/41A01287-FA86-45C1-B980-860FC1C2DEB4
25,0,25,JPN,Takuma UEDA,47181,40265,16,https://bwf.tournamentsoftware.com/player-profile/0944FFB3-2A06-4E10-8F37-6208BD397A58
26,0,26,TPE,HSU Jen Hao,67100,39450,21,https://bwf.tournamentsoftware.com/player-profile/73739E0E-20CC-47AA-A835-3687D4BB6E98
27,0,27,MAS,CHONG Wei Feng,52030,38960,10,https://bwf.tournamentsoftware.com/player-profile/B4C578E6-C57D-4414-B7E5-F5C25E21D9E5
28,0,28,HKG,WEI Nan,53054,37190,16,https://bwf.tournamentsoftware.com/player-profile/D806DD9A-E8B0-4048-9EEA-23C989AE03A6
29,0,29,NED,Eric PANG,10319,36271,18,https://bwf.tournamentsoftware.com/player-profile/806F7F5F-AC8E-4FFE-BBB0-18F351B9075D
30,0,30,IND,GURUSAIDUTT R. M. V.,32722,36020,10,https://bwf.tournamentsoftware.com/player-profile/B0190B7C-900C-45E4-AEFA-632EA75910EF
31,0,31,FRA,Brice LEVERDEZ,52968,35188,17,https://bwf.tournamentsoftware.com/player-profile/00BA89AE-88B8-4575-98CA-815506AC4E8E
32,0,32,KOR,LEE Dong Keun,64933,35136,19,https://bwf.tournamentsoftware.com/player-profile/5A9A3A00-0127-4D24-9E0C-9555ABE22492
33,0,33,IND,Ajay JAYARAM,55351,34880,10,https://bwf.tournamentsoftware.com/player-profile/C4E68A77-F815-443A-B109-F19A91BA687A
34,0,34,INA,Simon SANTOSO,51599,34490,8,https://bwf.tournamentsoftware.com/player-profile/9C5D7BA0-3A42-4DCC-A7F6-1154489631B7
35,0,35,IND,Sourabh VERMA,25925,34400,13,https://bwf.tournamentsoftware.com/player-profile/E5384E08-D2A5-4913-A8C8-A04DE72085AB
36,0,36,RUS,Vladimir IVANOV,53924,33840,12,https://bwf.tournamentsoftware.com/player-profile/01F92222-86C1-4C20-AA4F-BEF46B1B5E37
37,0,37,CHN,Yuekun CHEN,42369,33650,10,https://bwf.tournamentsoftware.com/player-profile/320D2A63-92EE-4923-B7AC-06871618D196
38,0,38,CHN,XUE Song,78769,33020,10,https://bwf.tournamentsoftware.com/player-profile/AC9B996C-5051-4E1C-8B49-89BFBA94C1F2
39,0,39,HKG,WONG Wing Ki Vincent,55280,32796,12,https://bwf.tournamentsoftware.com/player-profile/D27868EC-90CD-4D18-81E0-7C80BAD3CFAF
40,0,40,SWE,Henri HURSKAINEN,52325,32510,16,https://bwf.tournamentsoftware.com/player-profile/4936E803-3FC7-4B24-9CD8-54BE4B6C2B9E
