rank,rank_change,prev_rank,country,player,member_id,points,tournaments,profile_link
1,0,1,CHN,LIN Dan,50906,93313,15,https://bwf.tournamentsoftware.com/player-profile/296B69A5-3C25-4E3D-964E-DDFA46A1333A
2,0,2,MAS,LEE Chong Wei,50152,91899,15,https://bwf.tournamentsoftware.com/player-profile/2E62073C-AD95-40BE-8364-0A2EC054A4AC
3,0,3,CHN,CHEN Long,75787,85610,17,https://bwf.tournamentsoftware.com/player-profile/8F42FC23-89C1-40CF-8F20-8519DE2BE4EF
4,0,4,CHN,CHEN Jin,51592,69493,20,https://bwf.tournamentsoftware.com/player-profile/36060B60-5413-4DE7-A2D5-FDBAE446908E
5,0,5,DEN,Peter Hoeg GADE,6926,62882,16,https://bwf.tournamentsoftware.com/player-profile/D5745F12-D4EC-4638-B380-0E7EB18419F8
6,0,6,INA,Simon SANTOSO,51599,61543,18,https://bwf.tournamentsoftware.com/player-profile/9C5D7BA0-3A42-4DCC-A7F6-1154489631B7
7,0,7,JPN,Sho SASAKI,50905,60400,18,https://bwf.tournamentsoftware.com/player-profile/21E15CFC-B686-44B7-BD61-324605C679AA
8,0,8,KOR,LEE Hyun Il,11704,59913,17,https://bwf.tournamentsoftware.com/player-profile/0800FC8B-CBAB-4AC1-B6C7-F3D419906440
9,0,9,JPN,Kenichi TAGO,63707,58610,16,https://bwf.tournamentsoftware.com/player-profile/A351C07C-62BC-4300-875D-7DE62E771AAD
10,0,10,CHN,DU Pengyu,55380,55436,16,https://bwf.tournamentsoftware.com/player-profile/C07A72AE-0687-40A1-86D2-5613BBB1462F
11,0,11,DEN,Jan O JORGENSEN,54431,52482,16,https://bwf.tournamentsoftware.com/player-profile/7D1E14D8-1B2E-48E1-B6A4-3973D713C3EF
12,0,12,INA,Taufik HIDAYAT,10337,51880,20,https://bwf.tournamentsoftware.com/player-profile/08A4099B-DF05-4295-A672-0711C6B69C34
13,0,13,KOR,SON Wanho,54346,51406,21,https://bwf.tournamentsoftware.com/player-profile/CB6FBD50-283A-4AA2-A5CE-5FE0778BC1E3
14,0,14,VIE,Tien Minh NGUYEN,14107,49794,16,https://bwf.tournamentsoftware.com/player-profile/26791000-C115-4F98-A3F7-EC3A12D28386
15,0,15,DEN,Hans-Kristian Solberg VITTINGHUS,53753,47883,18,https://bwf.tournamentsoftware.com/player-profile/4C55FDF0-BC29-4F2E-BD6D-36D7BE4BA4E2
16,0,16,CHN,WANG Zhengming,23736,47452,17,https://bwf.tournamentsoftware.com/player-profile/5347291B-7325-4866-AC14-CEE94178DE93
17,1,18,GER,Marc ZWIEBLER,50858,45418,15,https://bwf.tournamentsoftware.com/player-profile/39E76D72-B750-49D1-864B-18FE1B2B3367
18,1,19,INA,Dionysius Hayom RUMBAKA,66990,44172,18,https://bwf.tournamentsoftware.com/player-profile/A231A11E-1ED5-46F2-AA97-7AD6E5E0C347
19,1,20,IND,PARUPALLI Kashyap,53944,43787,20,https://bwf.tournamentsoftware.com/player-profile/0DE63AAB-7715-46DC-8F3A-845734C2FA54
20,-3,17,INA,Tommy SUGIARTO,14587,42190,22,https://bwf.tournamentsoftware.com/player-profile/755488DF-BE39-49C8-ABA0-38BF8ADDA058
21,0,21,HKG,HU Yun,14869,41476,16,https://bwf.tournamentsoftware.com/player-profile/37B8D414-634F-4C3F-93AC-91C7399EF113
22,0,22,HKG,WONG Wing Ki Vincent,55280,41217,20,https://bwf.tournamentsoftware.com/player-profile/D27868EC-90CD-4D18-81E0-7C80BAD3CFAF
23,1,24,ENG,Rajiv OUSEPH,51613,38950,17,https://bwf.tournamentsoftware.com/player-profile/331723FE-F589-433C-86C8-687467F176B0
24,-1,23,DEN,Viktor AXELSEN,25831,38432,14,https://bwf.tournamentsoftware.com/player-profile/3BF0C3EA-7BFB-4CC9-A955-3712D850CFA4
25,1,26,THA,Boonsak PONSANA,11959,37527,15,https://bwf.tournamentsoftware.com/player-profile/0CA686F7-D694-4C53-A2E1-08950598A827
26,1,27,INA,Alamsyah YUNUS,14553,37110,11,https://bwf.tournamentsoftware.com/player-profile/21216C98-356B-4D7A-9C04-9CC3D970844B
27,1,28,MAS,LIEW Daren,52864,36087,18,https://bwf.tournamentsoftware.com/player-profile/76C0DB76-3230-4FA0-9036-99E71183E73C
28,1,29,JPN,Takuma UEDA,47181,35984,13,https://bwf.tournamentsoftware.com/player-profile/0944FFB3-2A06-4E10-8F37-6208BD397A58
29,3,32,IND,Ajay JAYARAM,55351,35402,19,https://bwf.tournamentsoftware.com/player-profile/C4E68A77-F815-443A-B109-F19A91BA687A
30,0,30,TPE,HSU Jen Hao,67100,35395,22,https://bwf.tournamentsoftware.com/player-profile/73739E0E-20CC-47AA-A835-3687D4BB6E98
31,3,34,RUS,Vladimir IVANOV,53924,34590,21,https://bwf.tournamentsoftware.com/player-profile/01F92222-86C1-4C20-AA4F-BEF46B1B5E37
32,3,35,POL,Przemyslaw WACHA,8396,34383,19,https://bwf.tournamentsoftware.com/player-profile/10397B31-1500-49A3-8A5E-C32F5BB8926C
33,-8,25,INA,Sony Dwi KUNCORO,50427,33870,13,https://bwf.tournamentsoftware.com/player-profile/5D5CBB33-58AF-4572-90B0-A081781698D4
34,-3,31,MAS,Muhammad Hafiz HASHIM,12370,32813,13,https://bwf.tournamentsoftware.com/player-profile/D5A36BB6-EDE4-4A73-95EB-EC93BC35A0F7
35,-2,33,MAS,CHONG Wei Feng,52030,32790,16,https://bwf.tournamentsoftware.com/player-profile/B4C578E6-C57D-4414-B7E5-F5C25E21D9E5
36,0,36,ESP,Pablo ABIAN,14251,32785,19,https://bwf.tournamentsoftware.com/player-profile/638FB7FF-AEC5-45EA-A2C2-0DBD6DA58BAB
37,1,38,JPN,Kazushi YAMADA,54025,32225,13,https://bwf.tournamentsoftware.com/player-profile/28F9B982-A224-448B-8FCF-81D4B0DAB7D1
38,1,39,TPE,CHOU Tien Chen,34810,31877,18,https://bwf.tournamentsoftware.com/player-profile/41A01287-FA86-45C1-B980-860FC1C2DEB4
39,1,40,IND,Sourabh VERMA,25925,31743,17,https://bwf.tournamentsoftware.com/player-profile/E5384E08-D2A5-4913-A8C8-A04DE72085AB
40,1,41,MAS,Chun Seang TAN,52867,31670,13,https://bwf.tournamentsoftware.com/player-profile/F31FE74C-C00C-4A50-84DE-A9A621B94DF2
41,1,42,SRI,Niluka KARUNARATNE,14004,31468,17,https://bwf.tournamentsoftware.com/player-profile/FA13F491-EAC9-4457-BC26-B09E97E073A5
42,2,44,FIN,Ville LANG,15453,30860,18,https://bwf.tournamentsoftware.com/player-profile/DF71F833-E503-4FE9-A991-D2128441CDB0
43,0,43,TPE,HSUEH Hsuan Yi,52983,30478,19,https://bwf.tournamentsoftware.com/player-profile/09B6282C-ED80-4A31-98E1-7609ED206FE9
44,-7,37,FRA,Brice LEVERDEZ,52968,30473,19,https://bwf.tournamentsoftware.com/player-profile/00BA89AE-88B8-4575-98CA-815506AC4E8E
45,1,46,GUA,Kevin CORDON,54897,30270,14,https://bwf.tournamentsoftware.com/player-profile/B8ECFF4D-C7A9-4778-AE13-900E7F626638
46,1,47,SWE,Henri HURSKAINEN,52325,29709,23,https://bwf.tournamentsoftware.com/player-profile/4936E803-3FC7-4B24-9CD8-54BE4B6C2B9E
47,1,48,UKR,Dmytro ZAVADSKY,54439,28381,22,https://bwf.tournamentsoftware.com/player-profile/3106A0A1-9AE6-45B7-A806-F93F8B218455
48,1,49,HKG,CHAN Yan Kit,51306,28296,15,https://bwf.tournamentsoftware.com/player-profile/E0BC1E13-F583-4188-A186-3B542310627A
49,1,50,MAS,Mohamad Arif Ab Latif ARIF,53131,27540,17,https://bwf.tournamentsoftware.com/player-profile/8FF01D45-3FFA-46D9-B66C-EBDD1386625F
50,1,51,NED,Eric PANG,10319,27370,18,https://bwf.tournamentsoftware.com/player-profile/806F7F5F-AC8E-4FFE-BBB0-18F351B9075D
51,1,52,INA,Andre Kurniawan TEDJONO,52738,27340,14,https://bwf.tournamentsoftware.com/player-profile/5DE786C5-A694-4C59-92D3-94CDCF444A4B
52,1,53,POR,Pedro MARTINS,57034,26735,16,https://bwf.tournamentsoftware.com/player-profile/98E873C5-4182-4223-BB92-D4A8E7459A9D
53,1,54,BEL,Yuhan TAN,51690,26674,20,https://bwf.tournamentsoftware.com/player-profile/0AB7EB15-13AF-43A4-B502-DCD2B58DE81C
54,1,55,IND,Anand PAWAR,51598,26293,20,https://bwf.tournamentsoftware.com/player-profile/330FEE24-5AD8-4A42-B167-0BBE4627E4D8
55,1,56,IND,GURUSAIDUTT R. M. V.,32722,26200,17,https://bwf.tournamentsoftware.com/player-profile/B0190B7C-900C-45E4-AEFA-632EA75910EF
56,-11,45,THA,Tanongsak SAENSOMBOONSUK,54513,25241,17,https://bwf.tournamentsoftware.com/player-profile/07BB032D-0C06-461D-844B-F7018DCCF14F
57,1,58,AUT,Michael LAHNSTEINER,15031,25221,21,https://bwf.tournamentsoftware.com/player-profile/8F0BD156-3635-4B56-91AC-9ED688315C28
58,1,59,THA,Suppanyu AVIHINGSANON,46874,25056,18,https://bwf.tournamentsoftware.com/player-profile/7E30B761-859A-4C6A-BC30-651FFD4A7664
