rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,MAS,LEE Chong Wei,0,509 - 109,"$1,359,295.00","95,673 / 12",https://bwfbadminton.com/player/50152/lee-chong-wei,50152
2,CHN,CHEN Long,0,198 - 51,"$756,812.50","84,985 / 12",https://bwfbadminton.com/player/75787/chen-long,75787
3,CHN,DU Pengyu,0,125 - 62,"$191,797.50","62,720 / 13",https://bwfbadminton.com/player/55380/du-pengyu,55380
4,JPN,Kenichi TAGO,0,159 - 90,"$186,225.50","62,645 / 15",https://bwfbadminton.com/player/63707/kenichi-tago,63707
5,INA,Tommy SUGIARTO,+2,208 - 102,"$165,551.00","60,388 / 18",https://bwfbadminton.com/player/14587/tommy-sugiarto,14587
6,VIE,Tien Minh NGUYEN,0,280 - 110,"$175,443.00","58,897 / 15",https://bwfbadminton.com/player/14107/tien-minh-nguyen,14107
7,DEN,Jan O JORGENSEN,-2,240 - 145,"$287,922.00","58,128 / 15",https://bwfbadminton.com/player/54431/jan-o-jorgensen,54431
8,THA,Boonsak PONSANA,0,322 - 196,"$211,527.50","56,828 / 20",https://bwfbadminton.com/player/11959/boonsak-ponsana,11959
9,CHN,WANG Zhengming,0,102 - 48,"$172,797.50","53,530 / 14",https://bwfbadminton.com/player/23736/wang-zhengming,23736
10,HKG,HU Yun,+1,133 - 93,"$131,992.50","50,139 / 18",https://bwfbadminton.com/player/14869/hu-yun,14869
11,IND,PARUPALLI Kashyap,+2,160 - 119,"$100,662.50","49,772 / 15",https://bwfbadminton.com/player/53944/parupalli-kashyap,53944
12,GER,Marc ZWIEBLER,-2,262 - 132,"$124,343.00","49,714 / 14",https://bwfbadminton.com/player/50858/marc-zwiebler,50858
13,THA,Tanongsak SAENSOMBOONSUK,+6,143 - 110,"$55,925.00","48,778 / 18",https://bwfbadminton.com/player/54513/tanongsak-saensomboonsuk,54513
14,JPN,Takuma UEDA,0,100 - 59,"$53,932.50","47,895 / 18",https://bwfbadminton.com/player/47181/takuma-ueda,47181
15,INA,Sony Dwi KUNCORO,0,256 - 126,"$217,222.50","47,450 / 11",https://bwfbadminton.com/player/50427/sony-dwi-kuncoro,50427
16,MAS,CHONG Wei Feng,+2,139 - 91,"$57,293.50","46,770 / 13",https://bwfbadminton.com/player/52030/chong-wei-feng,52030
17,DEN,Hans-Kristian Solberg VITTINGHUS,0,186 - 102,"$95,261.60","45,642 / 15",https://bwfbadminton.com/player/53753/hans-kristian-solberg-vittinghus,53753
18,HKG,WONG Wing Ki Vincent,-6,116 - 94,"$72,432.50","45,296 / 18",https://bwfbadminton.com/player/55280/wong-wing-ki-vincent,55280
19,DEN,Viktor AXELSEN,+2,128 - 46,"$101,814.50","44,273 / 16",https://bwfbadminton.com/player/25831/viktor-axelsen,25831
20,MAS,LIEW Daren,-4,116 - 96,"$41,849.00","43,230 / 13",https://bwfbadminton.com/player/52864/liew-daren,52864
21,IND,GURUSAIDUTT R. M. V.,+3,107 - 72,"$32,437.50","42,720 / 15",https://bwfbadminton.com/player/32722/gurusaidutt-r-m-v,32722
22,ENG,Rajiv OUSEPH,0,212 - 130,"$63,052.80","42,463 / 19",https://bwfbadminton.com/player/51613/rajiv-ouseph,51613
23,JPN,Sho SASAKI,-3,281 - 169,"$119,830.00","41,220 / 12",https://bwfbadminton.com/player/50905/sho-sasaki,50905
24,CHN,Yuekun CHEN,+5,51 - 30,"$30,340.00","39,950 / 15",https://bwfbadminton.com/player/42369/yuekun-chen,42369
25,TPE,CHOU Tien Chen,-2,105 - 69,"$95,346.00","39,000 / 19",https://bwfbadminton.com/player/34810/chou-tien-chen,34810
26,IND,Ajay JAYARAM,-1,128 - 100,"$42,756.00","38,840 / 17",https://bwfbadminton.com/player/55351/ajay-jayaram,55351
27,JPN,Kento MOMOTA,+1,88 - 33,"$128,806.00","37,120 / 15",https://bwfbadminton.com/player/89785/kento-momota,89785
28,INA,Dionysius Hayom RUMBAKA,-2,136 - 84,"$93,347.50","37,109 / 14",https://bwfbadminton.com/player/66990/dionysius-hayom-rumbaka,66990
29,TPE,HSU Jen Hao,-2,111 - 75,"$49,118.50","36,740 / 18",https://bwfbadminton.com/player/67100/hsu-jen-hao,67100
30,IND,KIDAMBI Srikanth,0,47 - 20,"$130,072.50","35,990 / 11",https://bwfbadminton.com/player/93627/kidambi-srikanth,93627
31,NED,Eric PANG,+1,293 - 189,"$40,596.05","35,758 / 19",https://bwfbadminton.com/player/10319/eric-pang,10319
32,CHN,GAO Huan,-1,52 - 23,"$28,965.00","35,570 / 8",https://bwfbadminton.com/player/93496/gao-huan,93496
33,IND,Anand PAWAR,0,159 - 108,"$24,557.50","33,460 / 15",https://bwfbadminton.com/player/51598/anand-pawar,51598
