rank,rank_change,prev_rank,country,player,member_id,points,tournaments,profile_link
1,0,1,MAS,LEE Chong Wei,50152,81703,9,https://bwf.tournamentsoftware.com/player-profile/2E62073C-AD95-40BE-8364-0A2EC054A4AC
2,0,2,DEN,Viktor AXELSEN,25831,71814,14,https://bwf.tournamentsoftware.com/player-profile/3BF0C3EA-7BFB-4CC9-A955-3712D850CFA4
3,0,3,DEN,Jan O JORGENSEN,54431,69994,12,https://bwf.tournamentsoftware.com/player-profile/7D1E14D8-1B2E-48E1-B6A4-3973D713C3EF
4,0,4,KOR,SON Wanho,54346,68837,17,https://bwf.tournamentsoftware.com/player-profile/CB6FBD50-283A-4AA2-A5CE-5FE0778BC1E3
5,1,6,CHN,SHI Yu Qi,57945,64407,14,https://bwf.tournamentsoftware.com/player-profile/38CBD70E-A643-4170-9E6A-28863412DC7B
6,1,7,TPE,CHOU Tien Chen,34810,62987,19,https://bwf.tournamentsoftware.com/player-profile/41A01287-FA86-45C1-B980-860FC1C2DEB4
7,2,9,CHN,TIAN Houwei,12903,62190,17,https://bwf.tournamentsoftware.com/player-profile/E54FDF41-B758-4F2E-BF62-1A287B1093F6
8,0,8,CHN,LIN Dan,50906,60458,9,https://bwf.tournamentsoftware.com/player-profile/296B69A5-3C25-4E3D-964E-DDFA46A1333A
9,-4,5,CHN,CHEN Long,75787,59054,8,https://bwf.tournamentsoftware.com/player-profile/8F42FC23-89C1-40CF-8F20-8519DE2BE4EF
10,0,10,HKG,NG Ka Long Angus,45171,56777,20,https://bwf.tournamentsoftware.com/player-profile/B701FB3D-0671-4249-8AAA-758FE92E72C5
11,1,12,HKG,WONG Wing Ki Vincent,55280,52982,18,https://bwf.tournamentsoftware.com/player-profile/D27868EC-90CD-4D18-81E0-7C80BAD3CFAF
12,-1,11,THA,Tanongsak SAENSOMBOONSUK,54513,52956,16,https://bwf.tournamentsoftware.com/player-profile/07BB032D-0C06-461D-844B-F7018DCCF14F
13,0,13,IND,Ajay JAYARAM,55351,47847,15,https://bwf.tournamentsoftware.com/player-profile/C4E68A77-F815-443A-B109-F19A91BA687A
14,0,14,HKG,HU Yun,14869,47524,20,https://bwf.tournamentsoftware.com/player-profile/37B8D414-634F-4C3F-93AC-91C7399EF113
15,9,24,CHN,QIAO Bin,78828,46764,14,https://bwf.tournamentsoftware.com/player-profile/3DE4278B-CCA5-41A2-B0EE-65A4AB205FA3
16,-1,15,GER,Marc ZWIEBLER,50858,46745,18,https://bwf.tournamentsoftware.com/player-profile/39E76D72-B750-49D1-864B-18FE1B2B3367
17,-1,16,TPE,WANG Tzu Wei,87375,46574,21,https://bwf.tournamentsoftware.com/player-profile/96F8277F-D90F-4841-BEC9-C6A025C8DA96
18,-1,17,KOR,LEE Hyun Il,11704,46030,9,https://bwf.tournamentsoftware.com/player-profile/0800FC8B-CBAB-4AC1-B6C7-F3D419906440
19,-1,18,INA,Tommy SUGIARTO,14587,45574,12,https://bwf.tournamentsoftware.com/player-profile/755488DF-BE39-49C8-ABA0-38BF8ADDA058
20,-1,19,DEN,Hans-Kristian Solberg VITTINGHUS,53753,45009,14,https://bwf.tournamentsoftware.com/player-profile/4C55FDF0-BC29-4F2E-BD6D-36D7BE4BA4E2
21,-1,20,ENG,Rajiv OUSEPH,51613,44608,12,https://bwf.tournamentsoftware.com/player-profile/331723FE-F589-433C-86C8-687467F176B0
22,-1,21,IND,KIDAMBI Srikanth,93627,44180,10,https://bwf.tournamentsoftware.com/player-profile/A9509AF9-8009-48A4-A4E2-486F125004C5
23,-1,22,IND,SAI PRANEETH B.,42776,43862,15,https://bwf.tournamentsoftware.com/player-profile/1ECFF64F-4692-47BA-A619-BDF6E0ED9C4A
24,-1,23,INA,Anthony Sinisuka GINTING,95661,43609,15,https://bwf.tournamentsoftware.com/player-profile/116CDE79-DCC5-42CD-9EC7-1157B92902EF
25,0,25,DEN,Anders ANTONSEN,91554,42960,15,https://bwf.tournamentsoftware.com/player-profile/473960FD-334B-476F-9821-8ED9398BC1A8
26,2,28,CHN,HUANG Yu Xiang,71261,42230,17,https://bwf.tournamentsoftware.com/player-profile/08924E50-C41F-4E27-95DB-6B7F9086A0CF
27,-1,26,INA,Jonatan CHRISTIE,73442,41998,11,https://bwf.tournamentsoftware.com/player-profile/6A537DB2-42E4-4604-81DF-6D1ECF387DCE
28,-1,27,IND,Sameer VERMA,77003,40682,13,https://bwf.tournamentsoftware.com/player-profile/AA9D1A0B-2529-4B20-8421-7F31183EFA29
29,0,29,IND,PRANNOY H. S.,83950,38095,15,https://bwf.tournamentsoftware.com/player-profile/9906AA55-580B-465A-8782-2251A4912DB9
30,1,31,FRA,Brice LEVERDEZ,52968,38046,20,https://bwf.tournamentsoftware.com/player-profile/00BA89AE-88B8-4575-98CA-815506AC4E8E
31,1,32,MAS,Zulfadli ZULKIFFLI,89511,37600,14,https://bwf.tournamentsoftware.com/player-profile/4CB96652-D91F-4559-8443-6F079336D333
32,5,37,TPE,HSU Jen Hao,67100,36913,26,https://bwf.tournamentsoftware.com/player-profile/73739E0E-20CC-47AA-A835-3687D4BB6E98
33,-3,30,KOR,LEE Dong Keun,64933,36084,10,https://bwf.tournamentsoftware.com/player-profile/5A9A3A00-0127-4D24-9E0C-9555ABE22492
34,0,34,ESP,Pablo ABIAN,14251,35887,18,https://bwf.tournamentsoftware.com/player-profile/638FB7FF-AEC5-45EA-A2C2-0DBD6DA58BAB
35,0,35,HKG,WEI Nan,53054,35818,19,https://bwf.tournamentsoftware.com/player-profile/D806DD9A-E8B0-4048-9EEA-23C989AE03A6
36,-3,33,MAS,Iskandar ZULKARNAIN,31871,35799,12,https://bwf.tournamentsoftware.com/player-profile/F90EC20B-3CC6-4852-B956-B20803149737
37,-1,36,INA,Ihsan Maulana MUSTOFA,74154,35765,15,https://bwf.tournamentsoftware.com/player-profile/4EA760EE-7729-43FF-A727-B1F33F427D77
38,0,38,KOR,JEON Hyeok Jin,65580,35439,13,https://bwf.tournamentsoftware.com/player-profile/FF880BF1-D736-4A93-B2D4-34730B3D6A57
39,0,39,INA,Sony Dwi KUNCORO,50427,35210,13,https://bwf.tournamentsoftware.com/player-profile/5D5CBB33-58AF-4572-90B0-A081781698D4
40,0,40,IND,Sourabh VERMA,25925,34000,13,https://bwf.tournamentsoftware.com/player-profile/E5384E08-D2A5-4913-A8C8-A04DE72085AB
41,0,41,GER,Fabian ROTH,57297,33380,11,https://bwf.tournamentsoftware.com/player-profile/DEA4E911-16AF-4839-8AEB-F69AF1CA5BF8
42,1,43,DEN,Emil HOLST,83122,32446,17,https://bwf.tournamentsoftware.com/player-profile/087CBD45-10F8-4304-82DE-2FB9E67CE48B
43,-1,42,CHN,ZHAO Jun Peng,95930,31740,11,https://bwf.tournamentsoftware.com/player-profile/AC873DD7-89E0-4A52-8E12-1F5A0506E27A
44,0,44,MAS,CHONG Wei Feng,52030,31611,13,https://bwf.tournamentsoftware.com/player-profile/B4C578E6-C57D-4414-B7E5-F5C25E21D9E5
