rank,rank_change,prev_rank,country,player,member_id,points,tournaments,profile_link
1,0,1,JPN,Kento MOMOTA,89785,110118,17,https://bwf.tournamentsoftware.com/player-profile/39EC811A-3BDF-4E29-93E9-CD1F0BD65990
2,0,2,TPE,CHOU Tien Chen,34810,80548,20,https://bwf.tournamentsoftware.com/player-profile/41A01287-FA86-45C1-B980-860FC1C2DEB4
3,0,3,DEN,Anders ANTONSEN,91554,77600,17,https://bwf.tournamentsoftware.com/player-profile/473960FD-334B-476F-9821-8ED9398BC1A8
4,0,4,CHN,CHEN Long,75787,76280,18,https://bwf.tournamentsoftware.com/player-profile/8F42FC23-89C1-40CF-8F20-8519DE2BE4EF
5,0,5,DEN,Viktor AXELSEN,25831,75788,15,https://bwf.tournamentsoftware.com/player-profile/3BF0C3EA-7BFB-4CC9-A955-3712D850CFA4
6,0,6,INA,Jonatan CHRISTIE,73442,73358,19,https://bwf.tournamentsoftware.com/player-profile/6A537DB2-42E4-4604-81DF-6D1ECF387DCE
7,0,7,CHN,SHI Yu Qi,57945,72921,13,https://bwf.tournamentsoftware.com/player-profile/38CBD70E-A643-4170-9E6A-28863412DC7B
8,0,8,INA,Anthony Sinisuka GINTING,95661,67402,20,https://bwf.tournamentsoftware.com/player-profile/116CDE79-DCC5-42CD-9EC7-1157B92902EF
9,0,9,HKG,NG Ka Long Angus,45171,62602,21,https://bwf.tournamentsoftware.com/player-profile/B701FB3D-0671-4249-8AAA-758FE92E72C5
10,4,14,JPN,Kanta TSUNEYAMA,57823,57098,21,https://bwf.tournamentsoftware.com/player-profile/49510451-E273-46C9-B098-A26F9DF2CBB0
11,-1,10,IND,SAI PRANEETH B.,42776,55970,17,https://bwf.tournamentsoftware.com/player-profile/1ECFF64F-4692-47BA-A619-BDF6E0ED9C4A
12,-1,11,IND,KIDAMBI Srikanth,93627,55590,15,https://bwf.tournamentsoftware.com/player-profile/A9509AF9-8009-48A4-A4E2-486F125004C5
13,0,13,THA,Kantaphon WANGCHAROEN,92508,54099,25,https://bwf.tournamentsoftware.com/player-profile/21A8C5FA-2F36-467A-8399-6C2CCFC11E18
14,-2,12,MAS,LEE Zii Jia,81561,52445,20,https://bwf.tournamentsoftware.com/player-profile/21E9EAF0-5C86-416F-A942-C3ECA088ACDC
15,0,15,JPN,Kenta NISHIMOTO,85394,50133,21,https://bwf.tournamentsoftware.com/player-profile/F652F6F8-48D5-4B3A-9A00-5E456A29B7C6
16,0,16,CHN,LIN Dan,50906,49470,21,https://bwf.tournamentsoftware.com/player-profile/296B69A5-3C25-4E3D-964E-DDFA46A1333A
17,0,17,INA,Tommy SUGIARTO,14587,49000,19,https://bwf.tournamentsoftware.com/player-profile/755488DF-BE39-49C8-ABA0-38BF8ADDA058
18,1,19,DEN,Rasmus GEMKE,62855,47881,20,https://bwf.tournamentsoftware.com/player-profile/06E59783-2CDF-4BB5-92F0-7442B76E0481
19,-1,18,CHN,LU Guang Zu,77427,47169,20,https://bwf.tournamentsoftware.com/player-profile/8DB65BF4-2593-4835-8ADF-36F6656B4217
20,1,21,INA,Shesar Hiren RHUSTAVITO,81887,46254,17,https://bwf.tournamentsoftware.com/player-profile/1D99852C-5737-4201-A370-83BB6CE7A2ED
21,3,24,DEN,Jan O JORGENSEN,54431,44980,15,https://bwf.tournamentsoftware.com/player-profile/7D1E14D8-1B2E-48E1-B6A4-3973D713C3EF
22,4,26,TPE,WANG Tzu Wei,87375,44095,26,https://bwf.tournamentsoftware.com/player-profile/96F8277F-D90F-4841-BEC9-C6A025C8DA96
23,2,25,IND,PARUPALLI Kashyap,53944,43790,19,https://bwf.tournamentsoftware.com/player-profile/0DE63AAB-7715-46DC-8F3A-845734C2FA54
24,-1,23,HKG,LEE Cheuk Yiu,94780,43291,22,https://bwf.tournamentsoftware.com/player-profile/185EAD78-1D70-4CF1-99DE-EB9645BFA78D
25,-3,22,THA,Sitthikom THAMMASIN,58963,43257,22,https://bwf.tournamentsoftware.com/player-profile/E117B39B-809E-4008-98E5-60E612C0A410
26,-6,20,IND,Sameer VERMA,77003,43119,19,https://bwf.tournamentsoftware.com/player-profile/AA9D1A0B-2529-4B20-8421-7F31183EFA29
27,0,27,IND,PRANNOY H. S.,83950,40535,16,https://bwf.tournamentsoftware.com/player-profile/9906AA55-580B-465A-8782-2251A4912DB9
28,0,28,CHN,HUANG Yu Xiang,71261,40330,15,https://bwf.tournamentsoftware.com/player-profile/08924E50-C41F-4E27-95DB-6B7F9086A0CF
29,0,29,SGP,LOH Kean Yew,76115,38984,16,https://bwf.tournamentsoftware.com/player-profile/64D7D22C-CE54-4C9A-8EC3-70D9C7CEED71
30,1,31,MAS,LIEW Daren,52864,37670,17,https://bwf.tournamentsoftware.com/player-profile/76C0DB76-3230-4FA0-9036-99E71183E73C
