rank,rank_change,prev_rank,country,player,member_id,points,tournaments,profile_link
1,0,1,MAS,LEE Chong Wei,50152,99147,14,https://bwf.tournamentsoftware.com/player-profile/2E62073C-AD95-40BE-8364-0A2EC054A4AC
2,0,2,CHN,LIN Dan,50906,88646,15,https://bwf.tournamentsoftware.com/player-profile/296B69A5-3C25-4E3D-964E-DDFA46A1333A
3,0,3,CHN,CHEN Long,75787,81690,16,https://bwf.tournamentsoftware.com/player-profile/8F42FC23-89C1-40CF-8F20-8519DE2BE4EF
4,0,4,DEN,Peter Hoeg GADE,6926,75513,14,https://bwf.tournamentsoftware.com/player-profile/D5745F12-D4EC-4638-B380-0E7EB18419F8
5,0,5,CHN,CHEN Jin,51592,67380,17,https://bwf.tournamentsoftware.com/player-profile/36060B60-5413-4DE7-A2D5-FDBAE446908E
6,0,6,JPN,Sho SASAKI,50905,60556,19,https://bwf.tournamentsoftware.com/player-profile/21E15CFC-B686-44B7-BD61-324605C679AA
7,0,7,VIE,Tien Minh NGUYEN,14107,56259,18,https://bwf.tournamentsoftware.com/player-profile/26791000-C115-4F98-A3F7-EC3A12D28386
8,3,11,INA,Simon SANTOSO,51599,53734,14,https://bwf.tournamentsoftware.com/player-profile/9C5D7BA0-3A42-4DCC-A7F6-1154489631B7
9,0,9,INA,Taufik HIDAYAT,10337,52630,15,https://bwf.tournamentsoftware.com/player-profile/08A4099B-DF05-4295-A672-0711C6B69C34
10,-2,8,CHN,DU Pengyu,55380,52540,14,https://bwf.tournamentsoftware.com/player-profile/C07A72AE-0687-40A1-86D2-5613BBB1462F
11,-1,10,KOR,PARK Sung Hwan,51324,49233,13,https://bwf.tournamentsoftware.com/player-profile/086C6D60-AB80-4273-89DB-D0B0DFF661E5
12,5,17,JPN,Kenichi TAGO,63707,48100,14,https://bwf.tournamentsoftware.com/player-profile/A351C07C-62BC-4300-875D-7DE62E771AAD
13,-1,12,CHN,WANG Zhengming,23736,47970,15,https://bwf.tournamentsoftware.com/player-profile/5347291B-7325-4866-AC14-CEE94178DE93
14,0,14,THA,Boonsak PONSANA,11959,47194,16,https://bwf.tournamentsoftware.com/player-profile/0CA686F7-D694-4C53-A2E1-08950598A827
15,0,15,KOR,LEE Hyun Il,11704,46880,17,https://bwf.tournamentsoftware.com/player-profile/0800FC8B-CBAB-4AC1-B6C7-F3D419906440
16,0,16,GER,Marc ZWIEBLER,50858,46501,20,https://bwf.tournamentsoftware.com/player-profile/39E76D72-B750-49D1-864B-18FE1B2B3367
17,1,18,DEN,Jan O JORGENSEN,54431,46174,14,https://bwf.tournamentsoftware.com/player-profile/7D1E14D8-1B2E-48E1-B6A4-3973D713C3EF
18,2,20,DEN,Hans-Kristian Solberg VITTINGHUS,53753,43303,21,https://bwf.tournamentsoftware.com/player-profile/4C55FDF0-BC29-4F2E-BD6D-36D7BE4BA4E2
19,0,19,INA,Tommy SUGIARTO,14587,41840,19,https://bwf.tournamentsoftware.com/player-profile/755488DF-BE39-49C8-ABA0-38BF8ADDA058
20,3,23,HKG,WONG Wing Ki Vincent,55280,39386,22,https://bwf.tournamentsoftware.com/player-profile/D27868EC-90CD-4D18-81E0-7C80BAD3CFAF
21,1,22,ESP,Pablo ABIAN,14251,39170,20,https://bwf.tournamentsoftware.com/player-profile/638FB7FF-AEC5-45EA-A2C2-0DBD6DA58BAB
22,-1,21,KOR,SON Wanho,54346,38620,18,https://bwf.tournamentsoftware.com/player-profile/CB6FBD50-283A-4AA2-A5CE-5FE0778BC1E3
23,2,25,INA,Dionysius Hayom RUMBAKA,66990,36499,15,https://bwf.tournamentsoftware.com/player-profile/A231A11E-1ED5-46F2-AA97-7AD6E5E0C347
24,0,24,HKG,HU Yun,14869,36212,17,https://bwf.tournamentsoftware.com/player-profile/37B8D414-634F-4C3F-93AC-91C7399EF113
25,3,28,GUA,Kevin CORDON,54897,35480,15,https://bwf.tournamentsoftware.com/player-profile/B8ECFF4D-C7A9-4778-AE13-900E7F626638
26,5,31,INA,Alamsyah YUNUS,14553,35190,11,https://bwf.tournamentsoftware.com/player-profile/21216C98-356B-4D7A-9C04-9CC3D970844B
27,-1,26,IND,Ajay JAYARAM,55351,35120,20,https://bwf.tournamentsoftware.com/player-profile/C4E68A77-F815-443A-B109-F19A91BA687A
28,-1,27,JPN,Kazushi YAMADA,54025,35050,19,https://bwf.tournamentsoftware.com/player-profile/28F9B982-A224-448B-8FCF-81D4B0DAB7D1
29,0,29,IND,PARUPALLI Kashyap,53944,34887,17,https://bwf.tournamentsoftware.com/player-profile/0DE63AAB-7715-46DC-8F3A-845734C2FA54
30,-17,13,CHN,BAO Chunlai,51274,34530,8,https://bwf.tournamentsoftware.com/player-profile/F882194D-79B9-487B-9F97-CB9D5777324C
31,2,33,ENG,Rajiv OUSEPH,51613,34359,17,https://bwf.tournamentsoftware.com/player-profile/331723FE-F589-433C-86C8-687467F176B0
32,-2,30,POL,Przemyslaw WACHA,8396,33530,17,https://bwf.tournamentsoftware.com/player-profile/10397B31-1500-49A3-8A5E-C32F5BB8926C
33,-1,32,FRA,Brice LEVERDEZ,52968,32837,24,https://bwf.tournamentsoftware.com/player-profile/00BA89AE-88B8-4575-98CA-815506AC4E8E
34,1,35,TPE,HSUEH Hsuan Yi,52983,31984,20,https://bwf.tournamentsoftware.com/player-profile/09B6282C-ED80-4A31-98E1-7609ED206FE9
