rank,rank_change,prev_rank,country,player,member_id,points,tournaments,profile_link
1,0,1,DEN,Viktor AXELSEN,25831,76200,14,https://bwf.tournamentsoftware.com/player-profile/3BF0C3EA-7BFB-4CC9-A955-3712D850CFA4
2,0,2,KOR,SON Wanho,54346,73388,18,https://bwf.tournamentsoftware.com/player-profile/CB6FBD50-283A-4AA2-A5CE-5FE0778BC1E3
3,0,3,CHN,LIN Dan,50906,68746,11,https://bwf.tournamentsoftware.com/player-profile/296B69A5-3C25-4E3D-964E-DDFA46A1333A
4,0,4,CHN,SHI Yu Qi,57945,67307,15,https://bwf.tournamentsoftware.com/player-profile/38CBD70E-A643-4170-9E6A-28863412DC7B
5,0,5,TPE,CHOU Tien Chen,34810,64681,19,https://bwf.tournamentsoftware.com/player-profile/41A01287-FA86-45C1-B980-860FC1C2DEB4
6,0,6,CHN,CHEN Long,75787,64046,9,https://bwf.tournamentsoftware.com/player-profile/8F42FC23-89C1-40CF-8F20-8519DE2BE4EF
7,0,7,MAS,LEE Chong Wei,50152,61304,9,https://bwf.tournamentsoftware.com/player-profile/2E62073C-AD95-40BE-8364-0A2EC054A4AC
8,0,8,IND,KIDAMBI Srikanth,93627,58583,10,https://bwf.tournamentsoftware.com/player-profile/A9509AF9-8009-48A4-A4E2-486F125004C5
9,0,9,HKG,NG Ka Long Angus,45171,58129,19,https://bwf.tournamentsoftware.com/player-profile/B701FB3D-0671-4249-8AAA-758FE92E72C5
10,0,10,TPE,WANG Tzu Wei,87375,54980,21,https://bwf.tournamentsoftware.com/player-profile/96F8277F-D90F-4841-BEC9-C6A025C8DA96
11,0,11,CHN,TIAN Houwei,12903,54270,15,https://bwf.tournamentsoftware.com/player-profile/E54FDF41-B758-4F2E-BF62-1A287B1093F6
12,0,12,THA,Tanongsak SAENSOMBOONSUK,54513,50560,16,https://bwf.tournamentsoftware.com/player-profile/07BB032D-0C06-461D-844B-F7018DCCF14F
13,0,13,INA,Jonatan CHRISTIE,73442,49507,13,https://bwf.tournamentsoftware.com/player-profile/6A537DB2-42E4-4604-81DF-6D1ECF387DCE
14,0,14,DEN,Anders ANTONSEN,91554,49470,18,https://bwf.tournamentsoftware.com/player-profile/473960FD-334B-476F-9821-8ED9398BC1A8
15,0,15,IND,PRANNOY H. S.,83950,48735,18,https://bwf.tournamentsoftware.com/player-profile/9906AA55-580B-465A-8782-2251A4912DB9
16,0,16,HKG,WONG Wing Ki Vincent,55280,48472,17,https://bwf.tournamentsoftware.com/player-profile/D27868EC-90CD-4D18-81E0-7C80BAD3CFAF
17,0,17,IND,SAI PRANEETH B.,42776,48360,15,https://bwf.tournamentsoftware.com/player-profile/1ECFF64F-4692-47BA-A619-BDF6E0ED9C4A
18,0,18,INA,Anthony Sinisuka GINTING,95661,48298,17,https://bwf.tournamentsoftware.com/player-profile/116CDE79-DCC5-42CD-9EC7-1157B92902EF
19,0,19,IND,Sameer VERMA,77003,46572,14,https://bwf.tournamentsoftware.com/player-profile/AA9D1A0B-2529-4B20-8421-7F31183EFA29
