rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,ESP,Carolina MARIN,0,249 - 76,"$333,056.00","83,680 / 13",https://bwfbadminton.com/player/18228/carolina-marin,18228
2,CHN,LI Xue Rui,0,287 - 59,"$785,160.00","81,014 / 14",https://bwfbadminton.com/player/64643/li-xue-rui,64643
3,THA,Ratchanok INTANON,0,255 - 115,"$438,480.00","76,904 / 19",https://bwfbadminton.com/player/35642/ratchanok-intanon,35642
4,JPN,Nozomi OKUHARA,0,171 - 58,"$250,815.50","74,067 / 17",https://bwfbadminton.com/player/96713/nozomi-okuhara,96713
5,IND,Saina NEHWAL,0,344 - 143,"$681,112.50","70,209 / 13",https://bwfbadminton.com/player/52748/saina-nehwal,52748
6,TPE,TAI Tzu Ying,0,216 - 117,"$364,730.00","69,911 / 17",https://bwfbadminton.com/player/61427/tai-tzu-ying,61427
7,KOR,SUNG Jihyun,0,265 - 131,"$394,440.00","67,696 / 21",https://bwfbadminton.com/player/76594/sung-jihyun,76594
8,IND,PUSARLA V. Sindhu,0,189 - 87,"$141,308.00","63,099 / 19",https://bwfbadminton.com/player/73173/pusarla-v-sindhu,73173
9,CHN,SUN Yu,0,121 - 47,"$157,855.00","61,872 / 18",https://bwfbadminton.com/player/92736/sun-yu,92736
10,JPN,Akane YAMAGUCHI,0,139 - 50,"$127,157.50","61,129 / 20",https://bwfbadminton.com/player/96312/akane-yamaguchi,96312
11,CHN,HE Bing Jiao,0,103 - 25,"$92,870.00","53,851 / 14",https://bwfbadminton.com/player/87434/he-bing-jiao,87434
12,JPN,Sayaka SATO,0,181 - 113,"$89,902.50","49,020 / 20",https://bwfbadminton.com/player/77317/sayaka-sato,77317
13,THA,Porntip BURANAPRASERTSUK,0,198 - 161,"$128,940.00","48,776 / 21",https://bwfbadminton.com/player/54511/porntip-buranaprasertsuk,54511
14,THA,Busanan ONGBAMRUNGPHAN,+2,153 - 92,"$78,320.00","48,294 / 24",https://bwfbadminton.com/player/58271/busanan-ongbamrungphan,58271
15,KOR,BAE Yeon Ju,-1,236 - 146,"$206,202.50","46,962 / 23",https://bwfbadminton.com/player/22455/bae-yeon-ju,22455
16,SCO,Kirsty GILMOUR,-1,181 - 85,"$47,547.50","46,460 / 17",https://bwfbadminton.com/player/48528/kirsty-gilmour,48528
17,JPN,Minatsu MITANI,0,130 - 92,"$100,440.00","44,658 / 19",https://bwfbadminton.com/player/66644/minatsu-mitani,66644
18,THA,Nitchaon JINDAPOL,0,148 - 102,"$76,675.50","42,789 / 21",https://bwfbadminton.com/player/57971/nitchaon-jindapol,57971
19,JPN,Yui HASHIMOTO,0,100 - 58,"$70,939.00","40,029 / 17",https://bwfbadminton.com/player/43256/yui-hashimoto,43256
20,DEN,Line Højmark KJAERSFELDT,0,134 - 87,"$19,041.50","39,441 / 20",https://bwfbadminton.com/player/63437/line-hojmark-kjaersfeldt,63437
21,CAN,Michelle LI,0,223 - 91,"$62,444.50","37,630 / 16",https://bwfbadminton.com/player/84523/michelle-li,84523
22,JPN,Aya OHORI,+13,92 - 47,"$20,505.00","37,236 / 14",https://bwfbadminton.com/player/95189/aya-ohori,95189
23,TPE,PAI Yu Po,-1,96 - 88,"$31,280.00","37,030 / 24",https://bwfbadminton.com/player/99925/pai-yu-po,99925
24,GER,Karin SCHNAASE-BEERMANN,0,237 - 179,"$26,056.55","36,564 / 23",https://bwfbadminton.com/player/51204/karin-schnaase-beermann,51204
25,BUL,Linda ZETCHIRI,0,307 - 192,"$36,927.40","36,002 / 17",https://bwfbadminton.com/player/15105/linda-zetchiri,15105
26,JPN,Ayumi MINE,0,74 - 38,"$13,748.50","35,850 / 10",https://bwfbadminton.com/player/69082/ayumi-mine,69082
27,USA,Beiwen ZHANG,0,161 - 81,"$61,343.62","35,680 / 11",https://bwfbadminton.com/player/53806/beiwen-zhang,53806
28,INA,Maria Febe KUSUMASTUTI,0,146 - 123,"$46,669.00","35,678 / 16",https://bwfbadminton.com/player/66974/maria-febe-kusumastuti,66974
29,MAS,TEE Jing Yi,0,105 - 114,"$25,061.00","34,885 / 16",https://bwfbadminton.com/player/53153/tee-jing-yi,53153
30,CHN,CHEN Yu Fei,-7,68 - 26,"$17,000.00","34,192 / 9",https://bwfbadminton.com/player/78778/chen-yu-fei,78778
31,ESP,Beatriz CORRALES,0,212 - 102,"$30,161.25","34,110 / 17",https://bwfbadminton.com/player/95780/beatriz-corrales,95780
32,TPE,HSU Ya Ching,0,91 - 89,"$31,832.50","33,798 / 24",https://bwfbadminton.com/player/74561/hsu-ya-ching,74561
33,HKG,YIP Pui Yin,0,200 - 197,"$108,610.00","32,821 / 20",https://bwfbadminton.com/player/51649/yip-pui-yin,51649
34,HKG,CHEUNG Ngan Yi,0,80 - 71,"$20,070.00","32,761 / 18",https://bwfbadminton.com/player/87709/cheung-ngan-yi,87709
35,SGP,LIANG Xiaoyu,-5,110 - 75,"$12,710.00","32,260 / 19",https://bwfbadminton.com/player/47646/liang-xiaoyu,47646
36,DEN,Anna Thea MADSEN,0,136 - 58,"$8,167.75","32,184 / 16",https://bwfbadminton.com/player/50331/anna-thea-madsen,50331
37,USA,Iris WANG,+1,123 - 111,"$17,611.75","31,496 / 26",https://bwfbadminton.com/player/57798/iris-wang,57798
38,KOR,KIM Hyo Min,+1,109 - 56,"$19,430.50","31,355 / 11",https://bwfbadminton.com/player/91598/kim-hyo-min,91598
39,INA,Lindaweni FANETRI,+1,108 - 103,"$48,727.50","30,510 / 17",https://bwfbadminton.com/player/96130/lindaweni-fanetri,96130
40,GER,Olga ROJ,-3,221 - 94,"$30,653.00","30,180 / 17",https://bwfbadminton.com/player/15323/olga-roj,15323
41,VIE,Thi Trang (B) VU,0,88 - 70,"$13,682.50","30,140 / 20",https://bwfbadminton.com/player/71455/thi-trang-b-vu,71455
42,DEN,Natalia Koch ROHDE,0,83 - 34,"$6,157.00","29,932 / 14",https://bwfbadminton.com/player/78534/natalia-koch-rohde,78534
43,MAS,GOH Jin Wei,+14,83 - 23,"$11,870.25","29,276 / 10",https://bwfbadminton.com/player/69012/goh-jin-wei,69012
44,TUR,Neslihan YIGIT,-1,182 - 76,"$12,785.00","28,374 / 13",https://bwfbadminton.com/player/87885/neslihan-yigit,87885
