rank,rank_change,prev_rank,country,player,member_id,points,tournaments,profile_link
1,0,1,THA,Ratchanok INTANON,35642,84708,21,https://bwf.tournamentsoftware.com/player-profile/99EA34EF-1515-4CE4-94A2-9A3304DD28A5
2,0,2,ESP,Carolina MARIN,18228,84230,14,https://bwf.tournamentsoftware.com/player-profile/213226C1-39FD-4443-A603-69E07939C39E
3,0,3,CHN,LI Xue Rui,64643,78147,17,https://bwf.tournamentsoftware.com/player-profile/A8B4DEC1-972C-4517-9D80-4FBB300F91ED
4,0,4,JPN,Nozomi OKUHARA,96713,74572,20,https://bwf.tournamentsoftware.com/player-profile/2D28B50A-695D-4CC0-9DAD-633D35E87B4D
5,0,5,CHN,WANG Shixian,83064,73618,16,https://bwf.tournamentsoftware.com/player-profile/2F7CBE3A-CD73-4B1F-9FB0-6C31A46C000B
6,0,6,CHN,WANG Yihan,53938,73518,17,https://bwf.tournamentsoftware.com/player-profile/9B30EE44-28C0-43FF-B4AE-17DADA30D29A
7,0,7,KOR,SUNG Jihyun,76594,71506,25,https://bwf.tournamentsoftware.com/player-profile/18BDE483-5C63-4C57-8D4F-47EEECBEA966
8,0,8,IND,Saina NEHWAL,52748,70442,14,https://bwf.tournamentsoftware.com/player-profile/3E7EEDF9-07F0-474E-A02B-CB598BBE365A
9,0,9,TPE,TAI Tzu Ying,61427,66800,17,https://bwf.tournamentsoftware.com/player-profile/E7478462-B482-44AA-8170-A719B6AE45C9
10,0,10,IND,PUSARLA V. Sindhu,73173,59750,23,https://bwf.tournamentsoftware.com/player-profile/0BF2D10A-66EB-4B90-BB4B-3F70D4ADAD99
11,0,11,JPN,Akane YAMAGUCHI,96312,58305,20,https://bwf.tournamentsoftware.com/player-profile/1A40C2CC-EC5F-46A6-9860-8E67AC09CD3E
12,3,15,CHN,SUN Yu,92736,51192,17,https://bwf.tournamentsoftware.com/player-profile/2795C3EB-DEFB-4CF7-9B24-681239B6CB85
13,0,13,KOR,BAE Yeon Ju,22455,51026,28,https://bwf.tournamentsoftware.com/player-profile/7C473837-E787-4AB7-9221-CC5D88CA82A6
14,0,14,JPN,Sayaka SATO,77317,50083,21,https://bwf.tournamentsoftware.com/player-profile/6C8F6FDE-65A8-4755-B8E3-4501791937C4
15,-3,12,CHN,HE Bing Jiao,87434,48121,11,https://bwf.tournamentsoftware.com/player-profile/4C24F628-477B-4A65-B2E0-67342034035E
16,2,18,THA,Porntip BURANAPRASERTSUK,54511,46976,24,https://bwf.tournamentsoftware.com/player-profile/0E37B63A-1D68-48EB-A948-A1EB8D72B171
17,-1,16,CAN,Michelle LI,84523,46437,19,https://bwf.tournamentsoftware.com/player-profile/133E8A7F-4D1A-4333-AB97-9BACE04294FA
18,-1,17,JPN,Yui HASHIMOTO,43256,46409,20,https://bwf.tournamentsoftware.com/player-profile/150A85EA-A7A3-4D93-BFA6-604B6E83E0CC
19,0,19,JPN,Minatsu MITANI,66644,45438,24,https://bwf.tournamentsoftware.com/player-profile/6FEDE8B0-F788-416C-914D-38E23B4CED8A
20,1,21,THA,Busanan ONGBAMRUNGPHAN,58271,44464,27,https://bwf.tournamentsoftware.com/player-profile/2E8E31B9-0832-43E8-A7CC-A620D9DF8DE0
21,-1,20,SCO,Kirsty GILMOUR,48528,44410,19,https://bwf.tournamentsoftware.com/player-profile/5DDC41B8-6CC4-4FA2-81DD-D9C7393C4107
22,0,22,INA,Lindaweni FANETRI,96130,41270,20,https://bwf.tournamentsoftware.com/player-profile/C30CB5CE-AABC-4C9D-9EE8-0925091B1CBA
23,0,23,INA,Maria Febe KUSUMASTUTI,66974,41031,22,https://bwf.tournamentsoftware.com/player-profile/E453488A-FE78-4321-A9F1-629B5AAB13FE
24,0,24,TPE,PAI Yu Po,99925,40226,26,https://bwf.tournamentsoftware.com/player-profile/D86742D7-05F9-4302-889E-1126E17DE398
25,0,25,THA,Nitchaon JINDAPOL,57971,37150,21,https://bwf.tournamentsoftware.com/player-profile/4E3EB7BA-92FE-49F1-BA2F-309FF38357C7
26,0,26,GER,Karin SCHNAASE-BEERMANN,51204,36694,30,https://bwf.tournamentsoftware.com/player-profile/82766CE3-9237-40E2-A155-AD5D00C8DBBF
27,0,27,DEN,Line Højmark KJAERSFELDT,63437,35499,17,https://bwf.tournamentsoftware.com/player-profile/9E63BADD-7736-4CFF-89E8-8B21A88B2E7B
28,0,28,TPE,HSU Ya Ching,74561,35082,26,https://bwf.tournamentsoftware.com/player-profile/4B25A917-38F2-4F2A-8C47-D6ED37E9E0C5
29,0,29,MAS,TEE Jing Yi,53153,35030,20,https://bwf.tournamentsoftware.com/player-profile/2063F0FA-4A6E-4383-8B51-690AB221EA33
30,0,30,JPN,Sayaka TAKAHASHI,34890,34770,9,https://bwf.tournamentsoftware.com/player-profile/7AB4EC1B-2FFD-4610-8090-5C63F5AF24D2
31,0,31,GER,Olga ROJ,15323,33780,18,https://bwf.tournamentsoftware.com/player-profile/5292AF26-8578-4016-98BC-F94E415870C9
32,3,35,JPN,Kaori IMABEPPU,53392,33560,13,https://bwf.tournamentsoftware.com/player-profile/F8B3AC9E-910D-412F-B542-153C4D27C196
