rank,rank_change,prev_rank,country,player,member_id,points,tournaments,profile_link
1,0,1,TPE,TAI Tzu Ying,61427,85917,11,https://bwf.tournamentsoftware.com/player-profile/E7478462-B482-44AA-8170-A719B6AE45C9
2,0,2,JPN,Akane YAMAGUCHI,96312,83403,13,https://bwf.tournamentsoftware.com/player-profile/1A40C2CC-EC5F-46A6-9860-8E67AC09CD3E
3,0,3,IND,PUSARLA V. Sindhu,73173,78824,13,https://bwf.tournamentsoftware.com/player-profile/0BF2D10A-66EB-4B90-BB4B-3F70D4ADAD99
4,0,4,THA,Ratchanok INTANON,35642,74647,14,https://bwf.tournamentsoftware.com/player-profile/99EA34EF-1515-4CE4-94A2-9A3304DD28A5
5,0,5,CHN,CHEN Yu Fei,78778,69729,14,https://bwf.tournamentsoftware.com/player-profile/5C227C4B-0D18-4C14-90CB-6CD5D3ABA9A8
6,0,6,ESP,Carolina MARIN,18228,64816,12,https://bwf.tournamentsoftware.com/player-profile/213226C1-39FD-4443-A603-69E07939C39E
7,0,7,CHN,HE Bing Jiao,87434,59599,14,https://bwf.tournamentsoftware.com/player-profile/4C24F628-477B-4A65-B2E0-67342034035E
8,0,8,JPN,Nozomi OKUHARA,96713,54847,10,https://bwf.tournamentsoftware.com/player-profile/2D28B50A-695D-4CC0-9DAD-633D35E87B4D
9,0,9,KOR,SUNG Jihyun,76594,54673,16,https://bwf.tournamentsoftware.com/player-profile/18BDE483-5C63-4C57-8D4F-47EEECBEA966
10,0,10,IND,Saina NEHWAL,52748,54474,11,https://bwf.tournamentsoftware.com/player-profile/3E7EEDF9-07F0-474E-A02B-CB598BBE365A
11,0,11,THA,Nitchaon JINDAPOL,57971,49462,15,https://bwf.tournamentsoftware.com/player-profile/4E3EB7BA-92FE-49F1-BA2F-309FF38357C7
12,0,12,USA,Beiwen ZHANG,53806,47690,13,https://bwf.tournamentsoftware.com/player-profile/CDD166DD-3FA5-41E9-BEC8-AE7134F1DFC6
13,0,13,CAN,Michelle LI,84523,46001,20,https://bwf.tournamentsoftware.com/player-profile/133E8A7F-4D1A-4333-AB97-9BACE04294FA
14,2,16,JPN,Sayaka TAKAHASHI,34890,43086,9,https://bwf.tournamentsoftware.com/player-profile/7AB4EC1B-2FFD-4610-8090-5C63F5AF24D2
15,0,15,DEN,Mia BLICHFELDT,91224,42662,17,https://bwf.tournamentsoftware.com/player-profile/A55CAA52-4052-41E9-8F7C-E5385103DC73
16,-2,14,JPN,Aya OHORI,95189,41876,12,https://bwf.tournamentsoftware.com/player-profile/5829046A-E2C5-4DAB-9DEF-4DF806988861
