rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,TPE,TAI Tzu Ying,+2,230 - 120,"$406,880.00","78,651 / 17",https://bwfbadminton.com/player/61427/tai-tzu-ying,61427
2,ESP,Carolina MARIN,-1,257 - 79,"$347,406.00","77,750 / 12",https://bwfbadminton.com/player/18228/carolina-marin,18228
3,THA,Ratchanok INTANON,-1,255 - 116,"$440,580.00","73,904 / 16",https://bwfbadminton.com/player/35642/ratchanok-intanon,35642
4,JPN,Nozomi OKUHARA,0,173 - 60,"$255,015.50","70,447 / 14",https://bwfbadminton.com/player/96713/nozomi-okuhara,96713
5,KOR,SUNG Jihyun,0,273 - 135,"$435,940.00","69,076 / 20",https://bwfbadminton.com/player/76594/sung-jihyun,76594
6,CHN,SUN Yu,0,130 - 50,"$193,005.00","68,992 / 17",https://bwfbadminton.com/player/92736/sun-yu,92736
7,IND,PUSARLA V. Sindhu,+2,200 - 90,"$197,308.00","68,699 / 19",https://bwfbadminton.com/player/73173/pusarla-v-sindhu,73173
8,CHN,LI Xue Rui,-1,287 - 59,"$785,160.00","67,654 / 10",https://bwfbadminton.com/player/64643/li-xue-rui,64643
9,JPN,Akane YAMAGUCHI,-1,150 - 53,"$230,657.50","67,139 / 19",https://bwfbadminton.com/player/96312/akane-yamaguchi,96312
10,IND,Saina NEHWAL,+1,346 - 145,"$681,112.50","65,759 / 12",https://bwfbadminton.com/player/52748/saina-nehwal,52748
11,CHN,HE Bing Jiao,-1,115 - 27,"$130,670.00","64,331 / 18",https://bwfbadminton.com/player/87434/he-bing-jiao,87434
12,THA,Porntip BURANAPRASERTSUK,0,204 - 167,"$136,000.00","49,576 / 22",https://bwfbadminton.com/player/54511/porntip-buranaprasertsuk,54511
13,THA,Busanan ONGBAMRUNGPHAN,0,163 - 98,"$88,870.00","48,904 / 24",https://bwfbadminton.com/player/58271/busanan-ongbamrungphan,58271
14,JPN,Sayaka SATO,0,186 - 117,"$99,702.50","47,350 / 21",https://bwfbadminton.com/player/77317/sayaka-sato,77317
15,USA,Beiwen ZHANG,0,172 - 84,"$81,768.62","46,860 / 14",https://bwfbadminton.com/player/53806/beiwen-zhang,53806
