rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,ESP,Carolina MARIN,0,252 - 77,"$333,056.00","80,530 / 12",https://bwfbadminton.com/player/18228/carolina-marin,18228
2,THA,Ratchanok INTANON,0,255 - 115,"$438,480.00","75,524 / 18",https://bwfbadminton.com/player/35642/ratchanok-intanon,35642
3,JPN,Nozomi OKUHARA,0,173 - 59,"$250,815.50","75,077 / 16",https://bwfbadminton.com/player/96713/nozomi-okuhara,96713
4,CHN,LI Xue Rui,0,287 - 59,"$785,160.00","74,334 / 12",https://bwfbadminton.com/player/64643/li-xue-rui,64643
5,TPE,TAI Tzu Ying,0,220 - 118,"$364,730.00","72,841 / 17",https://bwfbadminton.com/player/61427/tai-tzu-ying,61427
6,IND,Saina NEHWAL,0,344 - 143,"$681,112.50","70,069 / 11",https://bwfbadminton.com/player/52748/saina-nehwal,52748
7,JPN,Akane YAMAGUCHI,0,144 - 50,"$127,157.50","67,949 / 20",https://bwfbadminton.com/player/96312/akane-yamaguchi,96312
8,KOR,SUNG Jihyun,0,267 - 132,"$394,440.00","67,426 / 21",https://bwfbadminton.com/player/76594/sung-jihyun,76594
9,CHN,SUN Yu,0,123 - 48,"$157,855.00","65,592 / 18",https://bwfbadminton.com/player/92736/sun-yu,92736
10,CHN,HE Bing Jiao,+1,103 - 26,"$92,870.00","59,451 / 16",https://bwfbadminton.com/player/87434/he-bing-jiao,87434
11,IND,PUSARLA V. Sindhu,-1,190 - 88,"$141,308.00","58,069 / 19",https://bwfbadminton.com/player/73173/pusarla-v-sindhu,73173
12,JPN,Sayaka SATO,0,183 - 114,"$89,902.50","51,470 / 21",https://bwfbadminton.com/player/77317/sayaka-sato,77317
13,THA,Busanan ONGBAMRUNGPHAN,+1,158 - 94,"$78,320.00","49,954 / 24",https://bwfbadminton.com/player/58271/busanan-ongbamrungphan,58271
14,THA,Porntip BURANAPRASERTSUK,-1,200 - 163,"$128,940.00","49,246 / 21",https://bwfbadminton.com/player/54511/porntip-buranaprasertsuk,54511
15,KOR,BAE Yeon Ju,0,236 - 146,"$206,202.50","46,962 / 21",https://bwfbadminton.com/player/22455/bae-yeon-ju,22455
16,USA,Beiwen ZHANG,+3,167 - 82,"$61,343.62","45,260 / 14",https://bwfbadminton.com/player/53806/beiwen-zhang,53806
17,SCO,Kirsty GILMOUR,-1,181 - 85,"$47,547.50","43,020 / 14",https://bwfbadminton.com/player/48528/kirsty-gilmour,48528
18,JPN,Minatsu MITANI,-1,131 - 93,"$100,440.00","42,928 / 19",https://bwfbadminton.com/player/66644/minatsu-mitani,66644
19,THA,Nitchaon JINDAPOL,-1,151 - 104,"$76,675.50","41,989 / 19",https://bwfbadminton.com/player/57971/nitchaon-jindapol,57971
20,JPN,Ayumi MINE,0,79 - 38,"$13,748.50","40,060 / 10",https://bwfbadminton.com/player/69082/ayumi-mine,69082
21,JPN,Yui HASHIMOTO,0,101 - 59,"$70,939.00","38,429 / 15",https://bwfbadminton.com/player/43256/yui-hashimoto,43256
22,JPN,Aya OHORI,0,97 - 47,"$20,505.00","37,236 / 14",https://bwfbadminton.com/player/95189/aya-ohori,95189
23,ESP,Beatriz CORRALES,+3,215 - 103,"$30,161.25","37,140 / 17",https://bwfbadminton.com/player/95780/beatriz-corrales,95780
24,TPE,PAI Yu Po,-1,96 - 89,"$31,280.00","37,030 / 23",https://bwfbadminton.com/player/99925/pai-yu-po,99925
25,DEN,Line Højmark KJAERSFELDT,-1,134 - 88,"$19,041.50","36,651 / 19",https://bwfbadminton.com/player/63437/line-hojmark-kjaersfeldt,63437
26,HKG,CHEUNG Ngan Yi,-1,83 - 72,"$20,070.00","36,141 / 18",https://bwfbadminton.com/player/87709/cheung-ngan-yi,87709
27,BUL,Linda ZETCHIRI,+1,307 - 193,"$36,927.40","35,632 / 17",https://bwfbadminton.com/player/15105/linda-zetchiri,15105
28,TPE,HSU Ya Ching,+2,95 - 91,"$31,832.50","35,568 / 24",https://bwfbadminton.com/player/74561/hsu-ya-ching,74561
29,GER,Karin SCHNAASE-BEERMANN,+2,237 - 179,"$26,056.55","34,544 / 20",https://bwfbadminton.com/player/51204/karin-schnaase-beermann,51204
30,MAS,TEE Jing Yi,-1,109 - 116,"$25,061.00","34,315 / 16",https://bwfbadminton.com/player/53153/tee-jing-yi,53153
31,CHN,CHEN Yu Fei,+1,68 - 26,"$17,000.00","34,192 / 9",https://bwfbadminton.com/player/78778/chen-yu-fei,78778
32,CAN,Michelle LI,+1,223 - 91,"$62,444.50","33,800 / 14",https://bwfbadminton.com/player/84523/michelle-li,84523
33,SGP,LIANG Xiaoyu,+1,115 - 78,"$12,710.00","33,520 / 20",https://bwfbadminton.com/player/47646/liang-xiaoyu,47646
34,INA,Maria Febe KUSUMASTUTI,-7,146 - 123,"$46,669.00","32,858 / 14",https://bwfbadminton.com/player/66974/maria-febe-kusumastuti,66974
35,HKG,YIP Pui Yin,0,200 - 198,"$108,610.00","32,821 / 20",https://bwfbadminton.com/player/51649/yip-pui-yin,51649
36,USA,Iris WANG,0,123 - 111,"$17,611.75","31,126 / 22",https://bwfbadminton.com/player/57798/iris-wang,57798
37,DEN,Natalia Koch ROHDE,0,85 - 36,"$6,157.00","30,732 / 15",https://bwfbadminton.com/player/78534/natalia-koch-rohde,78534
38,MAS,GOH Jin Wei,0,86 - 25,"$11,870.25","30,566 / 11",https://bwfbadminton.com/player/69012/goh-jin-wei,69012
39,DEN,Anna Thea MADSEN,0,136 - 58,"$8,167.75","30,454 / 13",https://bwfbadminton.com/player/50331/anna-thea-madsen,50331
40,INA,Lindaweni FANETRI,0,108 - 103,"$48,727.50","30,070 / 15",https://bwfbadminton.com/player/96130/lindaweni-fanetri,96130
41,KOR,KIM Hyo Min,0,109 - 57,"$19,430.50","29,885 / 12",https://bwfbadminton.com/player/91598/kim-hyo-min,91598
42,GER,Olga ROJ,0,222 - 95,"$30,653.00","29,000 / 17",https://bwfbadminton.com/player/15323/olga-roj,15323
43,INA,Dinar Dyah AYUSTINE,0,57 - 42,"$6,553.00","28,630 / 13",https://bwfbadminton.com/player/61665/dinar-dyah-ayustine,61665
44,THA,Pornpawee CHOCHUWONG,0,110 - 52,"$10,133.00","28,446 / 9",https://bwfbadminton.com/player/84062/pornpawee-chochuwong,84062
45,VIE,Thi Trang (B) VU,0,88 - 70,"$13,682.50","28,400 / 18",https://bwfbadminton.com/player/71455/thi-trang-b-vu,71455
46,RUS,Natalia PERMINOVA,+1,123 - 114,"$8,450.75","28,170 / 23",https://bwfbadminton.com/player/78605/natalia-perminova,78605
47,INA,Hanna RAMADINI,+1,92 - 54,"$10,537.50","27,461 / 15",https://bwfbadminton.com/player/97207/hanna-ramadini,97207
48,DEN,Mette POULSEN,+2,107 - 65,"$6,126.00","26,987 / 18",https://bwfbadminton.com/player/43761/mette-poulsen,43761
49,TPE,CHIANG Ying Li,+15,53 - 45,"$2,752.50","26,943 / 13",https://bwfbadminton.com/player/27588/chiang-ying-li,27588
50,UKR,Maria ULITINA,+6,144 - 83,"$7,832.00","26,662 / 15",https://bwfbadminton.com/player/76349/maria-ulitina,76349
51,FIN,Airi MIKKELA,0,95 - 86,"$4,800.00","26,650 / 20",https://bwfbadminton.com/player/55770/airi-mikkela,55770
52,ISR,Ksenia POLIKARPOVA,0,111 - 108,"$7,171.25","26,320 / 22",https://bwfbadminton.com/player/67069/ksenia-polikarpova,67069
53,INA,Fitriani FITRIANI,0,54 - 35,"$8,549.75","25,692 / 16",https://bwfbadminton.com/player/96892/fitriani-fitriani,96892
54,IND,GADDE Ruthvika Shivani,0,84 - 33,"$2,963.50","25,314 / 12",https://bwfbadminton.com/player/69619/gadde-ruthvika-shivani,69619
55,MAS,HO Yen Mei,0,75 - 55,"$2,962.50","25,227 / 16",https://bwfbadminton.com/player/87629/ho-yen-mei,87629
56,FIN,Nanna VAINIO,+7,101 - 113,"$3,100.75","24,957 / 21",https://bwfbadminton.com/player/42731/nanna-vainio,42731
57,TUR,Neslihan YIGIT,-8,182 - 76,"$12,785.00","24,954 / 10",https://bwfbadminton.com/player/87885/neslihan-yigit,87885
58,JPN,Kaori IMABEPPU,-12,156 - 101,"$53,594.50","24,730 / 8",https://bwfbadminton.com/player/53392/kaori-imabeppu,53392
59,JPN,Saena KAWAKAMI,-2,55 - 15,"$14,360.00","24,410 / 7",https://bwfbadminton.com/player/61568/saena-kawakami,61568
60,CZE,Kristina GAVNHOLT,-2,210 - 156,"$22,331.00","24,352 / 15",https://bwfbadminton.com/player/51739/kristina-gavnholt,51739
61,FRA,Delphine LANSAC,-2,122 - 64,"$5,178.75","24,311 / 13",https://bwfbadminton.com/player/79056/delphine-lansac,79056
62,EST,Kati TOLMOFF,-2,214 - 125,"$7,056.85","24,132 / 18",https://bwfbadminton.com/player/11914/kati-tolmoff,11914
63,ITA,Jeanine CICOGNINI,-2,203 - 152,"$19,327.50","23,900 / 19",https://bwfbadminton.com/player/51842/jeanine-cicognini,51842
64,IND,Tanvi LAD,-2,56 - 63,"$9,608.00","23,880 / 12",https://bwfbadminton.com/player/66615/tanvi-lad,66615
65,DEN,Mia BLICHFELDT,0,98 - 39,"$3,149.50","23,776 / 17",https://bwfbadminton.com/player/91224/mia-blichfeldt,91224
66,TPE,LEE Chia Hsin,0,69 - 50,"$3,591.50","23,654 / 15",https://bwfbadminton.com/player/76717/lee-chia-hsin,76717
67,IRL,Chloe MAGEE,0,190 - 155,"$15,659.25","22,925 / 16",https://bwfbadminton.com/player/89666/chloe-magee,89666
68,USA,SCHAFER Rong,+3,100 - 64,"$10,732.25","22,780 / 13",https://bwfbadminton.com/player/14621/schafer-rong,14621
69,INA,Ruselli HARTAWAN,+3,71 - 47,"$7,375.00","22,480 / 10",https://bwfbadminton.com/player/81986/ruselli-hartawan,81986
70,KOR,LEE Jang Mi,+3,67 - 31,"$9,640.00","22,137 / 9",https://bwfbadminton.com/player/84992/lee-jang-mi,84992
