rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,TPE,TAI Tzu Ying,0,294 - 128,"$751,855.00","94,839 / 15",https://bwfbadminton.com/player/61427/tai-tzu-ying,61427
2,JPN,Akane YAMAGUCHI,0,220 - 73,"$496,045.00","87,411 / 18",https://bwfbadminton.com/player/96312/akane-yamaguchi,96312
3,IND,PUSARLA V. Sindhu,0,258 - 108,"$403,133.00","78,824 / 18",https://bwfbadminton.com/player/73173/pusarla-v-sindhu,73173
4,THA,Ratchanok INTANON,0,309 - 138,"$630,842.50","75,460 / 20",https://bwfbadminton.com/player/35642/ratchanok-intanon,35642
5,ESP,Carolina MARIN,0,306 - 97,"$448,853.50","73,326 / 16",https://bwfbadminton.com/player/18228/carolina-marin,18228
6,JPN,Nozomi OKUHARA,0,209 - 71,"$355,028.00","71,187 / 14",https://bwfbadminton.com/player/96713/nozomi-okuhara,96713
7,CHN,CHEN Yu Fei,0,128 - 51,"$92,557.50","67,668 / 19",https://bwfbadminton.com/player/78778/chen-yu-fei,78778
8,KOR,SUNG Jihyun,0,325 - 162,"$587,172.50","63,975 / 20",https://bwfbadminton.com/player/76594/sung-jihyun,76594
9,CHN,HE Bing Jiao,0,146 - 51,"$194,557.50","60,979 / 18",https://bwfbadminton.com/player/87434/he-bing-jiao,87434
10,USA,Beiwen ZHANG,0,212 - 103,"$145,138.62","57,200 / 18",https://bwfbadminton.com/player/53806/beiwen-zhang,53806
11,THA,Nitchaon JINDAPOL,0,195 - 127,"$134,370.50","55,563 / 18",https://bwfbadminton.com/player/57971/nitchaon-jindapol,57971
12,IND,Saina NEHWAL,0,378 - 162,"$745,547.50","53,070 / 14",https://bwfbadminton.com/player/52748/saina-nehwal,52748
13,JPN,Sayaka SATO,0,208 - 138,"$198,535.00","52,636 / 18",https://bwfbadminton.com/player/77317/sayaka-sato,77317
14,JPN,Aya OHORI,0,133 - 64,"$70,225.00","49,606 / 16",https://bwfbadminton.com/player/95189/aya-ohori,95189
15,JPN,Saena KAWAKAMI,+3,81 - 26,"$51,137.50","46,320 / 11",https://bwfbadminton.com/player/61568/saena-kawakami,61568
16,KOR,LEE Jang Mi,-1,99 - 50,"$34,935.00","45,834 / 18",https://bwfbadminton.com/player/84992/lee-jang-mi,84992
17,CAN,Michelle LI,-1,258 - 111,"$80,862.00","44,850 / 23",https://bwfbadminton.com/player/84523/michelle-li,84523
18,SCO,Kirsty GILMOUR,-1,214 - 102,"$62,475.50","44,377 / 18",https://bwfbadminton.com/player/48528/kirsty-gilmour,48528
19,JPN,Sayaka TAKAHASHI,0,167 - 71,"$103,642.00","43,070 / 11",https://bwfbadminton.com/player/34890/sayaka-takahashi,34890
20,TPE,PAI Yu Po,0,117 - 109,"$44,440.00","40,670 / 19",https://bwfbadminton.com/player/99925/pai-yu-po,99925
21,CHN,SUN Yu,0,148 - 59,"$237,080.00","40,661 / 7",https://bwfbadminton.com/player/92736/sun-yu,92736
22,THA,Pornpawee CHOCHUWONG,0,148 - 73,"$30,290.50","39,472 / 18",https://bwfbadminton.com/player/84062/pornpawee-chochuwong,84062
23,THA,Busanan ONGBAMRUNGPHAN,+1,183 - 117,"$113,962.50","39,404 / 16",https://bwfbadminton.com/player/58271/busanan-ongbamrungphan,58271
24,CHN,CHEN Xiao Xin,-1,50 - 30,"$35,542.50","38,565 / 13",https://bwfbadminton.com/player/58637/chen-xiao-xin,58637
25,DEN,Mia BLICHFELDT,+9,134 - 64,"$13,851.50","37,980 / 18",https://bwfbadminton.com/player/91224/mia-blichfeldt,91224
26,MAS,GOH Jin Wei,+5,122 - 45,"$28,604.25","37,227 / 13",https://bwfbadminton.com/player/69012/goh-jin-wei,69012
27,TPE,LEE Chia Hsin,-1,88 - 80,"$18,711.50","37,213 / 17",https://bwfbadminton.com/player/76717/lee-chia-hsin,76717
28,KOR,KIM Hyo Min,+4,121 - 75,"$38,738.00","37,040 / 15",https://bwfbadminton.com/player/91598/kim-hyo-min,91598
29,RUS,Evgeniya KOSETSKAYA,-4,137 - 84,"$18,775.50","36,949 / 20",https://bwfbadminton.com/player/92400/evgeniya-kosetskaya,92400
30,MAS,Soniia CHEAH,-3,107 - 67,"$21,281.50","36,909 / 16",https://bwfbadminton.com/player/18143/soniia-cheah,18143
31,HKG,CHEUNG Ngan Yi,-3,96 - 96,"$49,485.00","36,667 / 17",https://bwfbadminton.com/player/87709/cheung-ngan-yi,87709
32,ESP,Beatriz CORRALES,-2,256 - 127,"$42,858.00","35,953 / 18",https://bwfbadminton.com/player/95780/beatriz-corrales,95780
33,CHN,GAO Fang Jie,-4,46 - 20,"$45,780.00","35,558 / 7",https://bwfbadminton.com/player/78116/gao-fang-jie,78116
34,INA,Fitriani FITRIANI,+2,82 - 56,"$22,228.50","34,739 / 14",https://bwfbadminton.com/player/96892/fitriani-fitriani,96892
35,DEN,Line Højmark KJAERSFELDT,-2,160 - 113,"$31,328.75","34,152 / 18",https://bwfbadminton.com/player/63437/line-hojmark-kjaersfeldt,63437
36,HKG,YIP Pui Yin,-1,213 - 222,"$123,925.00","33,155 / 16",https://bwfbadminton.com/player/51649/yip-pui-yin,51649
37,DEN,Natalia Koch ROHDE,0,113 - 58,"$13,453.25","31,219 / 16",https://bwfbadminton.com/player/78534/natalia-koch-rohde,78534
38,JPN,Minatsu MITANI,0,145 - 109,"$129,280.00","30,840 / 11",https://bwfbadminton.com/player/66644/minatsu-mitani,66644
39,INA,Hanna RAMADINI,0,116 - 69,"$18,845.50","30,473 / 12",https://bwfbadminton.com/player/97207/hanna-ramadini,97207
40,TUR,Neslihan YIGIT,0,225 - 89,"$19,589.75","29,484 / 13",https://bwfbadminton.com/player/87885/neslihan-yigit,87885
41,JPN,Natsuki NIDAIRA,0,88 - 28,"$12,315.00","29,170 / 10",https://bwfbadminton.com/player/91896/natsuki-nidaira,91896
42,TPE,CHIANG Ying Li,0,67 - 73,"$13,172.50","29,001 / 17",https://bwfbadminton.com/player/27588/chiang-ying-li,27588
43,BUL,Linda ZETCHIRI,0,327 - 211,"$44,472.90","28,673 / 10",https://bwfbadminton.com/player/15105/linda-zetchiri,15105
44,MAS,LEE Ying Ying,0,107 - 59,"$9,136.70","28,570 / 12",https://bwfbadminton.com/player/64889/lee-ying-ying,64889
45,JPN,Haruko SUZUKI,0,27 - 17,"$8,078.75","28,560 / 11",https://bwfbadminton.com/player/81880/haruko-suzuki,81880
46,CAN,Rachel HONDERICH,0,67 - 43,"$4,052.50","28,447 / 10",https://bwfbadminton.com/player/95664/rachel-honderich,95664
47,TPE,CHEN Su Yu,0,47 - 44,"$5,877.25","27,940 / 12",https://bwfbadminton.com/player/71673/chen-su-yu,71673
48,VIE,Thi Trang (B) VU,0,120 - 86,"$19,194.00","27,832 / 13",https://bwfbadminton.com/player/71455/thi-trang-b-vu,71455
49,INA,Gregoria Mariska TUNJUNG,0,103 - 41,"$15,523.75","27,577 / 12",https://bwfbadminton.com/player/83802/gregoria-mariska-tunjung,83802
50,CAN,Brittney TAM,0,44 - 31,"$1,817.50","27,353 / 12",https://bwfbadminton.com/player/97087/brittney-tam,97087
51,DEN,Mette POULSEN,0,128 - 83,"$16,655.25","27,340 / 14",https://bwfbadminton.com/player/43761/mette-poulsen,43761
52,TPE,SUNG Shuo Yun,0,75 - 67,"$6,340.00","25,887 / 18",https://bwfbadminton.com/player/88807/sung-shuo-yun,88807
53,DEN,Sofie Holmboe DAHL,0,91 - 55,"$6,735.50","25,090 / 16",https://bwfbadminton.com/player/82707/sofie-holmboe-dahl,82707
54,INA,Dinar Dyah AYUSTINE,0,75 - 58,"$14,568.00","24,760 / 9",https://bwfbadminton.com/player/61665/dinar-dyah-ayustine,61665
55,IND,GADDE Ruthvika Shivani,0,103 - 43,"$11,306.50","24,226 / 10",https://bwfbadminton.com/player/69619/gadde-ruthvika-shivani,69619
56,GER,Luise HEIM,0,109 - 76,"$3,317.50","23,406 / 15",https://bwfbadminton.com/player/67857/luise-heim,67857
57,DEN,Julie Dawall JAKOBSEN,0,127 - 44,"$6,568.00","23,026 / 13",https://bwfbadminton.com/player/77002/julie-dawall-jakobsen,77002
58,MAS,HO Yen Mei,0,88 - 69,"$7,445.00","22,360 / 11",https://bwfbadminton.com/player/87629/ho-yen-mei,87629
59,RUS,Natalia PERMINOVA,0,146 - 137,"$11,902.00","22,355 / 16",https://bwfbadminton.com/player/78605/natalia-perminova,78605
60,INA,Lyanny Alessandra MAINAKY,0,27 - 51,"$8,565.00","22,050 / 16",https://bwfbadminton.com/player/64558/lyanny-alessandra-mainaky,64558
61,FRA,Delphine LANSAC,0,145 - 81,"$4,249.40","22,010 / 14",https://bwfbadminton.com/player/79056/delphine-lansac,79056
62,ENG,Chloe BIRCH,0,83 - 74,"$3,012.50","21,981 / 19",https://bwfbadminton.com/player/50715/chloe-birch,50715
63,IND,Sri Krishna Priya KUDARAVALLI,0,29 - 34,"$3,042.25","21,921 / 14",https://bwfbadminton.com/player/88809/sri-krishna-priya-kudaravalli,88809
64,IND,Vaishnavi Reddy JAKKA,0,71 - 27,"$1,690.50","21,860 / 17",https://bwfbadminton.com/player/87723/vaishnavi-reddy-jakka,87723
65,JPN,Shiori SAITO,0,33 - 14,"$5,072.00","21,820 / 11",https://bwfbadminton.com/player/77278/shiori-saito,77278
66,MRI,Kate FOO KUNE,+1,165 - 102,"$6,081.25","21,774 / 18",https://bwfbadminton.com/player/42679/kate-foo-kune,42679
67,BUL,Mariya MITSOVA,-1,122 - 76,"$2,287.50","21,601 / 15",https://bwfbadminton.com/player/57906/mariya-mitsova,57906
68,VIE,Thuy Linh NGUYEN,0,63 - 37,"$3,929.00","21,290 / 10",https://bwfbadminton.com/player/75678/thuy-linh-nguyen,75678
69,USA,Jamie SUBANDHI,0,87 - 87,"$5,128.75","20,538 / 11",https://bwfbadminton.com/player/52771/jamie-subandhi,52771
70,MAS,KISONA Selvaduray,0,45 - 28,"$3,380.00","20,379 / 9",https://bwfbadminton.com/player/92014/kisona-selvaduray,92014
71,INA,Ruselli HARTAWAN,0,88 - 58,"$10,628.75","20,189 / 10",https://bwfbadminton.com/player/81986/ruselli-hartawan,81986
72,ISR,Ksenia POLIKARPOVA,+1,134 - 123,"$12,631.60","20,000 / 10",https://bwfbadminton.com/player/67069/ksenia-polikarpova,67069
73,AUS,Hsuan-Yu Wendy CHEN,+1,50 - 47,"$2,139.25","19,823 / 10",https://bwfbadminton.com/player/40545/hsuan-yu-wendy-chen,40545
74,INA,Yulia Yosephine SUSANTO,+1,50 - 61,"$4,215.00","19,740 / 9",https://bwfbadminton.com/player/67996/yulia-yosephine-susanto,67996
75,UKR,Maria ULITINA,+1,158 - 100,"$10,154.50","19,499 / 11",https://bwfbadminton.com/player/76349/maria-ulitina,76349
76,NED,Soraya DE VISCH EIJBERGEN,+1,131 - 79,"$7,020.00","19,410 / 10",https://bwfbadminton.com/player/93419/soraya-de-visch-eijbergen,93419
77,FRA,QI Xuefei,+1,37 - 7,"$2,342.00","19,120 / 10",https://bwfbadminton.com/player/77256/qi-xuefei,77256
78,SUI,Sabrina JAQUET,+1,196 - 165,"$17,255.95","18,930 / 6",https://bwfbadminton.com/player/54068/sabrina-jaquet,54068
79,ESP,Clara AZURMENDI,+1,146 - 72,"$2,172.75","18,540 / 13",https://bwfbadminton.com/player/74218/clara-azurmendi,74218
