rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,CHN / CHN,"CHEN Qing Chen, JIA Yi Fan",0,122 - 33,"$447,436.25","84,132 / 16","https://bwfbadminton.com/player/94125/chen-qing-chen,https://bwfbadminton.com/player/65144/jia-yi-fan","94125, 65144"
2,JPN / JPN,"Misaki MATSUTOMO, Ayaka TAKAHASHI",0,307 - 113,"$819,105.98","82,930 / 16","https://bwfbadminton.com/player/43851/misaki-matsutomo,https://bwfbadminton.com/player/16981/ayaka-takahashi","43851, 16981"
3,DEN / DEN,"Kamilla Rytter JUHL, Christinna PEDERSEN",0,260 - 103,"$672,219.67","77,348 / 16","https://bwfbadminton.com/player/51436/kamilla-rytter-juhl,https://bwfbadminton.com/player/53759/christinna-pedersen","51436, 53759"
4,JPN / JPN,"Yuki FUKUSHIMA, Sayaka HIROTA",0,100 - 40,"$189,047.73","76,443 / 16","https://bwfbadminton.com/player/71023/yuki-fukushima,https://bwfbadminton.com/player/94519/sayaka-hirota","71023, 94519"
5,JPN / JPN,"Shiho TANAKA, Koharu YONEMOTO",+1,79 - 36,"$222,886.32","69,901 / 15","https://bwfbadminton.com/player/96927/shiho-tanaka,https://bwfbadminton.com/player/26238/koharu-yonemoto","96927, 26238"
6,KOR / KOR,"CHANG Ye Na, LEE Sohee",-1,118 - 43,"$522,298.07","67,249 / 10","https://bwfbadminton.com/player/54361/chang-ye-na,https://bwfbadminton.com/player/91292/lee-sohee","54361, 91292"
7,INA / INA,"Greysia POLII, Apriyani RAHAYU",0,32 - 10,"$332,350.64","64,684 / 13","https://bwfbadminton.com/player/14729/greysia-polii,https://bwfbadminton.com/player/81462/apriyani-rahayu","14729, 81462"
8,KOR / KOR,"LEE Sohee, SHIN Seungchan",0,109 - 54,"$478,550.59","56,619 / 9","https://bwfbadminton.com/player/91292/lee-sohee,https://bwfbadminton.com/player/87473/shin-seungchan","91292, 87473"
9,THA / THA,"Jongkolphan KITITHARAKUL, Rawinda PRAJONGJAI",0,101 - 70,"$108,786.62","54,050 / 16","https://bwfbadminton.com/player/24686/jongkolphan-kititharakul,https://bwfbadminton.com/player/84669/rawinda-prajongjai","24686, 84669"
10,CHN / CHN,"YU Xiao Han, HUANG Ya Qiong",0,48 - 16,"$231,695.00","51,710 / 10","https://bwfbadminton.com/player/62554/yu-xiao-han,https://bwfbadminton.com/player/63168/huang-ya-qiong","62554, 63168"
11,BUL / BUL,"Gabriela STOEVA, Stefani STOEVA",+4,205 - 92,"$101,954.78","46,345 / 16","https://bwfbadminton.com/player/43840/gabriela-stoeva,https://bwfbadminton.com/player/46169/stefani-stoeva","43840, 46169"
12,JPN / JPN,"Mayu MATSUMOTO, Wakana NAGAHARA",+2,55 - 28,"$36,209.98","44,970 / 12","https://bwfbadminton.com/player/81609/mayu-matsumoto,https://bwfbadminton.com/player/77832/wakana-nagahara","81609, 77832"
13,INA / INA,"Anggia Shitta AWANDA, Ni Ketut Mahadewi ISTARANI",0,61 - 35,"$73,287.48","44,764 / 12","https://bwfbadminton.com/player/95620/anggia-shitta-awanda,https://bwfbadminton.com/player/84362/ni-ketut-mahadewi-istarani","95620, 84362"
14,THA / THA,"Chayanit CHALADCHALAM, Phataimas MUENWONG",+2,77 - 50,"$35,568.04","41,389 / 15","https://bwfbadminton.com/player/67168/chayanit-chaladchalam,https://bwfbadminton.com/player/56460/phataimas-muenwong","67168, 56460"
15,KOR / KOR,"JUNG Kyung Eun, SHIN Seungchan",-4,101 - 43,"$486,812.01","40,790 / 9","https://bwfbadminton.com/player/16745/jung-kyung-eun,https://bwfbadminton.com/player/87473/shin-seungchan","16745, 87473"
16,MAS / MAS,"CHOW Mei Kuan, LEE Meng Yean",+2,68 - 56,"$35,054.72","40,621 / 14","https://bwfbadminton.com/player/12411/chow-mei-kuan,https://bwfbadminton.com/player/93215/lee-meng-yean","12411, 93215"
17,INA / INA,"Della Destiara HARIS, Rizki Amelia PRADIPTA",+4,23 - 11,"$118,641.12","40,458 / 9","https://bwfbadminton.com/player/66961/della-destiara-haris,https://bwfbadminton.com/player/91654/rizki-amelia-pradipta","66961, 91654"
18,KOR / KOR,"KIM Hyerin, YOO Chae Ran",+1,26 - 15,"$89,513.09","40,390 / 9","https://bwfbadminton.com/player/57824/kim-hyerin,https://bwfbadminton.com/player/79061/yoo-chae-ran","57824, 79061"
19,KOR / KOR,"CHAE YuJung, KIM Soyeong",+1,45 - 27,"$133,361.83","39,050 / 9","https://bwfbadminton.com/player/93074/chae-yujung,https://bwfbadminton.com/player/55874/kim-soyeong","93074, 55874"
20,JPN / JPN,"Naoko FUKUMAN, Kurumi YONAO",-8,111 - 71,"$147,096.22","38,860 / 8","https://bwfbadminton.com/player/56251/naoko-fukuman,https://bwfbadminton.com/player/56417/kurumi-yonao","56251, 56417"
21,MAS / MAS,"Vivian HOO, WOON Khe Wei",-4,128 - 117,"$130,230.14","38,837 / 13","https://bwfbadminton.com/player/54149/vivian-hoo,https://bwfbadminton.com/player/53154/woon-khe-wei","54149, 53154"
22,AUS / AUS,"Setyana MAPASA, Gronya SOMERVILLE",+1,65 - 25,"$28,323.74","35,858 / 12","https://bwfbadminton.com/player/77441/setyana-mapasa,https://bwfbadminton.com/player/58488/gronya-somerville","77441, 58488"
