rank,rank_change,prev_rank,country,player1,player2,member_id1,member_id2,points,tournaments,profile_link1,profile_link2
1,0,1,TPE/TPE,CHENG Wen Hsing,CHIEN Yu Chin,10947,9846,72660,17,https://bwf.tournamentsoftware.com/player-profile/0EC45A3B-10AA-4FBA-B9AB-4D374036EC92,https://bwf.tournamentsoftware.com/player-profile/FF9882EF-C14B-414D-ACB7-A3521DB0E2F4
2,0,2,CHN/CHN,WANG Xiaoli,YU Yang (F),14393,51667,70620,8,https://bwf.tournamentsoftware.com/player-profile/2F7C0DD5-7428-4118-8D32-2B3359B135D3,https://bwf.tournamentsoftware.com/player-profile/740D0C46-DB36-4F42-BB3C-0E0C592CE7B7
3,0,3,JPN/JPN,Miyuki MAEDA,Satoko SUETSUNA,53150,50267,60861,12,https://bwf.tournamentsoftware.com/player-profile/C69FB839-AA98-4D3B-8F6F-8F50EAFFF521,https://bwf.tournamentsoftware.com/player-profile/FE67CDDE-BB64-4BF4-ACAE-300EDE3536B0
4,0,4,JPN/JPN,Mizuki FUJII,Reika KAKIIWA,54533,70308,54593,13,https://bwf.tournamentsoftware.com/player-profile/8617081C-C6FB-4712-AF7D-FA18ECF064E0,https://bwf.tournamentsoftware.com/player-profile/AA821C04-905D-4818-B0ED-BF528A5726A3
5,0,5,THA/THA,Duanganong AROONKESORN,Kunchala VORAVICHITCHAIKUL,50730,50739,53940,18,https://bwf.tournamentsoftware.com/player-profile/4D468CDB-87F4-4B3A-92A8-4A42C8CF6134,https://bwf.tournamentsoftware.com/player-profile/81E13955-924F-4604-84D4-2C433BDF4C24
6,0,6,BUL/RUS,Petya NEDELCHEVA,Anastasia RUSSKIKH,12765,8388,53370,14,https://bwf.tournamentsoftware.com/player-profile/D122C443-A2F9-4A06-B076-6BF717DEEB83,https://bwf.tournamentsoftware.com/player-profile/39104A77-1861-4AC2-B02B-5180EF85EA89
7,0,7,RUS/RUS,Valeria SOROKINA,Nina VISLOVA,46862,15311,53069,15,https://bwf.tournamentsoftware.com/player-profile/1BFBFBAE-BE0C-4929-9F95-F2C729079BB9,https://bwf.tournamentsoftware.com/player-profile/7BF00E36-2493-42F5-9C1A-8F4D5CC4AC6E
8,0,8,INA/INA,Greysia POLII,Meiliana JAUHARI,14729,51113,50806,14,https://bwf.tournamentsoftware.com/player-profile/599974C3-A697-4ED9-BEBB-81B5FB695C96,https://bwf.tournamentsoftware.com/player-profile/50CE8E77-DDDF-424D-8E38-26B607031E7C
9,0,9,SGP/SGP,Shinta Mulia SARI,Lei YAO,52702,53796,46190,12,https://bwf.tournamentsoftware.com/player-profile/059D3041-F8D6-49D3-A0B8-865C89760D67,https://bwf.tournamentsoftware.com/player-profile/B5270299-54B9-482D-AF8B-9CB5F5891F97
10,0,10,JPN/JPN,Shizuka MATSUO,Mami NAITO,55111,54524,45210,12,https://bwf.tournamentsoftware.com/player-profile/E1558AD0-9C69-4D90-B76F-5EFA4FA9BEF1,https://bwf.tournamentsoftware.com/player-profile/BEA95DD2-881A-4665-8119-DA780CE58C2B
11,0,11,CHN/CHN,CHENG Shu,ZHAO Yunlei,54955,54522,44770,6,https://bwf.tournamentsoftware.com/player-profile/D73D604A-EB42-40D4-A23F-B131E57B4E33,https://bwf.tournamentsoftware.com/player-profile/11E5143C-EEB1-456F-BECB-04E324DD3B04
12,0,12,CHN/CHN,PAN Pan,TIAN Qing,53058,52066,43505,7,https://bwf.tournamentsoftware.com/player-profile/25D8AE46-93EE-4860-B104-BE4E946415D0,https://bwf.tournamentsoftware.com/player-profile/71032496-1ADE-43A1-805B-35D48C8091C7
