rank,rank_change,prev_rank,country,player1,player2,member_id1,member_id2,points,tournaments,profile_link1,profile_link2
1,0,1,CHN/CHN,CHEN Qing Chen,JIA Yi Fan,94125,65144,85726,15,https://bwf.tournamentsoftware.com/player-profile/5784E4CE-FA4D-414A-865D-D89BB4F7CDBE,https://bwf.tournamentsoftware.com/player-profile/236DDABB-2550-4177-B9A1-F297B171BED8
2,0,2,JPN/JPN,Yuki FUKUSHIMA,Sayaka HIROTA,71023,94519,84998,17,https://bwf.tournamentsoftware.com/player-profile/A3721CE5-1875-4818-9A03-4B4CA78CF407,https://bwf.tournamentsoftware.com/player-profile/EB79C386-0891-441B-A072-3E08753ABE8E
3,0,3,JPN/JPN,Misaki MATSUTOMO,Ayaka TAKAHASHI,43851,16981,83712,16,https://bwf.tournamentsoftware.com/player-profile/3319278B-2545-4645-902F-16E00D23B3B2,https://bwf.tournamentsoftware.com/player-profile/D7A1B626-34B4-420D-AB70-B70344C427E1
4,0,4,DEN/DEN,Kamilla Rytter JUHL,Christinna PEDERSEN,51436,53759,74594,13,https://bwf.tournamentsoftware.com/player-profile/20637175-FA61-41DB-9DA9-2A9127D65E2E,https://bwf.tournamentsoftware.com/player-profile/85081060-9A74-4413-9FF1-C180EF881904
5,0,5,JPN/JPN,Shiho TANAKA,Koharu YONEMOTO,96927,26238,71981,16,https://bwf.tournamentsoftware.com/player-profile/7B59C694-6CD3-49ED-947C-485A45E55267,https://bwf.tournamentsoftware.com/player-profile/12863F2F-7F57-4478-AB68-516C67879161
6,0,6,INA/INA,Greysia POLII,Apriyani RAHAYU,14729,81462,70545,14,https://bwf.tournamentsoftware.com/player-profile/599974C3-A697-4ED9-BEBB-81B5FB695C96,https://bwf.tournamentsoftware.com/player-profile/0BCCD5F3-61FF-422D-8611-B70BD74AC37C
7,0,7,THA/THA,Jongkolphan KITITHARAKUL,Rawinda PRAJONGJAI,24686,84669,64862,18,https://bwf.tournamentsoftware.com/player-profile/5AEFEC2B-BC61-4F47-8718-23FA30178FAB,https://bwf.tournamentsoftware.com/player-profile/3149C5AA-A825-4C95-8F7C-34A877F61C69
8,0,8,KOR/KOR,LEE Sohee,SHIN Seungchan,91292,87473,63919,11,https://bwf.tournamentsoftware.com/player-profile/4DAE6313-51EB-4898-971A-F2BB982F88A2,https://bwf.tournamentsoftware.com/player-profile/4C2062BD-C672-4458-87BE-0C8F89E87DC7
9,0,9,JPN/JPN,Mayu MATSUMOTO,Wakana NAGAHARA,81609,77832,55010,10,https://bwf.tournamentsoftware.com/player-profile/798E7B62-6A6D-4B37-8849-478E6DBE4F94,https://bwf.tournamentsoftware.com/player-profile/7DF0F07A-0BA5-4622-8D22-D93F04BF4991
10,0,10,INA/INA,Della Destiara HARIS,Rizki Amelia PRADIPTA,66961,91654,54120,16,https://bwf.tournamentsoftware.com/player-profile/1B88FCF6-4872-49D1-B71D-162E6CCB2F65,https://bwf.tournamentsoftware.com/player-profile/7D85998E-CB37-4E4C-A154-3A3B779A99FA
11,3,14,JPN/JPN,Ayako SAKURAMOTO,Yukiko TAKAHATA,83211,63277,52050,9,https://bwf.tournamentsoftware.com/player-profile/5FF313BF-486D-424C-9DE9-0855406B3B28,https://bwf.tournamentsoftware.com/player-profile/69CBBCC6-DF73-4BA2-8861-6E6BF97E438F
12,-1,11,BUL/BUL,Gabriela STOEVA,Stefani STOEVA,43840,46169,50655,17,https://bwf.tournamentsoftware.com/player-profile/1C978A76-4F18-48C8-8870-D1EB8FF0B250,https://bwf.tournamentsoftware.com/player-profile/37F09748-6834-46BC-B6B8-0AA8087CEB45
13,-1,12,CHN/CHN,DU Yue,LI Yin Hui,65984,82249,50428,11,https://bwf.tournamentsoftware.com/player-profile/40ACC243-C12A-453D-8F73-C9E3F1A80F33,https://bwf.tournamentsoftware.com/player-profile/CDE69A0B-8ED7-4984-8024-F1B854905FB4
