rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,JPN / JPN,"Mayu MATSUMOTO, Wakana NAGAHARA",0,120 - 46,"$363,392.48","95,770 / 19","https://bwfbadminton.com/player/81609/mayu-matsumoto,https://bwfbadminton.com/player/77832/wakana-nagahara","81609, 77832"
2,JPN / JPN,"Yuki FUKUSHIMA, Sayaka HIROTA",0,171 - 57,"$596,167.73","94,358 / 20","https://bwfbadminton.com/player/71023/yuki-fukushima,https://bwfbadminton.com/player/94519/sayaka-hirota","71023, 94519"
3,CHN / CHN,"CHEN Qing Chen, JIA Yi Fan",0,169 - 50,"$715,992.51","88,456 / 17","https://bwfbadminton.com/player/94125/chen-qing-chen,https://bwfbadminton.com/player/65144/jia-yi-fan","94125, 65144"
4,JPN / JPN,"Misaki MATSUTOMO, Ayaka TAKAHASHI",0,376 - 132,"$1,239,393.48","88,253 / 22","https://bwfbadminton.com/player/43851/misaki-matsutomo,https://bwfbadminton.com/player/16981/ayaka-takahashi","43851, 16981"
5,INA / INA,"Greysia POLII, Apriyani RAHAYU",0,81 - 32,"$492,438.14","80,565 / 19","https://bwfbadminton.com/player/14729/greysia-polii,https://bwfbadminton.com/player/81462/apriyani-rahayu","14729, 81462"
6,KOR / KOR,"LEE Sohee, SHIN Seungchan",0,139 - 72,"$654,506.85","69,330 / 14","https://bwfbadminton.com/player/91292/lee-sohee,https://bwfbadminton.com/player/87473/shin-seungchan","91292, 87473"
7,JPN / JPN,"Shiho TANAKA, Koharu YONEMOTO",0,110 - 55,"$318,048.82","69,289 / 17","https://bwfbadminton.com/player/96927/shiho-tanaka,https://bwfbadminton.com/player/26238/koharu-yonemoto","96927, 26238"
8,CHN / CHN,"DU Yue, LI Yin Hui",0,53 - 31,"$184,270.02","65,500 / 16","https://bwfbadminton.com/player/65984/du-yue,https://bwfbadminton.com/player/82249/li-yin-hui","65984, 82249"
9,THA / THA,"Jongkolphan KITITHARAKUL, Rawinda PRAJONGJAI",0,142 - 98,"$198,261.64","62,706 / 21","https://bwfbadminton.com/player/24686/jongkolphan-kititharakul,https://bwfbadminton.com/player/84669/rawinda-prajongjai","24686, 84669"
10,BUL / BUL,"Gabriela STOEVA, Stefani STOEVA",0,255 - 110,"$204,079.78","61,900 / 19","https://bwfbadminton.com/player/43840/gabriela-stoeva,https://bwfbadminton.com/player/46169/stefani-stoeva","43840, 46169"
11,KOR / KOR,"JUNG Kyung Eun, CHANG Ye Na",0,53 - 31,"$606,640.74","57,800 / 15","https://bwfbadminton.com/player/16745/jung-kyung-eun,https://bwfbadminton.com/player/54361/chang-ye-na","16745, 54361"
12,JPN / JPN,"Nami MATSUYAMA, Chiharu SHIDA",+1,60 - 24,"$91,304.25","51,050 / 12","https://bwfbadminton.com/player/65212/nami-matsuyama,https://bwfbadminton.com/player/68282/chiharu-shida","65212, 68282"
13,MAS / MAS,"CHOW Mei Kuan, LEE Meng Yean",+1,89 - 74,"$79,879.72","49,802 / 17","https://bwfbadminton.com/player/12411/chow-mei-kuan,https://bwfbadminton.com/player/93215/lee-meng-yean","12411, 93215"
14,CHN / CHN,"LI Wen Mei, ZHENG Yu",+1,20 - 13,"$55,073.16","48,850 / 13","https://bwfbadminton.com/player/78837/li-wen-mei,https://bwfbadminton.com/player/85331/zheng-yu","78837, 85331"
15,JPN / JPN,"Ayako SAKURAMOTO, Yukiko TAKAHATA",-3,74 - 22,"$118,964.89","48,774 / 13","https://bwfbadminton.com/player/83211/ayako-sakuramoto,https://bwfbadminton.com/player/63277/yukiko-takahata","83211, 63277"
16,INA / INA,"Della Destiara HARIS, Rizki Amelia PRADIPTA",0,46 - 29,"$173,019.25","46,613 / 12","https://bwfbadminton.com/player/66961/della-destiara-haris,https://bwfbadminton.com/player/91654/rizki-amelia-pradipta","66961, 91654"
17,JPN / JPN,"Naoko FUKUMAN, Kurumi YONAO",0,135 - 88,"$188,786.98","44,980 / 12","https://bwfbadminton.com/player/56251/naoko-fukuman,https://bwfbadminton.com/player/56417/kurumi-yonao","56251, 56417"
18,INA / INA,"Ni Ketut Mahadewi ISTARANI, Rizki Amelia PRADIPTA",0,15 - 11,"$148,201.37","44,706 / 12","https://bwfbadminton.com/player/84362/ni-ketut-mahadewi-istarani,https://bwfbadminton.com/player/91654/rizki-amelia-pradipta","84362, 91654"
19,DEN / DEN,"Maiken FRUERGAARD, Sara THYGESEN",0,84 - 77,"$57,439.77","43,868 / 12","https://bwfbadminton.com/player/70042/maiken-fruergaard,https://bwfbadminton.com/player/68189/sara-thygesen","70042, 68189"
20,THA / THA,"Puttita SUPAJIRAKUL, Sapsiree TAERATTANACHAI",0,96 - 82,"$119,118.05","43,133 / 11","https://bwfbadminton.com/player/68441/puttita-supajirakul,https://bwfbadminton.com/player/67158/sapsiree-taerattanachai","68441, 67158"
21,KOR /  / KOR,"KIM Soyeong, KONG Heeyong",0,33 - 16,"$184,094.36","42,930 / 9","https://bwfbadminton.com/player/55874/kim-soyeong,https://bwfbadminton.com/player/71391/kong-heeyong","55874, 71391"
22,MAS / MAS,"Vivian HOO, YAP Cheng Wen",0,22 - 15,"$111,629.37","42,920 / 17","https://bwfbadminton.com/player/54149/vivian-hoo,https://bwfbadminton.com/player/95841/yap-cheng-wen","54149, 95841"
23,CHN / CHN,"DONG Wen Jing, FENG Xue Ying",0,22 - 21,"$22,656.22","41,640 / 17","https://bwfbadminton.com/player/64949/dong-wen-jing,https://bwfbadminton.com/player/59576/feng-xue-ying","64949, 59576"
24,RUS / RUS,"Ekaterina MALKOVA, Alina DAVLETOVA",0,58 - 37,"$37,342.50","41,633 / 23","https://bwfbadminton.com/player/81907/ekaterina-malkova,https://bwfbadminton.com/player/72565/alina-davletova","81907, 72565"
25,IND / IND,"Ashwini PONNAPPA, REDDY N. Sikki",0,42 - 43,"$79,014.61","41,390 / 15","https://bwfbadminton.com/player/49765/ashwini-ponnappa,https://bwfbadminton.com/player/17515/reddy-n-sikki","49765, 17515"
26,FRA / FRA,"Emilie LEFEL, Anne TRAN",0,74 - 58,"$31,242.01","38,493 / 23","https://bwfbadminton.com/player/54079/emilie-lefel,https://bwfbadminton.com/player/98854/anne-tran","54079, 98854"
27,KOR / KOR,"KIM Hyerin, BAEK Ha Na",0,19 - 7,"$78,951.85","38,450 / 8","https://bwfbadminton.com/player/57824/kim-hyerin,https://bwfbadminton.com/player/56706/baek-ha-na","57824, 56706"
28,NED / NED,"Selena PIEK, Cheryl SEINEN",0,41 - 23,"$95,454.19","37,861 / 14","https://bwfbadminton.com/player/67176/selena-piek,https://bwfbadminton.com/player/70503/cheryl-seinen","67176, 70503"
