rank,rank_change,prev_rank,country,player1,player2,member_id1,member_id2,points,tournaments,profile_link1,profile_link2
1,1,2,CHN/CHN,CHENG Shu,ZHAO Yunlei,54955,54522,66500,10,https://bwf.tournamentsoftware.com/player-profile/D73D604A-EB42-40D4-A23F-B131E57B4E33,https://bwf.tournamentsoftware.com/player-profile/11E5143C-EEB1-456F-BECB-04E324DD3B04
2,3,5,KOR/KOR,HA Jung Eun,KIM Min Jung,15412,53333,62188,16,https://bwf.tournamentsoftware.com/player-profile/8C2E8CD1-01C5-4CDA-9D3A-5F2846F477B1,https://bwf.tournamentsoftware.com/player-profile/E58CDFBC-7E6B-4021-8F7B-32E22E7A533B
3,-2,1,CHN/CHN,ZHAO Tingting,ZHANG Yawen,50929,50915,61600,8,https://bwf.tournamentsoftware.com/player-profile/88DF2FA7-827C-42CB-8959-C9C63C69658F,https://bwf.tournamentsoftware.com/player-profile/F00CEB6D-9E1B-46FA-A6E5-ADDE13DA2850
4,-1,3,CHN/CHN,DU Jing,YU Yang (F),14624,51667,61398,8,https://bwf.tournamentsoftware.com/player-profile/D4DEC9EC-D687-4CFC-9542-73E15C414D9F,https://bwf.tournamentsoftware.com/player-profile/740D0C46-DB36-4F42-BB3C-0E0C592CE7B7
5,-1,4,MAS/MAS,Eei Hui CHIN,Pei Tty WONG,50155,9162,61083,13,https://bwf.tournamentsoftware.com/player-profile/C72956B6-0BF5-460B-99C4-307C8FF40C38,https://bwf.tournamentsoftware.com/player-profile/6B93CD11-6369-4E68-8BFD-F403C9C6A058
6,0,6,KOR/KOR,LEE Hyo Jung,LEE Kyung Won,12193,8245,60884,10,https://bwf.tournamentsoftware.com/player-profile/6AB876EF-63DA-4E97-A276-321EBA796ABE,https://bwf.tournamentsoftware.com/player-profile/BDE3FBEA-357B-4421-BE89-E14D593551FC
7,0,7,TPE/TPE,CHENG Wen Hsing,CHIEN Yu Chin,10947,9846,55655,9,https://bwf.tournamentsoftware.com/player-profile/0EC45A3B-10AA-4FBA-B9AB-4D374036EC92,https://bwf.tournamentsoftware.com/player-profile/FF9882EF-C14B-414D-ACB7-A3521DB0E2F4
8,4,12,CHN/CHN,MA Jin,WANG Xiaoli,95281,14393,51890,8,https://bwf.tournamentsoftware.com/player-profile/FCF2D049-4CF1-4917-B562-B42D9BFE8590,https://bwf.tournamentsoftware.com/player-profile/2F7C0DD5-7428-4118-8D32-2B3359B135D3
9,-1,8,DEN/DEN,Lena FRIER KRISTIANSEN,Kamilla Rytter JUHL,14992,51436,48155,9,https://bwf.tournamentsoftware.com/player-profile/3CA8ABC8-346B-409C-B3E9-A43E801DD8DD,https://bwf.tournamentsoftware.com/player-profile/20637175-FA61-41DB-9DA9-2A9127D65E2E
10,1,11,INA/INA,Shendy Puspa IRAWATI,Meiliana JAUHARI,15813,51113,48017,10,https://bwf.tournamentsoftware.com/player-profile/4E8DFE1D-75EC-4E3A-9F38-B51D1A18FCAA,https://bwf.tournamentsoftware.com/player-profile/50CE8E77-DDDF-424D-8E38-26B607031E7C
11,-2,9,CHN/CHN,YANG Wei,ZHANG Jiewen,10647,50253,46830,8,https://bwf.tournamentsoftware.com/player-profile/94B9BAB6-CDD8-449E-929E-991FE20D340A,https://bwf.tournamentsoftware.com/player-profile/152376CF-9B52-4617-BEA7-F164EFD51FD8
12,-2,10,CHN/CHN,GAO Ling,WEI Yili,9706,50925,45530,8,https://bwf.tournamentsoftware.com/player-profile/EEDF3CD4-7620-4A1D-9A49-DD51CF465B0A,https://bwf.tournamentsoftware.com/player-profile/EEEEE279-B5EE-4575-BA29-A7BD663EB38B
