rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,JPN / JPN,"Misaki MATSUTOMO, Ayaka TAKAHASHI",0,234 - 96,"$558,274.74","93,243 / 18","https://bwfbadminton.com/player/43851/misaki-matsutomo,https://bwfbadminton.com/player/16981/ayaka-takahashi","43851, 16981"
2,CHN / CHN,"TANG Yuanting, YU Yang (F)",0,54 - 7,"$955,651.87","84,428 / 13","https://bwfbadminton.com/player/86088/tang-yuanting,https://bwfbadminton.com/player/51667/yu-yang-f","86088, 51667"
3,KOR /  / KOR,"JUNG Kyung Eun, SHIN Seungchan",0,62 - 23,"$283,469.51","76,894 / 26","https://bwfbadminton.com/player/16745/jung-kyung-eun,https://bwfbadminton.com/player/87473/shin-seungchan","16745, 87473"
4,INA / INA,"Nitya Krishinda MAHESWARI, Greysia POLII",0,133 - 62,"$390,070.87","74,719 / 17","https://bwfbadminton.com/player/54272/nitya-krishinda-maheswari,https://bwfbadminton.com/player/14729/greysia-polii","54272, 14729"
5,DEN / DEN,"Kamilla Rytter JUHL, Christinna PEDERSEN",0,184 - 82,"$426,302.17","73,224 / 16","https://bwfbadminton.com/player/51436/kamilla-rytter-juhl,https://bwfbadminton.com/player/53759/christinna-pedersen","51436, 53759"
6,CHN / CHN,"LUO Ying, LUO Yu",0,122 - 42,"$341,568.74","70,513 / 14","https://bwfbadminton.com/player/61851/luo-ying,https://bwfbadminton.com/player/20296/luo-yu","61851, 20296"
7,CHN / CHN,"TIAN Qing, ZHAO Yunlei",0,191 - 37,"$820,453.62","69,508 / 13","https://bwfbadminton.com/player/52066/tian-qing,https://bwfbadminton.com/player/54522/zhao-yunlei","52066, 54522"
8,KOR / KOR,"CHANG Ye Na, LEE Sohee",0,65 - 24,"$208,631.83","66,843 / 26","https://bwfbadminton.com/player/54361/chang-ye-na,https://bwfbadminton.com/player/91292/lee-sohee","54361, 91292"
9,JPN / JPN,"Naoko FUKUMAN, Kurumi YONAO",0,87 - 51,"$70,358.72","62,204 / 22","https://bwfbadminton.com/player/56251/naoko-fukuman,https://bwfbadminton.com/player/56417/kurumi-yonao","56251, 56417"
10,NED / NED,"Eefje MUSKENS, Selena PIEK",0,114 - 48,"$110,501.72","56,370 / 18","https://bwfbadminton.com/player/54453/eefje-muskens,https://bwfbadminton.com/player/67176/selena-piek","54453, 67176"
11,JPN / JPN,"Shizuka MATSUO, Mami NAITO",0,173 - 98,"$190,403.32","54,166 / 21","https://bwfbadminton.com/player/55111/shizuka-matsuo,https://bwfbadminton.com/player/54524/mami-naito","55111, 54524"
12,CHN / CHN,"HUANG Ya Qiong, TANG Jin Hua",0,19 - 8,"$360,888.74","49,030 / 10","https://bwfbadminton.com/player/63168/huang-ya-qiong,https://bwfbadminton.com/player/39056/tang-jin-hua","63168, 39056"
13,MAS / MAS,"Vivian HOO, WOON Khe Wei",0,106 - 91,"$93,577.64","48,917 / 19","https://bwfbadminton.com/player/54149/vivian-hoo,https://bwfbadminton.com/player/53154/woon-khe-wei","54149, 53154"
14,CHN / CHN,"CHEN Qing Chen, JIA Yi Fan",0,47 - 16,"$80,491.25","47,900 / 12","https://bwfbadminton.com/player/94125/chen-qing-chen,https://bwfbadminton.com/player/65144/jia-yi-fan","94125, 65144"
15,KOR / KOR,"CHAE YuJung, KIM Soyeong",+8,19 - 16,"$68,743.10","46,630 / 10","https://bwfbadminton.com/player/93074/chae-yujung,https://bwfbadminton.com/player/55874/kim-soyeong","93074, 55874"
16,THA / THA,"Puttita SUPAJIRAKUL, Sapsiree TAERATTANACHAI",-1,53 - 55,"$53,708.19","45,225 / 23","https://bwfbadminton.com/player/68441/puttita-supajirakul,https://bwfbadminton.com/player/67158/sapsiree-taerattanachai","68441, 67158"
17,BUL / BUL,"Gabriela STOEVA, Stefani STOEVA",-1,160 - 64,"$62,362.24","44,457 / 24","https://bwfbadminton.com/player/43840/gabriela-stoeva,https://bwfbadminton.com/player/46169/stefani-stoeva","43840, 46169"
18,INA / INA,"Della Destiara HARIS, Rosyita Eka PUTRI SARI",+2,28 - 14,"$44,081.73","44,130 / 16","https://bwfbadminton.com/player/66961/della-destiara-haris,https://bwfbadminton.com/player/80851/rosyita-eka-putri-sari","66961, 80851"
19,JPN / JPN,"Yuki FUKUSHIMA, Sayaka HIROTA",-2,49 - 23,"$25,963.98","43,770 / 12","https://bwfbadminton.com/player/71023/yuki-fukushima,https://bwfbadminton.com/player/94519/sayaka-hirota","71023, 94519"
20,KOR / KOR,"GO Ah Ra, YOO Chae Ran",-2,80 - 60,"$76,339.96","43,292 / 21","https://bwfbadminton.com/player/35131/go-ah-ra,https://bwfbadminton.com/player/79061/yoo-chae-ran","35131, 79061"
21,THA / THA,"Jongkolphan KITITHARAKUL, Rawinda PRAJONGJAI",0,51 - 43,"$27,974.10","42,801 / 22","https://bwfbadminton.com/player/24686/jongkolphan-kititharakul,https://bwfbadminton.com/player/84669/rawinda-prajongjai","24686, 84669"
22,INA / INA,"Anggia Shitta AWANDA, Ni Ketut Mahadewi ISTARANI",-3,30 - 18,"$31,479.98","40,920 / 13","https://bwfbadminton.com/player/95620/anggia-shitta-awanda,https://bwfbadminton.com/player/84362/ni-ketut-mahadewi-istarani","95620, 84362"
23,ENG / ENG,"Heather OLVER, Lauren SMITH",-1,62 - 43,"$48,454.75","39,300 / 24","https://bwfbadminton.com/player/53851/heather-olver,https://bwfbadminton.com/player/80918/lauren-smith","53851, 80918"
24,HKG / HKG,"POON Lok Yan, TSE Ying Suet",0,86 - 83,"$84,767.47","38,250 / 10","https://bwfbadminton.com/player/55288/poon-lok-yan,https://bwfbadminton.com/player/61435/tse-ying-suet","55288, 61435"
25,IND / IND,"Jwala GUTTA, Ashwini PONNAPPA",0,97 - 101,"$83,399.48","36,584 / 19","https://bwfbadminton.com/player/50884/jwala-gutta,https://bwfbadminton.com/player/49765/ashwini-ponnappa","50884, 49765"
26,AUS / AUS,"Setyana MAPASA, Gronya SOMERVILLE",0,38 - 13,"$12,716.74","36,570 / 14","https://bwfbadminton.com/player/77441/setyana-mapasa,https://bwfbadminton.com/player/58488/gronya-somerville","77441, 58488"
27,DEN / DEN,"Maiken FRUERGAARD, Sara THYGESEN",+1,41 - 35,"$16,279.75","36,390 / 16","https://bwfbadminton.com/player/70042/maiken-fruergaard,https://bwfbadminton.com/player/68189/sara-thygesen","70042, 68189"
28,THA /  / THA,"Chayanit CHALADCHALAM, Phataimas MUENWONG",+1,50 - 30,"$16,774.92","36,082 / 18","https://bwfbadminton.com/player/67168/chayanit-chaladchalam,https://bwfbadminton.com/player/56460/phataimas-muenwong","67168, 56460"
29,NED / NED,"Samantha BARNING, Iris TABELING",+1,55 - 49,"$32,775.93","35,710 / 14","https://bwfbadminton.com/player/53833/samantha-barning,https://bwfbadminton.com/player/47517/iris-tabeling","53833, 47517"
30,GER / GER,"Carla NYENHUIS, Johanna GOLISZEWSKI",-3,81 - 70,"$36,852.49","35,251 / 21","https://bwfbadminton.com/player/61184/carla-nyenhuis,https://bwfbadminton.com/player/52280/johanna-goliszewski","61184, 52280"
31,USA / USA,"Eva LEE, Paula Lynn CAO HOK",0,122 - 87,"$33,265.81","32,420 / 20","https://bwfbadminton.com/player/14814/eva-lee,https://bwfbadminton.com/player/13381/paula-lynn-cao-hok","14814, 13381"
32,INA / INA,"Tiara Rosalia NURAIDAH, Rizki Amelia PRADIPTA",+3,8 - 6,"$71,017.47","32,370 / 8","https://bwfbadminton.com/player/58910/tiara-rosalia-nuraidah,https://bwfbadminton.com/player/91654/rizki-amelia-pradipta","58910, 91654"
33,TPE / TPE,"HSIEH Pei Chen, WU Ti Jung",-1,22 - 39,"$25,248.10","32,139 / 21","https://bwfbadminton.com/player/52998/hsieh-pei-chen,https://bwfbadminton.com/player/95143/wu-ti-jung","52998, 95143"
34,JPN / JPN,"Shiho TANAKA, Koharu YONEMOTO",-1,26 - 14,"$23,582.58","31,290 / 9","https://bwfbadminton.com/player/96927/shiho-tanaka,https://bwfbadminton.com/player/26238/koharu-yonemoto","96927, 26238"
35,GER / GER,"Birgit OVERZIER, Isabel HERTTRICH",-1,28 - 33,"$41,213.40","30,910 / 15","https://bwfbadminton.com/player/50851/birgit-overzier,https://bwfbadminton.com/player/98052/isabel-herttrich","50851, 98052"
36,TPE / TPE,"HSU Ya Ching, PAI Yu Po",0,16 - 47,"$8,578.07","26,938 / 20","https://bwfbadminton.com/player/74561/hsu-ya-ching,https://bwfbadminton.com/player/99925/pai-yu-po","74561, 99925"
37,KOR / KOR,"EOM Hye Won, KIM Ha Na",0,16 - 12,"$134,793.09","25,470 / 8","https://bwfbadminton.com/player/28492/eom-hye-won,https://bwfbadminton.com/player/73982/kim-ha-na","28492, 73982"
38,RUS / RUS,"Anastasiia AKCHURINA, Olga MOROZOVA",0,25 - 11,"$16,669.25","24,614 / 12","https://bwfbadminton.com/player/33989/anastasiia-akchurina,https://bwfbadminton.com/player/85822/olga-morozova","33989, 85822"
39,TUR / TUR,"Neslihan YIGIT, Ozge BAYRAK",+2,103 - 50,"$16,741.93","24,232 / 12","https://bwfbadminton.com/player/87885/neslihan-yigit,https://bwfbadminton.com/player/94762/ozge-bayrak","87885, 94762"
40,SWE / SWE,"Clara NISTAD, Emma WENGBERG",+3,15 - 10,"$16,859.31","23,090 / 12","https://bwfbadminton.com/player/80474/clara-nistad,https://bwfbadminton.com/player/53848/emma-wengberg","80474, 53848"
41,BRA / BRA,"Lohaynny VICENTE, Luana VICENTE",-1,66 - 37,"$10,783.65","22,989 / 10","https://bwfbadminton.com/player/74742/lohaynny-vicente,https://bwfbadminton.com/player/94010/luana-vicente","74742, 94010"
42,MAS / MAS,"Amelia Alicia ANSCELLY, SOONG Fie Cho",-3,59 - 50,"$34,514.04","22,750 / 9","https://bwfbadminton.com/player/52081/amelia-alicia-anscelly,https://bwfbadminton.com/player/55470/soong-fie-cho","52081, 55470"
43,FRA / FRA,"Marie BATOMENE, Emilie LEFEL",-1,13 - 13,"$4,563.37","22,238 / 12","https://bwfbadminton.com/player/94743/marie-batomene,https://bwfbadminton.com/player/54079/emilie-lefel","94743, 54079"
44,TUR / TUR,"Cemre FERE, Ebru YAZGAN",+2,21 - 15,"$5,398.98","21,922 / 13","https://bwfbadminton.com/player/89027/cemre-fere,https://bwfbadminton.com/player/84902/ebru-yazgan","89027, 84902"
45,EGY / EGY,"Menna ELTANANY, Nadine ASHRAF",+2,21 - 27,"$1,372.48","21,573 / 14","https://bwfbadminton.com/player/94632/menna-eltanany,https://bwfbadminton.com/player/71367/nadine-ashraf","94632, 71367"
46,FRA / FRA,"Audrey MITTELHEISSER, Anne TRAN",-2,11 - 16,"$5,205.61","21,396 / 15","https://bwfbadminton.com/player/68480/audrey-mittelheisser,https://bwfbadminton.com/player/98854/anne-tran","68480, 98854"
47,TPE / TPE,"CHIANG Kai Hsin, WU Fang Chien",+2,20 - 29,"$11,136.17","19,870 / 10","https://bwfbadminton.com/player/84929/chiang-kai-hsin,https://bwfbadminton.com/player/65996/wu-fang-chien","84929, 65996"
48,GER / GER,"Linda EFLER, Lara KAEPPLEIN",+2,18 - 20,"$1,456.25","19,548 / 11","https://bwfbadminton.com/player/83942/linda-efler,https://bwfbadminton.com/player/88659/lara-kaepplein","83942, 88659"
49,MAS / MAS,"CHEAH Yee See, CHIN Kah Mun",+2,15 - 14,"$2,339.33","18,540 / 12","https://bwfbadminton.com/player/58879/cheah-yee-see,https://bwfbadminton.com/player/64671/chin-kah-mun","58879, 64671"
50,GER / GER,"Barbara BELLENBERG, Eva JANSSENS",+2,6 - 10,$818.75,"18,400 / 11","https://bwfbadminton.com/player/96716/barbara-bellenberg,https://bwfbadminton.com/player/60072/eva-janssens","96716, 60072"
