rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,CHN / CHN,"CHEN Qing Chen, JIA Yi Fan",0,114 - 28,"$419,823.75","89,232 / 17","https://bwfbadminton.com/player/94125/chen-qing-chen,https://bwfbadminton.com/player/65144/jia-yi-fan","94125, 65144"
2,JPN / JPN,"Misaki MATSUTOMO, Ayaka TAKAHASHI",0,295 - 112,"$788,918.48","83,573 / 16","https://bwfbadminton.com/player/43851/misaki-matsutomo,https://bwfbadminton.com/player/16981/ayaka-takahashi","43851, 16981"
3,DEN / DEN,"Kamilla Rytter JUHL, Christinna PEDERSEN",0,244 - 99,"$614,769.67","77,708 / 15","https://bwfbadminton.com/player/51436/kamilla-rytter-juhl,https://bwfbadminton.com/player/53759/christinna-pedersen","51436, 53759"
4,KOR / KOR,"CHANG Ye Na, LEE Sohee",0,117 - 41,"$508,473.07","76,589 / 13","https://bwfbadminton.com/player/54361/chang-ye-na,https://bwfbadminton.com/player/91292/lee-sohee","54361, 91292"
5,JPN / JPN,"Yuki FUKUSHIMA, Sayaka HIROTA",0,87 - 38,"$144,147.73","70,650 / 15","https://bwfbadminton.com/player/71023/yuki-fukushima,https://bwfbadminton.com/player/94519/sayaka-hirota","71023, 94519"
6,JPN / JPN,"Shiho TANAKA, Koharu YONEMOTO",0,73 - 34,"$138,886.32","66,760 / 16","https://bwfbadminton.com/player/96927/shiho-tanaka,https://bwfbadminton.com/player/26238/koharu-yonemoto","96927, 26238"
7,JPN / JPN,"Naoko FUKUMAN, Kurumi YONAO",+1,111 - 71,"$147,096.22","54,370 / 12","https://bwfbadminton.com/player/56251/naoko-fukuman,https://bwfbadminton.com/player/56417/kurumi-yonao","56251, 56417"
8,KOR / KOR,"JUNG Kyung Eun, SHIN Seungchan",-1,100 - 41,"$466,987.01","52,690 / 11","https://bwfbadminton.com/player/16745/jung-kyung-eun,https://bwfbadminton.com/player/87473/shin-seungchan","16745, 87473"
9,THA / THA,"Jongkolphan KITITHARAKUL, Rawinda PRAJONGJAI",0,88 - 67,"$81,099.12","48,568 / 18","https://bwfbadminton.com/player/24686/jongkolphan-kititharakul,https://bwfbadminton.com/player/84669/rawinda-prajongjai","24686, 84669"
10,INA / INA,"Greysia POLII, Apriyani RAHAYU",0,21 - 8,"$291,400.64","47,180 / 10","https://bwfbadminton.com/player/14729/greysia-polii,https://bwfbadminton.com/player/81462/apriyani-rahayu","14729, 81462"
11,BUL / BUL,"Gabriela STOEVA, Stefani STOEVA",0,195 - 90,"$96,254.78","46,163 / 18","https://bwfbadminton.com/player/43840/gabriela-stoeva,https://bwfbadminton.com/player/46169/stefani-stoeva","43840, 46169"
12,CHN / CHN,"HUANG Dong Ping, LI Yin Hui",+1,34 - 15,"$100,053.76","45,820 / 10","https://bwfbadminton.com/player/89426/huang-dong-ping,https://bwfbadminton.com/player/82249/li-yin-hui","89426, 82249"
13,JPN / JPN,"Mayu MATSUMOTO, Wakana NAGAHARA",-1,54 - 27,"$36,209.98","44,440 / 11","https://bwfbadminton.com/player/81609/mayu-matsumoto,https://bwfbadminton.com/player/77832/wakana-nagahara","81609, 77832"
14,CHN / CHN,"YU Xiao Han, HUANG Ya Qiong",+2,46 - 14,"$210,251.25","44,010 / 9","https://bwfbadminton.com/player/62554/yu-xiao-han,https://bwfbadminton.com/player/63168/huang-ya-qiong","62554, 63168"
15,MAS / MAS,"Vivian HOO, WOON Khe Wei",+2,127 - 114,"$128,567.64","42,847 / 13","https://bwfbadminton.com/player/54149/vivian-hoo,https://bwfbadminton.com/player/53154/woon-khe-wei","54149, 53154"
16,THA / THA,"Puttita SUPAJIRAKUL, Sapsiree TAERATTANACHAI",+2,79 - 71,"$90,489.93","40,977 / 10","https://bwfbadminton.com/player/68441/puttita-supajirakul,https://bwfbadminton.com/player/67158/sapsiree-taerattanachai","68441, 67158"
17,KOR / KOR,"KIM Hyerin, YOO Chae Ran",-3,26 - 15,"$86,975.59","40,390 / 9","https://bwfbadminton.com/player/57824/kim-hyerin,https://bwfbadminton.com/player/79061/yoo-chae-ran","57824, 79061"
18,KOR / KOR,"CHAE YuJung, KIM Soyeong",-3,45 - 27,"$130,824.33","39,050 / 9","https://bwfbadminton.com/player/93074/chae-yujung,https://bwfbadminton.com/player/55874/kim-soyeong","93074, 55874"
19,INA / INA,"Anggia Shitta AWANDA, Ni Ketut Mahadewi ISTARANI",+7,53 - 31,"$65,924.98","38,942 / 9","https://bwfbadminton.com/player/95620/anggia-shitta-awanda,https://bwfbadminton.com/player/84362/ni-ketut-mahadewi-istarani","95620, 84362"
20,MAS / MAS,"CHOW Mei Kuan, LEE Meng Yean",+4,64 - 54,"$31,642.22","38,631 / 14","https://bwfbadminton.com/player/12411/chow-mei-kuan,https://bwfbadminton.com/player/93215/lee-meng-yean","12411, 93215"
21,TPE / TPE,"HSU Ya Ching, WU Ti Jung",0,16 - 25,"$29,818.09","37,466 / 21","https://bwfbadminton.com/player/74561/hsu-ya-ching,https://bwfbadminton.com/player/95143/wu-ti-jung","74561, 95143"
22,RUS / RUS,"Anastasiia AKCHURINA, Olga MOROZOVA",-3,54 - 26,"$33,089.73","36,969 / 16","https://bwfbadminton.com/player/33989/anastasiia-akchurina,https://bwfbadminton.com/player/85822/olga-morozova","33989, 85822"
23,HKG / HKG,"POON Lok Yan, TSE Ying Suet",-1,98 - 102,"$99,232.49","36,786 / 15","https://bwfbadminton.com/player/55288/poon-lok-yan,https://bwfbadminton.com/player/61435/tse-ying-suet","55288, 61435"
