rank,rank_change,prev_rank,country,player1,player2,member_id1,member_id2,points,tournaments,profile_link1,profile_link2
1,0,1,JPN/JPN,Misaki MATSUTOMO,Ayaka TAKAHASHI,43851,16981,87293,18,https://bwf.tournamentsoftware.com/player-profile/3319278B-2545-4645-902F-16E00D23B3B2,https://bwf.tournamentsoftware.com/player-profile/D7A1B626-34B4-420D-AB70-B70344C427E1
2,1,3,CHN/CHN,TANG Yuanting,YU Yang (F),86088,51667,82558,12,https://bwf.tournamentsoftware.com/player-profile/6B37E2C8-31B7-4A77-A875-304C9C26CF7A,https://bwf.tournamentsoftware.com/player-profile/740D0C46-DB36-4F42-BB3C-0E0C592CE7B7
3,1,4,CHN/CHN,TIAN Qing,ZHAO Yunlei,52066,54522,77188,14,https://bwf.tournamentsoftware.com/player-profile/71032496-1ADE-43A1-805B-35D48C8091C7,https://bwf.tournamentsoftware.com/player-profile/11E5143C-EEB1-456F-BECB-04E324DD3B04
4,-2,2,INA/INA,Nitya Krishinda MAHESWARI,Greysia POLII,54272,14729,75719,18,https://bwf.tournamentsoftware.com/player-profile/D1B4EEB6-3448-4171-9D51-5FAF42BB6D3E,https://bwf.tournamentsoftware.com/player-profile/599974C3-A697-4ED9-BEBB-81B5FB695C96
5,1,6,KOR/KOR,JUNG Kyung Eun,SHIN Seungchan,16745,87473,73644,25,https://bwf.tournamentsoftware.com/player-profile/0CDB0F6A-A460-4150-A963-8D8EABA4CF26,https://bwf.tournamentsoftware.com/player-profile/4C2062BD-C672-4458-87BE-0C8F89E87DC7
6,-1,5,DEN/DEN,Kamilla Rytter JUHL,Christinna PEDERSEN,51436,53759,73224,16,https://bwf.tournamentsoftware.com/player-profile/20637175-FA61-41DB-9DA9-2A9127D65E2E,https://bwf.tournamentsoftware.com/player-profile/85081060-9A74-4413-9FF1-C180EF881904
7,0,7,CHN/CHN,LUO Ying,LUO Yu,61851,20296,70513,14,https://bwf.tournamentsoftware.com/player-profile/20ED1061-B70F-48A4-85F7-C42FEA72F338,https://bwf.tournamentsoftware.com/player-profile/A63930EE-6D6D-4C41-A000-7FEA3E8412B5
8,0,8,KOR/KOR,CHANG Ye Na,LEE Sohee,54361,91292,66193,25,https://bwf.tournamentsoftware.com/player-profile/D932CDC1-56DF-4C0F-986A-F48051735267,https://bwf.tournamentsoftware.com/player-profile/4DAE6313-51EB-4898-971A-F2BB982F88A2
9,0,9,JPN/JPN,Naoko FUKUMAN,Kurumi YONAO,56251,56417,64764,24,https://bwf.tournamentsoftware.com/player-profile/54B16BF7-8549-467D-8B0D-6F13CC69EAE4,https://bwf.tournamentsoftware.com/player-profile/9A88A939-A90E-49BF-B8FF-9B476CCB49CF
10,0,10,JPN/JPN,Shizuka MATSUO,Mami NAITO,55111,54524,55116,24,https://bwf.tournamentsoftware.com/player-profile/E1558AD0-9C69-4D90-B76F-5EFA4FA9BEF1,https://bwf.tournamentsoftware.com/player-profile/BEA95DD2-881A-4665-8119-DA780CE58C2B
11,0,11,NED/NED,Eefje MUSKENS,Selena PIEK,54453,67176,54930,21,https://bwf.tournamentsoftware.com/player-profile/C40370DD-92EB-4065-922F-4B02C12383A0,https://bwf.tournamentsoftware.com/player-profile/CF686284-0DA5-49BA-B50B-AB77715108E2
12,0,12,CHN/CHN,CHEN Qing Chen,JIA Yi Fan,94125,65144,48500,12,https://bwf.tournamentsoftware.com/player-profile/5784E4CE-FA4D-414A-865D-D89BB4F7CDBE,https://bwf.tournamentsoftware.com/player-profile/236DDABB-2550-4177-B9A1-F297B171BED8
13,0,13,KOR/KOR,GO Ah Ra,YOO Chae Ran,35131,79061,46292,23,https://bwf.tournamentsoftware.com/player-profile/DDBED1A2-D672-4190-8F58-FCC5968FAC50,https://bwf.tournamentsoftware.com/player-profile/C1C9F22E-C8EA-4B21-BA99-D71699CF621D
14,6,20,MAS/MAS,Vivian HOO,WOON Khe Wei,54149,53154,46167,19,https://bwf.tournamentsoftware.com/player-profile/6F73C2D0-E610-4B9A-85C9-D176DF389E1E,https://bwf.tournamentsoftware.com/player-profile/F96A451E-D8FC-4618-AB5D-5565E06BEA0A
15,-1,14,IND/IND,Jwala GUTTA,Ashwini PONNAPPA,50884,49765,45264,21,https://bwf.tournamentsoftware.com/player-profile/D28DF6CB-3B5B-42DB-8347-5519A0117429,https://bwf.tournamentsoftware.com/player-profile/F3875CB7-E471-43E6-85AB-E5491472A119
16,-1,15,BUL/BUL,Gabriela STOEVA,Stefani STOEVA,43840,46169,45157,25,https://bwf.tournamentsoftware.com/player-profile/1C978A76-4F18-48C8-8870-D1EB8FF0B250,https://bwf.tournamentsoftware.com/player-profile/37F09748-6834-46BC-B6B8-0AA8087CEB45
17,-1,16,THA/THA,Puttita SUPAJIRAKUL,Sapsiree TAERATTANACHAI,68441,67158,44275,22,https://bwf.tournamentsoftware.com/player-profile/2BA2F4ED-FBDE-4FEB-8619-A5FF4373774B,https://bwf.tournamentsoftware.com/player-profile/EA2B13F3-2BB7-48A6-836E-9F911A4B48AB
18,7,25,CHN/CHN,HUANG Ya Qiong,TANG Jin Hua,63168,39056,43990,9,https://bwf.tournamentsoftware.com/player-profile/EE08CD34-008A-425B-BC2E-BB1764752E08,https://bwf.tournamentsoftware.com/player-profile/9EF4AA92-6B87-459F-87C4-062CA2045ACD
19,-1,18,JPN/JPN,Yuki FUKUSHIMA,Sayaka HIROTA,71023,94519,43770,13,https://bwf.tournamentsoftware.com/player-profile/A3721CE5-1875-4818-9A03-4B4CA78CF407,https://bwf.tournamentsoftware.com/player-profile/EB79C386-0891-441B-A072-3E08753ABE8E
20,-1,19,THA/THA,Jongkolphan KITITHARAKUL,Rawinda PRAJONGJAI,24686,84669,43321,24,https://bwf.tournamentsoftware.com/player-profile/5AEFEC2B-BC61-4F47-8718-23FA30178FAB,https://bwf.tournamentsoftware.com/player-profile/3149C5AA-A825-4C95-8F7C-34A877F61C69
21,2,23,INA/INA,Anggia Shitta AWANDA,Ni Ketut Mahadewi ISTARANI,95620,84362,42050,14,https://bwf.tournamentsoftware.com/player-profile/5D39ADD9-DBE6-4864-9BD9-4DAC28881744,https://bwf.tournamentsoftware.com/player-profile/F5255286-E033-4FB4-94B6-C51EF78DCC8D
22,-1,21,HKG/HKG,POON Lok Yan,TSE Ying Suet,55288,61435,40100,12,https://bwf.tournamentsoftware.com/player-profile/B4A050E9-0D0E-4770-9598-3A386777A3CD,https://bwf.tournamentsoftware.com/player-profile/7750BCA8-F58E-413E-B1E4-4C20589C371B
23,-1,22,GER/GER,Carla NYENHUIS,Johanna GOLISZEWSKI,61184,52280,39771,25,https://bwf.tournamentsoftware.com/player-profile/389E7D1E-699B-4251-B74F-E7BE5E670F68,https://bwf.tournamentsoftware.com/player-profile/D5F668D7-5484-495E-B0EA-83E06C6F026F
24,-7,17,KOR/KOR,CHAE YuJung,KIM Soyeong,93074,55874,39630,9,https://bwf.tournamentsoftware.com/player-profile/F3461C83-1E0B-4789-9E6A-5F9C34B0F511,https://bwf.tournamentsoftware.com/player-profile/45732A07-0645-4881-A257-53BD1AECB639
25,-1,24,INA/INA,Della Destiara HARIS,Rosyita Eka PUTRI SARI,66961,80851,39110,13,https://bwf.tournamentsoftware.com/player-profile/1B88FCF6-4872-49D1-B71D-162E6CCB2F65,https://bwf.tournamentsoftware.com/player-profile/3CF5B0FA-FC0E-48F0-8B15-52E0CAEE0E93
