rank,rank_change,prev_rank,country,player1,player2,member_id1,member_id2,points,tournaments,profile_link1,profile_link2
1,0,1,INA/INA,Marcus Fernaldi GIDEON,Kevin Sanjaya SUKAMULJO,26394,80057,72471,13,https://bwf.tournamentsoftware.com/player-profile/C42F248B-23E4-405C-9FA2-53162D3543BF,https://bwf.tournamentsoftware.com/player-profile/FACEF270-27C0-4016-91C9-3E0D4A1ACE9F
2,0,2,MAS/MAS,GOH V Shem,TAN Wee Kiong,54805,52071,72467,17,https://bwf.tournamentsoftware.com/player-profile/17EE3062-7C2F-422C-AEEF-2DF357D585C3,https://bwf.tournamentsoftware.com/player-profile/D5108C6D-9FC3-42ED-A458-C503790E140B
3,0,3,CHN/CHN,CHAI Biao,HONG Wei,96784,69809,72050,15,https://bwf.tournamentsoftware.com/player-profile/500CDBCA-03DC-4A89-BB3A-AAD1D62C966B,https://bwf.tournamentsoftware.com/player-profile/48A5888C-B595-45A6-BA12-5B0F54A6BD58
4,0,4,JPN/JPN,Takeshi KAMURA,Keigo SONODA,70969,90623,70265,18,https://bwf.tournamentsoftware.com/player-profile/1A0C8AAC-EB40-4FFA-A7F1-A80D302AF278,https://bwf.tournamentsoftware.com/player-profile/94697FE7-097F-4982-9316-A8A642E17CD5
5,0,5,CHN/CHN,LI Jun Hui,LIU Yu Chen,79059,93367,69898,18,https://bwf.tournamentsoftware.com/player-profile/1F898834-DB71-4138-9CE7-CC4C74CE3F53,https://bwf.tournamentsoftware.com/player-profile/1F2680FC-C5A6-498D-84CC-B806CFA4F979
6,0,6,DEN/DEN,Mathias BOE,Carsten MOGENSEN,50292,51304,69183,11,https://bwf.tournamentsoftware.com/player-profile/6570E6B3-B94F-4486-B6ED-B604545DB819,https://bwf.tournamentsoftware.com/player-profile/51A8B183-9A21-4CED-84A9-85FDEBA49D95
7,0,7,DEN/DEN,Mads CONRAD-PETERSEN,Mads Pieler KOLDING,42722,52958,64983,14,https://bwf.tournamentsoftware.com/player-profile/70AB1D18-9DE4-4D79-A099-B0DB9A127C09,https://bwf.tournamentsoftware.com/player-profile/7D4317F4-B677-4E84-89EC-F221708A237A
8,0,8,INA/INA,Angga PRATAMA,Ricky KARANDASUWARDI,61855,66493,59362,15,https://bwf.tournamentsoftware.com/player-profile/DCCD832A-3279-4E77-8CA5-6D354FE1143E,https://bwf.tournamentsoftware.com/player-profile/5E4B1452-A70F-486D-A26F-CF4415DA13B0
9,0,9,DEN/DEN,Kim ASTRUP,Anders Skaarup RASMUSSEN,92980,44414,55261,16,https://bwf.tournamentsoftware.com/player-profile/C4BD6962-278F-4174-A423-8B4E88BB7943,https://bwf.tournamentsoftware.com/player-profile/D5B8BBD3-5350-4C7C-8F72-81DB2A0A7291
10,0,10,TPE/TPE,LEE Jhe-Huei,LEE Yang,99102,69448,51047,20,https://bwf.tournamentsoftware.com/player-profile/CD5C5213-6E14-4380-BDF9-863572BD9FFF,https://bwf.tournamentsoftware.com/player-profile/45F7D2E9-B206-4212-A310-8C42F608C890
11,0,11,CHN/CHN,FU Haifeng,ZHANG Nan,51729,35357,51005,7,https://bwf.tournamentsoftware.com/player-profile/37FEDFA4-FD16-4BC4-A466-0B73401C11A4,https://bwf.tournamentsoftware.com/player-profile/61649DF4-7F24-42D0-854D-1332B21E4A9D
12,0,12,RUS/RUS,Vladimir IVANOV,Ivan SOZONOV,53924,67068,48790,11,https://bwf.tournamentsoftware.com/player-profile/01F92222-86C1-4C20-AA4F-BEF46B1B5E37,https://bwf.tournamentsoftware.com/player-profile/934DC735-EC0E-4B83-820D-CA784F3B931D
13,0,13,TPE/TPE,CHEN Hung Ling,WANG Chi-Lin,53613,96514,47881,20,https://bwf.tournamentsoftware.com/player-profile/9621265B-FAA8-4DDA-9744-0FF29AB75436,https://bwf.tournamentsoftware.com/player-profile/56CD6D77-F9AF-420C-98F1-463099815B72
14,0,14,INA/INA,Hendra SETIAWAN,Mohammad AHSAN,51074,52749,47333,9,https://bwf.tournamentsoftware.com/player-profile/6DF78DE2-EE8D-4C31-A7FF-66BE2FCEE6A7,https://bwf.tournamentsoftware.com/player-profile/8EDADE5C-6AB4-4BFD-88E3-E27D9757754E
15,0,15,THA/THA,Bodin ISARA,Nipitphon PHUANGPHUAPET,75983,30342,45188,12,https://bwf.tournamentsoftware.com/player-profile/9AA24983-8833-41FD-8DA9-8187E1161322,https://bwf.tournamentsoftware.com/player-profile/9B99E110-3D94-435D-B2DF-D3523CB2A354
16,0,16,ENG/ENG,Marcus ELLIS,Chris LANGRIDGE,71349,51624,44235,14,https://bwf.tournamentsoftware.com/player-profile/756004F0-C229-44DC-919A-40B08672EFD0,https://bwf.tournamentsoftware.com/player-profile/21E8F31D-D422-41E7-B21B-49707DD2CA45
17,0,17,CHN/CHN,HUANG Kai Xiang,WANG Yi Lyu,83797,99452,43530,10,https://bwf.tournamentsoftware.com/player-profile/EDFA9F69-89DF-4D0F-9479-2F49B3BA9151,https://bwf.tournamentsoftware.com/player-profile/AE40FC32-8C55-4160-87F0-AB76DDEF1DE4
18,0,18,TPE/TPE,LU Ching Yao,YANG Po Han,56746,59709,42120,14,https://bwf.tournamentsoftware.com/player-profile/CF31F5E7-2374-4F07-910A-2207384EF10C,https://bwf.tournamentsoftware.com/player-profile/3A72C4CB-2969-4AFA-96EA-A32D2CDE92E0
19,0,19,JPN/JPN,Takuro HOKI,Yugo KOBAYASHI,81657,67903,41680,13,https://bwf.tournamentsoftware.com/player-profile/667BF8D6-7C34-4D24-9A3E-390616941311,https://bwf.tournamentsoftware.com/player-profile/D8313CFB-B428-4E36-B269-5DD969EA936A
20,0,20,INA/INA,Fajar ALFIAN,Muhammad Rian ARDIANTO,88876,91130,40980,14,https://bwf.tournamentsoftware.com/player-profile/4DC4B6C0-E9DC-41E9-845C-269C1C481FEE,https://bwf.tournamentsoftware.com/player-profile/05F0D1E2-A0AF-43D1-AB29-15FE6B97B3FA
21,0,21,DEN/DEN,Mathias CHRISTIANSEN,David DAUGAARD,99521,59436,39770,15,https://bwf.tournamentsoftware.com/player-profile/2D22F559-5661-4753-BBD7-B8F7E29DFA69,https://bwf.tournamentsoftware.com/player-profile/9BEB9AA5-8842-4877-8213-E14E60DE5DCC
22,1,23,MAS/MAS,Kien Keat KOO,TAN Boon Heong,14288,52703,37263,12,https://bwf.tournamentsoftware.com/player-profile/35B3A06C-F48F-4B28-8C72-E9A461F52EFF,https://bwf.tournamentsoftware.com/player-profile/68C7E441-2474-4690-BB06-4FEA0A8B91DC
23,1,24,CHN/CHN,LIU Cheng,ZHANG Nan,95396,35357,36576,7,https://bwf.tournamentsoftware.com/player-profile/117603D2-F411-43F5-A285-B70A46606168,https://bwf.tournamentsoftware.com/player-profile/61649DF4-7F24-42D0-854D-1332B21E4A9D
24,-2,22,IND/IND,ATTRI Manu,REDDY B. Sumeeth,59803,24172,36285,19,https://bwf.tournamentsoftware.com/player-profile/3B0C28FD-0B86-4827-A269-910BAAE7244C,https://bwf.tournamentsoftware.com/player-profile/EA6CD83C-C2E8-45AE-84B0-0C9D195EA879
25,1,26,JPN/JPN,Takuto INOUE,Yuki KANEKO,59419,95761,34620,13,https://bwf.tournamentsoftware.com/player-profile/5860C2A9-D0B5-40DD-A1B4-C091E33A7018,https://bwf.tournamentsoftware.com/player-profile/A0B29E23-86CB-45FF-90AA-B5860141315F
26,1,27,SGP/SGP,Danny Bawa CHRISNANTA,Hendra WIJAYA,66920,13803,33702,20,https://bwf.tournamentsoftware.com/player-profile/47BD3BA8-DB39-420B-BD95-84AE90A575C8,https://bwf.tournamentsoftware.com/player-profile/FF1B6EEE-AA23-4D67-A554-DF4EB063E870
27,-2,25,MAS/MAS,ONG Yew Sin,TEO Ee Yi,84064,99066,32915,11,https://bwf.tournamentsoftware.com/player-profile/427CBBCD-1482-4114-A89D-7DCADFB0CF74,https://bwf.tournamentsoftware.com/player-profile/9EF4470F-48C6-49D6-8F59-1CB59944B416
28,2,30,GER/GER,Jones Ralfy JANSEN,Josche ZURWONNE,88726,55514,32530,11,https://bwf.tournamentsoftware.com/player-profile/C4301ECB-7857-4A20-8675-5FF9FA1FF5A3,https://bwf.tournamentsoftware.com/player-profile/5701F77F-B6FE-4A7E-841B-D6B3B7D67CB4
29,-1,28,THA/THA,Dechapol PUAVARANUKROH,Kittinupong KEDREN,61731,73633,32480,14,https://bwf.tournamentsoftware.com/player-profile/A44699D2-FF78-42BD-BDA9-A9C8EF7DDAB9,https://bwf.tournamentsoftware.com/player-profile/BCC0ED78-37BE-4836-9A98-2C0FD6084521
30,1,31,HKG/HKG,OR Chin Chung,TANG Chun Man,75069,77689,32184,16,https://bwf.tournamentsoftware.com/player-profile/5F5A301E-6599-40EF-AFE9-07DA98CA198C,https://bwf.tournamentsoftware.com/player-profile/43DB4EB1-CCCD-43A4-BF56-E3347E6DB021
31,2,33,INA/INA,Hendra Aprida GUNAWAN,Markis KIDO,11401,50420,31730,12,https://bwf.tournamentsoftware.com/player-profile/746E3179-22D2-48F8-82A4-BCA9E472A954,https://bwf.tournamentsoftware.com/player-profile/346FF00B-701D-4056-9855-A2635FD815F4
32,0,32,MAS/MAS,Thien How HOON,Kok Siang TEO,15697,54146,31190,11,https://bwf.tournamentsoftware.com/player-profile/FD125F8F-53D0-4E09-817A-BCA5FB5E3CB2,https://bwf.tournamentsoftware.com/player-profile/CCD1F6A3-28E2-423F-9F81-6CC9790DD6B9
33,1,34,INA/INA,Berry ANGRIAWAN,Rian Agung SAPUTRO,23374,60692,30070,7,https://bwf.tournamentsoftware.com/player-profile/69C52627-D04B-4DC9-AE95-B0D190F4D708,https://bwf.tournamentsoftware.com/player-profile/F5655966-2713-4CE0-A285-C0D7C613E050
34,-5,29,INA/INA,Hardianto HARDIANTO,Kenas Adi HARYANTO,69003,76486,28710,9,https://bwf.tournamentsoftware.com/player-profile/457FD1A8-5F55-4158-BD1C-CCAF8C8667BE,https://bwf.tournamentsoftware.com/player-profile/C7A6FE4B-A8AC-44D9-9FA2-7EF4E806E699
35,0,35,TPE/TPE,LIAO Kuan Hao,LU Chia Pin,96645,86722,28430,16,https://bwf.tournamentsoftware.com/player-profile/71F62F3F-4766-4B14-AA3E-47348153DBC8,https://bwf.tournamentsoftware.com/player-profile/7CEEDA0F-5A40-4E77-8A28-D32A195CE5D9
36,2,38,SGP/SGP,HEE Yong Kai Terry,LOH Kean Hean,99181,85184,27569,23,https://bwf.tournamentsoftware.com/player-profile/1BC327A0-FC6C-4A05-B0D5-C43B9C5A2819,https://bwf.tournamentsoftware.com/player-profile/E1117ACB-CD57-483B-B161-F37E69EA5AA3
37,2,39,BEL/BEL,Matijs DIERICKX,Freek GOLINSKI,93750,55486,27350,19,https://bwf.tournamentsoftware.com/player-profile/B1EB6300-0B8F-41BE-93B6-50407C21D8BB,https://bwf.tournamentsoftware.com/player-profile/680D101B-43D4-4239-9CE9-5966B1850BC0
38,3,41,TPE/TPE,LEE Sheng Mu,TSAI Chia Hsin,52931,13189,27106,7,https://bwf.tournamentsoftware.com/player-profile/C91BBD1F-BF99-4221-A129-45DAB5A636A2,https://bwf.tournamentsoftware.com/player-profile/5F55B60C-AA71-4609-88F7-6AEA913A55BC
39,3,42,SWE/SWE,Richard EIDESTEDT,Nico RUPONEN,53849,90714,27026,12,https://bwf.tournamentsoftware.com/player-profile/58408DFA-099A-4904-9F11-4D9FACCE2329,https://bwf.tournamentsoftware.com/player-profile/44348EE2-BFEA-4730-B1D7-DF1681973A9B
40,-3,37,MAS/MAS,LIM Khim Wah,Jian Guo ONG,54171,52074,26350,9,https://bwf.tournamentsoftware.com/player-profile/1844C871-C5F6-4B8E-985A-3543CD489F49,https://bwf.tournamentsoftware.com/player-profile/109BBCD4-0990-43B2-99F3-95B8095CBC4E
41,2,43,MAS/MAS,GOH Sze Fei,Nur IZZUDDIN,90768,94814,26211,12,https://bwf.tournamentsoftware.com/player-profile/9106B4C8-0D56-487D-A57A-BD8854C86907,https://bwf.tournamentsoftware.com/player-profile/19FF8DA4-D9DB-40B9-8FCA-6A13D299401C
42,-6,36,POL/POL,Adam CWALINA,Przemyslaw WACHA,15358,8396,25950,7,https://bwf.tournamentsoftware.com/player-profile/766D0EA2-3C64-46FB-9987-EC88A0891B79,https://bwf.tournamentsoftware.com/player-profile/10397B31-1500-49A3-8A5E-C32F5BB8926C
43,1,44,IRL/IRL,Joshua MAGEE,Sam MAGEE,59068,35374,25240,15,https://bwf.tournamentsoftware.com/player-profile/B27D14B1-AD7F-432A-AC9A-DCDFFE47AD02,https://bwf.tournamentsoftware.com/player-profile/C0B52B0C-5245-47E2-90F3-9E33ED207A9A
44,1,45,CAN/ENG,Peter BRIGGS,Tom WOLFENDEN,29622,94003,25037,11,https://bwf.tournamentsoftware.com/player-profile/6ABF822B-4EF5-4C41-B412-BE66502A213B,https://bwf.tournamentsoftware.com/player-profile/8D2C37E7-9672-4CDE-888A-7D842ED6CA7C
45,1,46,CHN/CHN,LU Kai,ZHENG Si Wei,28549,83046,24930,6,https://bwf.tournamentsoftware.com/player-profile/CC32EFF9-9639-4A68-84A3-3562E8A4064E,https://bwf.tournamentsoftware.com/player-profile/9BAE5052-C339-4F31-92C3-1E86D12A7D2B
46,1,47,HKG/HKG,LAW Cheuk Him,LEE Chun Hei Reginald,62282,92609,24496,8,https://bwf.tournamentsoftware.com/player-profile/C7B02685-E4B9-4BF9-97B0-3EF84253E427,https://bwf.tournamentsoftware.com/player-profile/F3B70A40-D62C-4308-B76E-18F86230EA15
47,-7,40,AUS/AUS,Matthew CHAU,Sawan SERASINGHE,78695,75157,24430,8,https://bwf.tournamentsoftware.com/player-profile/1B203515-DD2B-42BA-BA7A-EEB17B939372,https://bwf.tournamentsoftware.com/player-profile/B631B226-D382-4225-A9E6-844C5842C9AB
48,0,48,ENG/ENG,Matthew NOTTINGHAM,Harley TOWLER,92632,56168,24051,12,https://bwf.tournamentsoftware.com/player-profile/E2E53638-C980-461D-804A-23AD010FECC5,https://bwf.tournamentsoftware.com/player-profile/A6E7168A-142F-4069-AA11-8D81AC9175B0
49,0,49,DEN/DEN,Frederik COLBERG,Rasmus FLADBERG,92294,70937,23770,9,https://bwf.tournamentsoftware.com/player-profile/8D535DA0-6837-438E-8145-B468BCF0BEAF,https://bwf.tournamentsoftware.com/player-profile/030541B7-F577-4E7E-9E25-FD82D77BF8EF
