rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,KOR / KOR,"LEE Yong Dae, YOO Yeon Seong",0,126 - 20,"$1,182,925.61","94,130 / 17","https://bwfbadminton.com/player/52774/lee-yong-dae,https://bwfbadminton.com/player/52273/yoo-yeon-seong","52774, 52273"
2,INA / INA,"Hendra SETIAWAN, Mohammad AHSAN",0,133 - 36,"$698,400.62","83,927 / 18","https://bwfbadminton.com/player/51074/hendra-setiawan,https://bwfbadminton.com/player/52749/mohammad-ahsan","51074, 52749"
3,CHN / CHN,"FU Haifeng, ZHANG Nan",0,64 - 20,"$513,895.62","74,647 / 14","https://bwfbadminton.com/player/51729/fu-haifeng,https://bwfbadminton.com/player/35357/zhang-nan","51729, 35357"
4,DEN / DEN,"Mathias BOE, Carsten MOGENSEN",0,342 - 111,"$764,887.10","73,440 / 13","https://bwfbadminton.com/player/50292/mathias-boe,https://bwfbadminton.com/player/51304/carsten-mogensen","50292, 51304"
5,CHN / CHN,"CHAI Biao, HONG Wei",0,83 - 33,"$375,652.49","71,775 / 18","https://bwfbadminton.com/player/96784/chai-biao,https://bwfbadminton.com/player/69809/hong-wei","96784, 69809"
6,JPN / JPN,"Hiroyuki ENDO, Kenichi HAYAKAWA",0,191 - 106,"$266,714.09","65,927 / 18","https://bwfbadminton.com/player/54026/hiroyuki-endo,https://bwfbadminton.com/player/54527/kenichi-hayakawa","54026, 54527"
7,KOR / KOR,"KIM Gi Jung, KIM Sa Rang",0,157 - 66,"$295,192.22","65,469 / 22","https://bwfbadminton.com/player/39276/kim-gi-jung,https://bwfbadminton.com/player/84007/kim-sa-rang","39276, 84007"
8,DEN / DEN,"Mads CONRAD-PETERSEN, Mads Pieler KOLDING",0,110 - 50,"$122,872.39","63,207 / 19","https://bwfbadminton.com/player/42722/mads-conrad-petersen,https://bwfbadminton.com/player/52958/mads-pieler-kolding","42722, 52958"
9,KOR / KOR,"KO Sung Hyun, SHIN Baekcheol",0,67 - 33,"$429,997.71","58,400 / 15","https://bwfbadminton.com/player/88094/ko-sung-hyun,https://bwfbadminton.com/player/54785/shin-baekcheol","88094, 54785"
10,INA / INA,"Angga PRATAMA, Ricky KARANDASUWARDI",0,37 - 20,"$114,729.33","54,550 / 17","https://bwfbadminton.com/player/61855/angga-pratama,https://bwfbadminton.com/player/66493/ricky-karandasuwardi","61855, 66493"
11,CHN / CHN,"LIU Xiaolong, QIU Zihan",0,125 - 85,"$192,611.23","54,050 / 16","https://bwfbadminton.com/player/11777/liu-xiaolong,https://bwfbadminton.com/player/47277/qiu-zihan","11777, 47277"
12,CHN / CHN,"LI Jun Hui, LIU Yu Chen",0,69 - 29,"$78,930.00","52,870 / 15","https://bwfbadminton.com/player/79059/li-jun-hui,https://bwfbadminton.com/player/93367/liu-yu-chen","79059, 93367"
13,RUS / RUS,"Vladimir IVANOV, Ivan SOZONOV",0,190 - 89,"$114,983.48","52,408 / 22","https://bwfbadminton.com/player/53924/vladimir-ivanov,https://bwfbadminton.com/player/67068/ivan-sozonov","53924, 67068"
14,INA / INA,"Marcus Fernaldi GIDEON, Kevin Sanjaya SUKAMULJO",0,35 - 17,"$79,536.09","51,360 / 19","https://bwfbadminton.com/player/26394/marcus-fernaldi-gideon,https://bwfbadminton.com/player/80057/kevin-sanjaya-sukamuljo","26394, 80057"
15,TPE / TPE,"LEE Sheng Mu, TSAI Chia Hsin",0,86 - 56,"$232,604.37","51,351 / 18","https://bwfbadminton.com/player/52931/lee-sheng-mu,https://bwfbadminton.com/player/13189/tsai-chia-hsin","52931, 13189"
16,MAS / MAS,"GOH V Shem, TAN Wee Kiong",0,70 - 26,"$152,868.07","51,248 / 23","https://bwfbadminton.com/player/54805/goh-v-shem,https://bwfbadminton.com/player/52071/tan-wee-kiong","54805, 52071"
17,MAS / MAS,"Kien Keat KOO, TAN Boon Heong",0,298 - 105,"$482,715.61","47,650 / 17","https://bwfbadminton.com/player/14288/kien-keat-koo,https://bwfbadminton.com/player/52703/tan-boon-heong","14288, 52703"
18,JPN / JPN,"Takeshi KAMURA, Keigo SONODA",0,91 - 58,"$62,433.97","44,920 / 20","https://bwfbadminton.com/player/70969/takeshi-kamura,https://bwfbadminton.com/player/90623/keigo-sonoda","70969, 90623"
19,JPN / JPN,"Hirokatsu HASHIMOTO, Noriyasu HIRATA",0,156 - 121,"$133,853.07","44,371 / 21","https://bwfbadminton.com/player/74326/hirokatsu-hashimoto,https://bwfbadminton.com/player/15380/noriyasu-hirata","74326, 15380"
20,IND / IND,"ATTRI Manu, REDDY B. Sumeeth",0,72 - 54,"$30,740.10","44,070 / 24","https://bwfbadminton.com/player/59803/attri-manu,https://bwfbadminton.com/player/24172/reddy-b-sumeeth","59803, 24172"
21,CHN / CHN,"WANG Yi Lyu, ZHANG Wen",+1,46 - 20,"$53,008.74","43,340 / 15","https://bwfbadminton.com/player/99452/wang-yi-lyu,https://bwfbadminton.com/player/87444/zhang-wen","99452, 87444"
22,INA /  / INA,"Wahyu Nayaka ARYA PANGKARYANIRA, Ade Yusuf SANTOSO",-1,65 - 43,"$43,084.98","42,980 / 16","https://bwfbadminton.com/player/59822/wahyu-nayaka-arya-pangkaryanira,https://bwfbadminton.com/player/74945/ade-yusuf-santoso","59822, 74945"
23,TPE / TPE,"CHEN Hung Ling, WANG Chi-Lin",0,38 - 29,"$66,209.47","41,400 / 21","https://bwfbadminton.com/player/53613/chen-hung-ling,https://bwfbadminton.com/player/96514/wang-chi-lin","53613, 96514"
24,DEN / DEN,"Kim ASTRUP, Anders Skaarup RASMUSSEN",0,88 - 57,"$46,941.73","40,886 / 20","https://bwfbadminton.com/player/92980/kim-astrup,https://bwfbadminton.com/player/44414/anders-skaarup-rasmussen","92980, 44414"
25,ENG / ENG,"Marcus ELLIS, Chris LANGRIDGE",0,32 - 20,"$41,770.95","39,666 / 18","https://bwfbadminton.com/player/71349/marcus-ellis,https://bwfbadminton.com/player/51624/chris-langridge","71349, 51624"
26,JPN / JPN,"Kenta KAZUNO, Kazushi YAMADA",0,49 - 20,"$52,260.73","37,870 / 13","https://bwfbadminton.com/player/53161/kenta-kazuno,https://bwfbadminton.com/player/54025/kazushi-yamada","53161, 54025"
27,INA / INA,"Berry ANGRIAWAN, Rian Agung SAPUTRO",0,28 - 14,"$79,923.71","37,590 / 14","https://bwfbadminton.com/player/23374/berry-angriawan,https://bwfbadminton.com/player/60692/rian-agung-saputro","23374, 60692"
28,POL / POL,"Adam CWALINA, Przemyslaw WACHA",0,149 - 52,"$66,044.85","36,716 / 26","https://bwfbadminton.com/player/15358/adam-cwalina,https://bwfbadminton.com/player/8396/przemyslaw-wacha","15358, 8396"
29,CHN / CHN,"CAI Yun, LU Kai",0,24 - 18,"$363,823.12","36,320 / 10","https://bwfbadminton.com/player/50251/cai-yun,https://bwfbadminton.com/player/28549/lu-kai","50251, 28549"
