rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,INA / INA,"Marcus Fernaldi GIDEON, Kevin Sanjaya SUKAMULJO",0,173 - 41,"$1,078,706.09","106,283 / 16","https://bwfbadminton.com/player/26394/marcus-fernaldi-gideon,https://bwfbadminton.com/player/80057/kevin-sanjaya-sukamuljo","26394, 80057"
2,CHN / CHN,"LI Jun Hui, LIU Yu Chen",0,171 - 69,"$412,498.76","80,195 / 16","https://bwfbadminton.com/player/79059/li-jun-hui,https://bwfbadminton.com/player/93367/liu-yu-chen","79059, 93367"
3,JPN / JPN,"Takeshi KAMURA, Keigo SONODA",0,207 - 111,"$444,040.23","79,965 / 19","https://bwfbadminton.com/player/70969/takeshi-kamura,https://bwfbadminton.com/player/90623/keigo-sonoda","70969, 90623"
4,TPE / TPE,"CHEN Hung Ling, WANG Chi-Lin",0,130 - 88,"$246,335.73","69,141 / 22","https://bwfbadminton.com/player/53613/chen-hung-ling,https://bwfbadminton.com/player/96514/wang-chi-lin","53613, 96514"
5,CHN / CHN,"LIU Cheng, ZHANG Nan",0,74 - 32,"$425,891.25","67,480 / 16","https://bwfbadminton.com/player/95396/liu-cheng,https://bwfbadminton.com/player/35357/zhang-nan","95396, 35357"
6,INA / INA,"Fajar ALFIAN, Muhammad Rian ARDIANTO",+1,115 - 52,"$123,271.62","66,346 / 16","https://bwfbadminton.com/player/88876/fajar-alfian,https://bwfbadminton.com/player/91130/muhammad-rian-ardianto","88876, 91130"
7,DEN / DEN,"Kim ASTRUP, Anders Skaarup RASMUSSEN",-1,175 - 102,"$241,094.25","64,620 / 19","https://bwfbadminton.com/player/92980/kim-astrup,https://bwfbadminton.com/player/44414/anders-skaarup-rasmussen","92980, 44414"
8,JPN / JPN,"Hiroyuki ENDO, Yuta WATANABE",0,42 - 28,"$279,180.23","62,398 / 19","https://bwfbadminton.com/player/54026/hiroyuki-endo,https://bwfbadminton.com/player/58240/yuta-watanabe","54026, 58240"
9,INA / INA,"Hendra SETIAWAN, Mohammad AHSAN",0,189 - 57,"$841,046.26","61,050 / 15","https://bwfbadminton.com/player/51074/hendra-setiawan,https://bwfbadminton.com/player/52749/mohammad-ahsan","51074, 52749"
10,CHN / CHN,"HAN Cheng Kai, ZHOU Hao Dong",+1,55 - 30,"$128,375.02","60,560 / 18","https://bwfbadminton.com/player/66491/han-cheng-kai,https://bwfbadminton.com/player/61160/zhou-hao-dong","66491, 61160"
