rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,KOR / KOR,"LEE Yong Dae, YOO Yeon Seong",0,157 - 25,"$1,290,735.61","94,079 / 18","https://bwfbadminton.com/player/52774/lee-yong-dae,https://bwfbadminton.com/player/52273/yoo-yeon-seong","52774, 52273"
2,INA / INA,"Hendra SETIAWAN, Mohammad AHSAN",0,147 - 42,"$710,363.12","72,720 / 19","https://bwfbadminton.com/player/51074/hendra-setiawan,https://bwfbadminton.com/player/52749/mohammad-ahsan","51074, 52749"
3,KOR / KOR,"KIM Gi Jung, KIM Sa Rang",0,177 - 75,"$348,579.72","72,487 / 24","https://bwfbadminton.com/player/39276/kim-gi-jung,https://bwfbadminton.com/player/84007/kim-sa-rang","39276, 84007"
4,CHN / CHN,"FU Haifeng, ZHANG Nan",0,79 - 25,"$552,895.62","71,215 / 14","https://bwfbadminton.com/player/51729/fu-haifeng,https://bwfbadminton.com/player/35357/zhang-nan","51729, 35357"
5,CHN / CHN,"CHAI Biao, HONG Wei",0,95 - 40,"$436,927.49","68,780 / 18","https://bwfbadminton.com/player/96784/chai-biao,https://bwfbadminton.com/player/69809/hong-wei","96784, 69809"
6,KOR / KOR,"KO Sung Hyun, SHIN Baekcheol",0,94 - 40,"$458,652.71","65,243 / 24","https://bwfbadminton.com/player/88094/ko-sung-hyun,https://bwfbadminton.com/player/54785/shin-baekcheol","88094, 54785"
7,JPN / JPN,"Hiroyuki ENDO, Kenichi HAYAKAWA",0,208 - 115,"$297,969.09","65,177 / 18","https://bwfbadminton.com/player/54026/hiroyuki-endo,https://bwfbadminton.com/player/54527/kenichi-hayakawa","54026, 54527"
8,DEN / DEN,"Mads CONRAD-PETERSEN, Mads Pieler KOLDING",0,132 - 57,"$148,279.89","64,093 / 18","https://bwfbadminton.com/player/42722/mads-conrad-petersen,https://bwfbadminton.com/player/52958/mads-pieler-kolding","42722, 52958"
9,DEN / DEN,"Mathias BOE, Carsten MOGENSEN",0,344 - 112,"$768,262.10","63,874 / 11","https://bwfbadminton.com/player/50292/mathias-boe,https://bwfbadminton.com/player/51304/carsten-mogensen","50292, 51304"
10,INA /  / INA,"Marcus Fernaldi GIDEON, Kevin Sanjaya SUKAMULJO",+3,49 - 24,"$111,211.09","61,841 / 21","https://bwfbadminton.com/player/26394/marcus-fernaldi-gideon,https://bwfbadminton.com/player/80057/kevin-sanjaya-sukamuljo","26394, 80057"
11,INA / INA,"Angga PRATAMA, Ricky KARANDASUWARDI",+3,61 - 27,"$132,791.83","60,239 / 21","https://bwfbadminton.com/player/61855/angga-pratama,https://bwfbadminton.com/player/66493/ricky-karandasuwardi","61855, 66493"
12,CHN / CHN,"LI Jun Hui, LIU Yu Chen",-2,78 - 34,"$83,830.00","58,439 / 21","https://bwfbadminton.com/player/79059/li-jun-hui,https://bwfbadminton.com/player/93367/liu-yu-chen","79059, 93367"
13,MAS / MAS,"GOH V Shem, TAN Wee Kiong",-2,85 - 35,"$175,988.07","58,197 / 25","https://bwfbadminton.com/player/54805/goh-v-shem,https://bwfbadminton.com/player/52071/tan-wee-kiong","54805, 52071"
14,RUS / RUS,"Vladimir IVANOV, Ivan SOZONOV",-2,204 - 92,"$162,175.98","58,073 / 18","https://bwfbadminton.com/player/53924/vladimir-ivanov,https://bwfbadminton.com/player/67068/ivan-sozonov","53924, 67068"
15,JPN / JPN,"Takeshi KAMURA, Keigo SONODA",0,112 - 68,"$85,933.97","55,372 / 24","https://bwfbadminton.com/player/70969/takeshi-kamura,https://bwfbadminton.com/player/90623/keigo-sonoda","70969, 90623"
16,MAS / MAS,"Kien Keat KOO, TAN Boon Heong",0,308 - 115,"$493,820.61","52,613 / 25","https://bwfbadminton.com/player/14288/kien-keat-koo,https://bwfbadminton.com/player/52703/tan-boon-heong","14288, 52703"
17,DEN / DEN,"Kim ASTRUP, Anders Skaarup RASMUSSEN",+1,109 - 65,"$69,471.73","48,721 / 20","https://bwfbadminton.com/player/92980/kim-astrup,https://bwfbadminton.com/player/44414/anders-skaarup-rasmussen","92980, 44414"
18,CHN / CHN,"LIU Xiaolong, QIU Zihan",-1,133 - 91,"$198,481.23","48,575 / 15","https://bwfbadminton.com/player/11777/liu-xiaolong,https://bwfbadminton.com/player/47277/qiu-zihan","11777, 47277"
19,TPE / TPE,"CHEN Hung Ling, WANG Chi-Lin",+2,49 - 41,"$69,396.97","45,293 / 24","https://bwfbadminton.com/player/53613/chen-hung-ling,https://bwfbadminton.com/player/96514/wang-chi-lin","53613, 96514"
20,ENG / ENG,"Marcus ELLIS, Chris LANGRIDGE",-1,50 - 28,"$48,962.95","45,176 / 22","https://bwfbadminton.com/player/71349/marcus-ellis,https://bwfbadminton.com/player/51624/chris-langridge","71349, 51624"
21,IND / IND,"ATTRI Manu, REDDY B. Sumeeth",-1,81 - 67,"$36,355.10","45,019 / 28","https://bwfbadminton.com/player/59803/attri-manu,https://bwfbadminton.com/player/24172/reddy-b-sumeeth","59803, 24172"
22,INA / INA,"Berry ANGRIAWAN, Rian Agung SAPUTRO",+2,31 - 21,"$83,298.71","43,485 / 18","https://bwfbadminton.com/player/23374/berry-angriawan,https://bwfbadminton.com/player/60692/rian-agung-saputro","23374, 60692"
23,TPE / TPE,"LEE Sheng Mu, TSAI Chia Hsin",-1,97 - 66,"$240,209.37","42,987 / 19","https://bwfbadminton.com/player/52931/lee-sheng-mu,https://bwfbadminton.com/player/13189/tsai-chia-hsin","52931, 13189"
24,CHN / CHN,"WANG Yi Lyu, ZHANG Wen",-1,53 - 27,"$58,153.74","42,597 / 19","https://bwfbadminton.com/player/99452/wang-yi-lyu,https://bwfbadminton.com/player/87444/zhang-wen","99452, 87444"
25,POL / POL,"Adam CWALINA, Przemyslaw WACHA",0,175 - 59,"$70,427.09","37,825 / 27","https://bwfbadminton.com/player/15358/adam-cwalina,https://bwfbadminton.com/player/8396/przemyslaw-wacha","15358, 8396"
26,THA / THA,"Bodin ISARA, Nipitphon PHUANGPHUAPET",0,40 - 25,"$70,610.96","37,538 / 24","https://bwfbadminton.com/player/75983/bodin-isara,https://bwfbadminton.com/player/30342/nipitphon-phuangphuapet","75983, 30342"
27,GER / GER,"Michael FUCHS, Johannes SCHOETTLER",0,62 - 53,"$71,819.12","36,915 / 27","https://bwfbadminton.com/player/51263/michael-fuchs,https://bwfbadminton.com/player/51797/johannes-schoettler","51263, 51797"
28,JPN / JPN,"Hirokatsu HASHIMOTO, Noriyasu HIRATA",0,156 - 121,"$133,853.07","35,990 / 12","https://bwfbadminton.com/player/74326/hirokatsu-hashimoto,https://bwfbadminton.com/player/15380/noriyasu-hirata","74326, 15380"
