rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,INA / INA,"Marcus Fernaldi GIDEON, Kevin Sanjaya SUKAMULJO",0,248 - 54,"$1,670,801.09","106,853 / 20","https://bwfbadminton.com/player/26394/marcus-fernaldi-gideon,https://bwfbadminton.com/player/80057/kevin-sanjaya-sukamuljo","26394, 80057"
2,INA / INA,"Hendra SETIAWAN, Mohammad AHSAN",0,269 - 81,"$1,373,373.76","100,557 / 24","https://bwfbadminton.com/player/51074/hendra-setiawan,https://bwfbadminton.com/player/52749/mohammad-ahsan","51074, 52749"
3,TPE / TPE,"LEE Yang, WANG Chi-Lin",0,79 - 27,"$633,247.13","87,923 / 31","https://bwfbadminton.com/player/69448/lee-yang,https://bwfbadminton.com/player/96514/wang-chi-lin","69448, 96514"
4,JPN / JPN,"Hiroyuki ENDO, Yuta WATANABE",0,97 - 50,"$651,355.23","84,083 / 19","https://bwfbadminton.com/player/54026/hiroyuki-endo,https://bwfbadminton.com/player/58240/yuta-watanabe","54026, 58240"
5,JPN / JPN,"Takeshi KAMURA, Keigo SONODA",0,266 - 136,"$656,135.23","83,903 / 20","https://bwfbadminton.com/player/70969/takeshi-kamura,https://bwfbadminton.com/player/90623/keigo-sonoda","70969, 90623"
6,CHN / CHN,"LI Jun Hui, LIU Yu Chen",0,233 - 89,"$734,337.52","82,930 / 20","https://bwfbadminton.com/player/79059/li-jun-hui,https://bwfbadminton.com/player/93367/liu-yu-chen","79059, 93367"
7,INA / INA,"Fajar ALFIAN, Muhammad Rian ARDIANTO",0,165 - 76,"$268,157.88","72,894 / 23","https://bwfbadminton.com/player/88876/fajar-alfian,https://bwfbadminton.com/player/91130/muhammad-rian-ardianto","88876, 91130"
8,KOR / KOR,"CHOI SolGyu, SEO Seungjae",0,65 - 28,"$203,666.88","66,960 / 23","https://bwfbadminton.com/player/67810/choi-solgyu,https://bwfbadminton.com/player/66513/seo-seungjae","67810, 66513"
9,MAS / MAS,"Aaron CHIA, SOH Wooi Yik",0,84 - 53,"$190,246.61","65,228 / 29","https://bwfbadminton.com/player/56203/aaron-chia,https://bwfbadminton.com/player/99389/soh-wooi-yik","56203, 99389"
10,IND / IND,"Satwiksairaj RANKIREDDY, Chirag SHETTY",0,97 - 61,"$158,202.11","64,800 / 20","https://bwfbadminton.com/player/72435/satwiksairaj-rankireddy,https://bwfbadminton.com/player/70500/chirag-shetty","72435, 70500"
11,DEN / DEN,"Kim ASTRUP, Anders Skaarup RASMUSSEN",0,222 - 133,"$348,283.01","62,649 / 25","https://bwfbadminton.com/player/92980/kim-astrup,https://bwfbadminton.com/player/44414/anders-skaarup-rasmussen","92980, 44414"
12,ENG / ENG,"Marcus ELLIS, Chris LANGRIDGE",0,156 - 91,"$203,320.47","62,254 / 24","https://bwfbadminton.com/player/71349/marcus-ellis,https://bwfbadminton.com/player/51624/chris-langridge","71349, 51624"
13,MAS / MAS,"GOH V Shem, TAN Wee Kiong",0,197 - 99,"$526,849.33","61,430 / 25","https://bwfbadminton.com/player/54805/goh-v-shem,https://bwfbadminton.com/player/52071/tan-wee-kiong","54805, 52071"
14,MAS / MAS,"ONG Yew Sin, TEO Ee Yi",0,94 - 69,"$162,741.56","58,209 / 27","https://bwfbadminton.com/player/84064/ong-yew-sin,https://bwfbadminton.com/player/99066/teo-ee-yi","84064, 99066"
15,JPN / JPN,"Takuro HOKI, Yugo KOBAYASHI",0,92 - 82,"$137,442.62","57,188 / 20","https://bwfbadminton.com/player/81657/takuro-hoki,https://bwfbadminton.com/player/67903/yugo-kobayashi","81657, 67903"
16,RUS / RUS,"Vladimir IVANOV, Ivan SOZONOV",0,306 - 159,"$307,510.96","54,853 / 30","https://bwfbadminton.com/player/53924/vladimir-ivanov,https://bwfbadminton.com/player/67068/ivan-sozonov","53924, 67068"
17,CHN / CHN,"HAN Cheng Kai, ZHOU Hao Dong",0,84 - 56,"$194,356.28","54,107 / 22","https://bwfbadminton.com/player/66491/han-cheng-kai,https://bwfbadminton.com/player/61160/zhou-hao-dong","66491, 61160"
18,ENG / ENG,"Ben LANE, Sean VENDY",0,97 - 70,"$78,715.22","53,986 / 27","https://bwfbadminton.com/player/76278/ben-lane,https://bwfbadminton.com/player/72478/sean-vendy","76278, 72478"
19,GER / GER,"Mark LAMSFUSS, Marvin SEIDEL",0,106 - 75,"$74,100.53","51,361 / 27","https://bwfbadminton.com/player/68045/mark-lamsfuss,https://bwfbadminton.com/player/64909/marvin-seidel","68045, 64909"
20,TPE / TPE,"LIAO Min Chun, SU Ching Heng",0,99 - 69,"$155,363.34","49,026 / 30","https://bwfbadminton.com/player/53230/liao-min-chun,https://bwfbadminton.com/player/88829/su-ching-heng","53230, 88829"
21,CHN / CHN,"HE Ji Ting, TAN Qiang",0,67 - 50,"$118,723.74","48,860 / 20","https://bwfbadminton.com/player/59673/he-ji-ting,https://bwfbadminton.com/player/58678/tan-qiang","59673, 58678"
22,CHN / CHN,"HUANG Kai Xiang, LIU Cheng",0,31 - 18,"$254,416.89","48,520 / 18","https://bwfbadminton.com/player/83797/huang-kai-xiang,https://bwfbadminton.com/player/95396/liu-cheng","83797, 95396"
23,TPE / TPE,"LU Ching Yao, YANG Po Han",0,117 - 84,"$147,377.39","47,913 / 28","https://bwfbadminton.com/player/56746/lu-ching-yao,https://bwfbadminton.com/player/59709/yang-po-han","56746, 59709"
24,DEN / DEN,"Mathias BOE, Mads CONRAD-PETERSEN",0,32 - 12,"$730,720.49","47,629 / 16","https://bwfbadminton.com/player/50292/mathias-boe,https://bwfbadminton.com/player/42722/mads-conrad-petersen","50292, 42722"
25,CHN / CHN,"OU Xuan Yi, ZHANG Nan",0,34 - 16,"$337,636.86","46,520 / 19","https://bwfbadminton.com/player/58241/ou-xuan-yi,https://bwfbadminton.com/player/35357/zhang-nan","58241, 35357"
26,KOR / KOR,"KO Sung Hyun, SHIN Baekcheol",0,138 - 56,"$539,006.47","45,500 / 13","https://bwfbadminton.com/player/88094/ko-sung-hyun,https://bwfbadminton.com/player/54785/shin-baekcheol","88094, 54785"
27,MAS / MAS,"GOH Sze Fei, Nur IZZUDDIN",0,70 - 57,"$46,378.52","44,032 / 23","https://bwfbadminton.com/player/90768/goh-sze-fei,https://bwfbadminton.com/player/94814/nur-izzuddin","90768, 94814"
28,JPN / JPN,"Akira KOGA, Taichi SAITO",0,60 - 37,"$32,939.34","41,608 / 17","https://bwfbadminton.com/player/88405/akira-koga,https://bwfbadminton.com/player/77123/taichi-saito","88405, 77123"
29,INA / INA,"Wahyu Nayaka ARYA PANGKARYANIRA, Ade Yusuf SANTOSO",0,125 - 85,"$125,618.74","40,680 / 17","https://bwfbadminton.com/player/59822/wahyu-nayaka-arya-pangkaryanira,https://bwfbadminton.com/player/74945/ade-yusuf-santoso","59822, 74945"
30,TPE / TPE,"LEE Jhe-Huei, YANG Po-Hsuan",0,45 - 26,"$109,667.50","40,650 / 24","https://bwfbadminton.com/player/99102/lee-jhe-huei,https://bwfbadminton.com/player/76275/yang-po-hsuan","99102, 76275"
31,JPN / JPN,"Takuto INOUE, Yuki KANEKO",0,127 - 93,"$165,312.36","40,317 / 17","https://bwfbadminton.com/player/59419/takuto-inoue,https://bwfbadminton.com/player/95761/yuki-kaneko","59419, 95761"
32,KOR / KOR,"KIM Gi Jung, LEE Yong Dae",0,34 - 19,"$1,092,377.96","39,320 / 13","https://bwfbadminton.com/player/39276/kim-gi-jung,https://bwfbadminton.com/player/52774/lee-yong-dae","39276, 52774"
33,CAN / CAN,"Jason Anthony HO-SHUE, Nyl YAKURA",0,71 - 53,"$25,818.71","38,158 / 28","https://bwfbadminton.com/player/93791/jason-anthony-ho-shue,https://bwfbadminton.com/player/25322/nyl-yakura","93791, 25322"
34,GER / GER,"Jones Ralfy JANSEN, Peter KAESBAUER",0,39 - 23,"$44,555.37","37,968 / 27","https://bwfbadminton.com/player/88726/jones-ralfy-jansen,https://bwfbadminton.com/player/54440/peter-kaesbauer","88726, 54440"
35,IND / IND,"ATTRI Manu, REDDY B. Sumeeth",0,139 - 136,"$92,462.60","36,969 / 20","https://bwfbadminton.com/player/59803/attri-manu,https://bwfbadminton.com/player/24172/reddy-b-sumeeth","59803, 24172"
36,SCO / SCO,"Alexander DUNN, Adam HALL",0,74 - 40,"$20,942.73","36,430 / 15","https://bwfbadminton.com/player/67922/alexander-dunn,https://bwfbadminton.com/player/85159/adam-hall","67922, 85159"
37,USA / USA,"Phillip CHEW, Ryan CHEW",0,49 - 61,"$24,308.09","35,698 / 31","https://bwfbadminton.com/player/36299/phillip-chew,https://bwfbadminton.com/player/93167/ryan-chew","36299, 93167"
38,CHN / CHN,"DI Zi Jian, WANG Chang",0,28 - 21,"$22,787.51","34,860 / 13","https://bwfbadminton.com/player/87985/di-zi-jian,https://bwfbadminton.com/player/55414/wang-chang","87985, 55414"
39,INA / INA,"Leo Rolly CARNANDO, Daniel MARTHIN",0,38 - 12,"$24,123.74","34,200 / 11","https://bwfbadminton.com/player/68633/leo-rolly-carnando,https://bwfbadminton.com/player/84786/daniel-marthin","68633, 84786"
40,NED / NED,"Jelle MAAS, Robin TABELING",0,64 - 62,"$40,927.11","33,773 / 21","https://bwfbadminton.com/player/93455/jelle-maas,https://bwfbadminton.com/player/66357/robin-tabeling","93455, 66357"
41,KOR / KOR,"KANG Minhyuk, KIM Jaehwan",0,29 - 16,"$33,325.13","32,400 / 17","https://bwfbadminton.com/player/77262/kang-minhyuk,https://bwfbadminton.com/player/77618/kim-jaehwan","77262, 77618"
42,INA / INA,"Muhammad Shohibul FIKRI, Bagas MAULANA",0,31 - 21,"$16,675.84","31,360 / 17","https://bwfbadminton.com/player/91440/muhammad-shohibul-fikri,https://bwfbadminton.com/player/79658/bagas-maulana","91440, 79658"
43,THA / THA,"Bodin ISARA, Maneepong JONGJIT",0,91 - 61,"$155,214.86","30,607 / 16","https://bwfbadminton.com/player/75983/bodin-isara,https://bwfbadminton.com/player/67172/maneepong-jongjit","75983, 67172"
44,JPN / JPN,"Keiichiro MATSUI, Yoshinori TAKEUCHI",0,48 - 24,"$23,806.73","29,430 / 10","https://bwfbadminton.com/player/74324/keiichiro-matsui,https://bwfbadminton.com/player/89680/yoshinori-takeuchi","74324, 89680"
45,FRA / FRA,"Christo POPOV, Toma Junior POPOV",+2,18 - 20,"$14,006.24","29,324 / 14","https://bwfbadminton.com/player/72885/christo-popov,https://bwfbadminton.com/player/61628/toma-junior-popov","72885, 61628"
46,IND / IND,"M.R. ARJUN, DHRUV KAPILA",+7,11 - 9,"$19,168.74","28,838 / 10","https://bwfbadminton.com/player/98935/m-r-arjun,https://bwfbadminton.com/player/57372/dhruv-kapila","98935, 57372"
47,MAS / MAS,"Mohamad Arif Ab Latif ARIF, Nur Mohd Azriyn Ayub AZRIYN",-2,38 - 31,"$30,405.62","28,510 / 13","https://bwfbadminton.com/player/53131/mohamad-arif-ab-latif-arif,https://bwfbadminton.com/player/70443/nur-mohd-azriyn-ayub-azriyn","53131, 70443"
48,INA / INA,"Angga PRATAMA, Ricky KARANDASUWARDI",-2,103 - 61,"$255,629.32","28,310 / 10","https://bwfbadminton.com/player/61855/angga-pratama,https://bwfbadminton.com/player/66493/ricky-karandasuwardi","61855, 66493"
49,IND / IND,"M.R. ARJUN, Ramchandran SHLOK",-1,68 - 45,"$22,310.81","27,364 / 10","https://bwfbadminton.com/player/98935/m-r-arjun,https://bwfbadminton.com/player/75231/ramchandran-shlok","98935, 75231"
50,NGR / NGR,"Godwin OLOFUA, Anuoluwapo Juwon OPEYORI",-1,57 - 27,"$8,856.24","27,323 / 16","https://bwfbadminton.com/player/67486/godwin-olofua,https://bwfbadminton.com/player/79662/anuoluwapo-juwon-opeyori","67486, 79662"
51,KOR / KOR,"NA Sung Seung, WANG Chan",-1,21 - 12,"$8,122.00","27,242 / 11","https://bwfbadminton.com/player/82502/na-sung-seung,https://bwfbadminton.com/player/72646/wang-chan","82502, 72646"
52,KOR / KOR,"KIM WonHo, PARK Kyung Hoon",-1,19 - 9,"$36,982.50","26,710 / 10","https://bwfbadminton.com/player/61444/kim-wonho,https://bwfbadminton.com/player/90746/park-kyung-hoon","61444, 90746"
53,THA / THA,"Nipitphon PHUANGPHUAPET, Tanupat VIRIYANGKURA",-1,10 - 7,"$81,334.32","26,598 / 8","https://bwfbadminton.com/player/30342/nipitphon-phuangphuapet,https://bwfbadminton.com/player/74233/tanupat-viriyangkura","30342, 74233"
54,INA / INA,"Pramudya KUSUMAWARDANA, Yeremia Erich Yoche Yacob RAMBITAN",0,22 - 15,"$7,300.70","25,660 / 14","https://bwfbadminton.com/player/74732/pramudya-kusumawardana,https://bwfbadminton.com/player/94430/yeremia-erich-yoche-yacob-rambitan","74732, 94430"
