rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,KOR / KOR,"LEE Yong Dae, YOO Yeon Seong",0,135 - 22,"$1,195,185.61","94,130 / 18","https://bwfbadminton.com/player/52774/lee-yong-dae,https://bwfbadminton.com/player/52273/yoo-yeon-seong","52774, 52273"
2,INA / INA,"Hendra SETIAWAN, Mohammad AHSAN",0,140 - 37,"$700,463.12","84,470 / 19","https://bwfbadminton.com/player/51074/hendra-setiawan,https://bwfbadminton.com/player/52749/mohammad-ahsan","51074, 52749"
3,CHN / CHN,"FU Haifeng, ZHANG Nan",+1,68 - 21,"$517,883.12","71,347 / 14","https://bwfbadminton.com/player/51729/fu-haifeng,https://bwfbadminton.com/player/35357/zhang-nan","51729, 35357"
4,DEN /  / DEN,"Mathias BOE, Carsten MOGENSEN",+1,343 - 111,"$764,887.10","68,404 / 12","https://bwfbadminton.com/player/50292/mathias-boe,https://bwfbadminton.com/player/51304/carsten-mogensen","50292, 51304"
5,KOR / KOR,"KO Sung Hyun, SHIN Baekcheol",+2,85 - 35,"$445,740.21","67,860 / 20","https://bwfbadminton.com/player/88094/ko-sung-hyun,https://bwfbadminton.com/player/54785/shin-baekcheol","88094, 54785"
6,JPN / JPN,"Hiroyuki ENDO, Kenichi HAYAKAWA",0,204 - 109,"$289,294.09","67,707 / 18","https://bwfbadminton.com/player/54026/hiroyuki-endo,https://bwfbadminton.com/player/54527/kenichi-hayakawa","54026, 54527"
7,CHN / CHN,"CHAI Biao, HONG Wei",-4,87 - 36,"$379,289.99","67,615 / 19","https://bwfbadminton.com/player/96784/chai-biao,https://bwfbadminton.com/player/69809/hong-wei","96784, 69809"
8,KOR / KOR,"KIM Gi Jung, KIM Sa Rang",0,166 - 71,"$299,429.72","66,377 / 25","https://bwfbadminton.com/player/39276/kim-gi-jung,https://bwfbadminton.com/player/84007/kim-sa-rang","39276, 84007"
9,INA / INA,"Angga PRATAMA, Ricky KARANDASUWARDI",+1,52 - 24,"$128,191.83","62,394 / 19","https://bwfbadminton.com/player/61855/angga-pratama,https://bwfbadminton.com/player/66493/ricky-karandasuwardi","61855, 66493"
10,RUS / RUS,"Vladimir IVANOV, Ivan SOZONOV",-1,201 - 91,"$160,113.48","56,553 / 21","https://bwfbadminton.com/player/53924/vladimir-ivanov,https://bwfbadminton.com/player/67068/ivan-sozonov","53924, 67068"
11,CHN / CHN,"LIU Xiaolong, QIU Zihan",0,130 - 89,"$197,918.73","56,105 / 18","https://bwfbadminton.com/player/11777/liu-xiaolong,https://bwfbadminton.com/player/47277/qiu-zihan","11777, 47277"
12,DEN / DEN,"Mads CONRAD-PETERSEN, Mads Pieler KOLDING",0,121 - 54,"$127,979.89","55,373 / 19","https://bwfbadminton.com/player/42722/mads-conrad-petersen,https://bwfbadminton.com/player/52958/mads-pieler-kolding","42722, 52958"
13,MAS / MAS,"GOH V Shem, TAN Wee Kiong",+1,80 - 31,"$166,088.07","55,098 / 24","https://bwfbadminton.com/player/54805/goh-v-shem,https://bwfbadminton.com/player/52071/tan-wee-kiong","54805, 52071"
14,CHN / CHN,"LI Jun Hui, LIU Yu Chen",-1,70 - 31,"$78,930.00","54,322 / 16","https://bwfbadminton.com/player/79059/li-jun-hui,https://bwfbadminton.com/player/93367/liu-yu-chen","79059, 93367"
15,TPE / TPE,"LEE Sheng Mu, TSAI Chia Hsin",0,95 - 63,"$240,209.37","52,691 / 21","https://bwfbadminton.com/player/52931/lee-sheng-mu,https://bwfbadminton.com/player/13189/tsai-chia-hsin","52931, 13189"
16,INA / INA,"Marcus Fernaldi GIDEON, Kevin Sanjaya SUKAMULJO",+1,44 - 20,"$103,236.09","52,610 / 19","https://bwfbadminton.com/player/26394/marcus-fernaldi-gideon,https://bwfbadminton.com/player/80057/kevin-sanjaya-sukamuljo","26394, 80057"
17,MAS / MAS,"Kien Keat KOO, TAN Boon Heong",-1,304 - 110,"$488,383.11","50,750 / 21","https://bwfbadminton.com/player/14288/kien-keat-koo,https://bwfbadminton.com/player/52703/tan-boon-heong","14288, 52703"
18,JPN / JPN,"Takeshi KAMURA, Keigo SONODA",+3,97 - 63,"$64,008.97","44,618 / 22","https://bwfbadminton.com/player/70969/takeshi-kamura,https://bwfbadminton.com/player/90623/keigo-sonoda","70969, 90623"
19,IND / IND,"ATTRI Manu, REDDY B. Sumeeth",0,78 - 61,"$32,315.10","44,549 / 26","https://bwfbadminton.com/player/59803/attri-manu,https://bwfbadminton.com/player/24172/reddy-b-sumeeth","59803, 24172"
20,ENG / ENG,"Marcus ELLIS, Chris LANGRIDGE",0,46 - 24,"$48,962.95","44,454 / 22","https://bwfbadminton.com/player/71349/marcus-ellis,https://bwfbadminton.com/player/51624/chris-langridge","71349, 51624"
21,CHN / CHN,"WANG Yi Lyu, ZHANG Wen",-3,51 - 25,"$55,003.74","43,977 / 19","https://bwfbadminton.com/player/99452/wang-yi-lyu,https://bwfbadminton.com/player/87444/zhang-wen","99452, 87444"
22,INA / INA,"Wahyu Nayaka ARYA PANGKARYANIRA, Ade Yusuf SANTOSO",0,65 - 43,"$43,084.98","42,980 / 14","https://bwfbadminton.com/player/59822/wahyu-nayaka-arya-pangkaryanira,https://bwfbadminton.com/player/74945/ade-yusuf-santoso","59822, 74945"
23,TPE / TPE,"CHEN Hung Ling, WANG Chi-Lin",+2,44 - 37,"$68,834.47","42,910 / 23","https://bwfbadminton.com/player/53613/chen-hung-ling,https://bwfbadminton.com/player/96514/wang-chi-lin","53613, 96514"
24,DEN / DEN,"Kim ASTRUP, Anders Skaarup RASMUSSEN",-1,99 - 61,"$56,871.73","41,656 / 20","https://bwfbadminton.com/player/92980/kim-astrup,https://bwfbadminton.com/player/44414/anders-skaarup-rasmussen","92980, 44414"
25,JPN / JPN,"Hirokatsu HASHIMOTO, Noriyasu HIRATA",-1,156 - 121,"$133,853.07","40,201 / 18","https://bwfbadminton.com/player/74326/hirokatsu-hashimoto,https://bwfbadminton.com/player/15380/noriyasu-hirata","74326, 15380"
26,POL / POL,"Adam CWALINA, Przemyslaw WACHA",0,164 - 57,"$67,877.35","37,375 / 26","https://bwfbadminton.com/player/15358/adam-cwalina,https://bwfbadminton.com/player/8396/przemyslaw-wacha","15358, 8396"
27,INA / INA,"Berry ANGRIAWAN, Rian Agung SAPUTRO",0,30 - 18,"$79,923.71","37,245 / 14","https://bwfbadminton.com/player/23374/berry-angriawan,https://bwfbadminton.com/player/60692/rian-agung-saputro","23374, 60692"
28,THA / THA,"Bodin ISARA, Nipitphon PHUANGPHUAPET",+1,39 - 23,"$70,610.96","36,830 / 24","https://bwfbadminton.com/player/75983/bodin-isara,https://bwfbadminton.com/player/30342/nipitphon-phuangphuapet","75983, 30342"
29,GER / GER,"Michael FUCHS, Johannes SCHOETTLER",-1,60 - 51,"$71,819.12","36,246 / 25","https://bwfbadminton.com/player/51263/michael-fuchs,https://bwfbadminton.com/player/51797/johannes-schoettler","51263, 51797"
30,IND / IND,"Pranaav Jerry CHOPRA, Akshay DEWALKAR",+2,73 - 70,"$29,051.69","35,344 / 16","https://bwfbadminton.com/player/57839/pranaav-jerry-chopra,https://bwfbadminton.com/player/55356/akshay-dewalkar","57839, 55356"
31,THA / THA,"Dechapol PUAVARANUKROH, Kittinupong KEDREN",-1,42 - 41,"$10,914.70","34,921 / 19","https://bwfbadminton.com/player/61731/dechapol-puavaranukroh,https://bwfbadminton.com/player/73633/kittinupong-kedren","61731, 73633"
32,JPN / JPN,"Kenta KAZUNO, Kazushi YAMADA",-1,49 - 20,"$52,260.73","34,460 / 11","https://bwfbadminton.com/player/53161/kenta-kazuno,https://bwfbadminton.com/player/54025/kazushi-yamada","53161, 54025"
33,TPE / TPE,"LEE Jhe-Huei, LEE Yang",0,25 - 16,"$6,614.99","33,348 / 16","https://bwfbadminton.com/player/99102/lee-jhe-huei,https://bwfbadminton.com/player/69448/lee-yang","99102, 69448"
34,MAS / MAS,"Thien How HOON, LIM Khim Wah",+1,20 - 15,"$116,597.37","31,570 / 13","https://bwfbadminton.com/player/15697/thien-how-hoon,https://bwfbadminton.com/player/54171/lim-khim-wah","15697, 54171"
35,TPE / TPE,"LIAO Min Chun, TSENG Min Hao",+1,35 - 32,"$22,659.97","31,330 / 17","https://bwfbadminton.com/player/53230/liao-min-chun,https://bwfbadminton.com/player/71729/tseng-min-hao","53230, 71729"
36,DEN / DEN,"Mathias CHRISTIANSEN, David DAUGAARD",-2,58 - 30,"$15,054.00","30,990 / 14","https://bwfbadminton.com/player/99521/mathias-christiansen,https://bwfbadminton.com/player/59436/david-daugaard","99521, 59436"
37,ENG / ENG,"Andrew ELLIS, Peter MILLS",0,29 - 25,"$51,383.17","30,865 / 15","https://bwfbadminton.com/player/54413/andrew-ellis,https://bwfbadminton.com/player/65233/peter-mills","54413, 65233"
