rank,rank_change,prev_rank,country,player1,player2,member_id1,member_id2,points,tournaments,profile_link1,profile_link2
1,0,1,KOR/KOR,KO Sung Hyun,LEE Yong Dae,88094,52774,86746,20,https://bwf.tournamentsoftware.com/player-profile/21922655-3624-4FDE-B43D-12DF437B0B71,https://bwf.tournamentsoftware.com/player-profile/8EBDD2CA-03F6-4431-A558-F4EAB6B8B2E1
2,0,2,INA/INA,Hendra SETIAWAN,Mohammad AHSAN,51074,52749,80840,13,https://bwf.tournamentsoftware.com/player-profile/6DF78DE2-EE8D-4C31-A7FF-66BE2FCEE6A7,https://bwf.tournamentsoftware.com/player-profile/8EDADE5C-6AB4-4BFD-88E3-E27D9757754E
3,0,3,DEN/DEN,Mathias BOE,Carsten MOGENSEN,50292,51304,76262,12,https://bwf.tournamentsoftware.com/player-profile/6570E6B3-B94F-4486-B6ED-B604545DB819,https://bwf.tournamentsoftware.com/player-profile/51A8B183-9A21-4CED-84A9-85FDEBA49D95
4,0,4,JPN/JPN,Hiroyuki ENDO,Kenichi HAYAKAWA,54026,54527,68905,17,https://bwf.tournamentsoftware.com/player-profile/11A1D4BB-444C-4BB2-9697-8F916B9C2443,https://bwf.tournamentsoftware.com/player-profile/F49301CC-8C4A-45CB-B29F-3D89912857F5
5,0,5,MAS/MAS,Kien Keat KOO,TAN Boon Heong,14288,52703,68680,14,https://bwf.tournamentsoftware.com/player-profile/35B3A06C-F48F-4B28-8C72-E9A461F52EFF,https://bwf.tournamentsoftware.com/player-profile/68C7E441-2474-4690-BB06-4FEA0A8B91DC
6,0,6,CHN/CHN,LIU Xiaolong,QIU Zihan,11777,47277,65850,13,https://bwf.tournamentsoftware.com/player-profile/5C75DAB3-A415-4447-820A-F3AE73FC6C0A,https://bwf.tournamentsoftware.com/player-profile/755490C3-9137-40DB-8B49-8D56822C99B1
7,0,7,KOR/KOR,KIM Gi Jung,KIM Sa Rang,39276,84007,64689,18,https://bwf.tournamentsoftware.com/player-profile/549B9AF3-7F23-4857-B9E4-932E4154A536,https://bwf.tournamentsoftware.com/player-profile/A620CE8B-3C6F-4661-80B7-D420A98C1639
8,0,8,KOR/KOR,SHIN Baekcheol,YOO Yeon Seong,54785,52273,59090,11,https://bwf.tournamentsoftware.com/player-profile/0E1DAEAC-2332-4C95-815D-2263209B124F,https://bwf.tournamentsoftware.com/player-profile/ADFC60B0-2055-48B3-9309-44D3C819B3FF
9,0,9,CHN/CHN,CAI Yun,FU Haifeng,50251,51729,56347,9,https://bwf.tournamentsoftware.com/player-profile/94DC4790-1083-4750-9E56-1EA344FE501A,https://bwf.tournamentsoftware.com/player-profile/37FEDFA4-FD16-4BC4-A466-0B73401C11A4
10,0,10,TPE/TPE,LEE Sheng Mu,TSAI Chia Hsin,52931,13189,56232,13,https://bwf.tournamentsoftware.com/player-profile/C91BBD1F-BF99-4221-A129-45DAB5A636A2,https://bwf.tournamentsoftware.com/player-profile/5F55B60C-AA71-4609-88F7-6AEA913A55BC
11,0,11,INA/INA,Angga PRATAMA,Rian Agung SAPUTRO,61855,60692,52549,15,https://bwf.tournamentsoftware.com/player-profile/DCCD832A-3279-4E77-8CA5-6D354FE1143E,https://bwf.tournamentsoftware.com/player-profile/F5655966-2713-4CE0-A285-C0D7C613E050
12,0,12,THA/THA,Maneepong JONGJIT,Nipitphon PHUANGPHUAPET,67172,30342,47310,11,https://bwf.tournamentsoftware.com/player-profile/D3B03D47-8BCF-472E-ACAE-FC6C9C123506,https://bwf.tournamentsoftware.com/player-profile/9B99E110-3D94-435D-B2DF-D3523CB2A354
13,0,13,MAS/MAS,Thien How HOON,TAN Wee Kiong,15697,52071,46920,13,https://bwf.tournamentsoftware.com/player-profile/FD125F8F-53D0-4E09-817A-BCA5FB5E3CB2,https://bwf.tournamentsoftware.com/player-profile/D5108C6D-9FC3-42ED-A458-C503790E140B
14,2,16,RUS/RUS,Vladimir IVANOV,Ivan SOZONOV,53924,67068,46554,14,https://bwf.tournamentsoftware.com/player-profile/01F92222-86C1-4C20-AA4F-BEF46B1B5E37,https://bwf.tournamentsoftware.com/player-profile/934DC735-EC0E-4B83-820D-CA784F3B931D
15,-1,14,INA/INA,Markis KIDO,Alvent Yulianto CHANDRA,50420,11354,45920,16,https://bwf.tournamentsoftware.com/player-profile/346FF00B-701D-4056-9855-A2635FD815F4,https://bwf.tournamentsoftware.com/player-profile/168E9F72-8DDC-45BD-91D5-8B72239E14E5
16,-1,15,MAS/MAS,LIM Khim Wah,GOH V Shem,54171,54805,44252,12,https://bwf.tournamentsoftware.com/player-profile/1844C871-C5F6-4B8E-985A-3543CD489F49,https://bwf.tournamentsoftware.com/player-profile/17EE3062-7C2F-422C-AEEF-2DF357D585C3
17,0,17,JPN/JPN,Hirokatsu HASHIMOTO,Noriyasu HIRATA,74326,15380,42730,15,https://bwf.tournamentsoftware.com/player-profile/34A94765-1B96-4707-8C27-69C77B737F12,https://bwf.tournamentsoftware.com/player-profile/A71327B3-CAF1-4915-B27D-F5EB3747BFA9
18,0,18,JPN/JPN,Takeshi KAMURA,Keigo SONODA,70969,90623,42010,12,https://bwf.tournamentsoftware.com/player-profile/1A0C8AAC-EB40-4FFA-A7F1-A80D302AF278,https://bwf.tournamentsoftware.com/player-profile/94697FE7-097F-4982-9316-A8A642E17CD5
19,0,19,ENG/ENG,Chris ADCOCK,Andrew ELLIS,70333,54413,41862,15,https://bwf.tournamentsoftware.com/player-profile/42DF1168-BE4D-4D31-9F59-ED5B801DCD83,https://bwf.tournamentsoftware.com/player-profile/BF704467-FCFD-4FD9-A261-AE84EEB4F56C
20,0,20,GER/GER,Ingo KINDERVATER,Johannes SCHOETTLER,50344,51797,40183,15,https://bwf.tournamentsoftware.com/player-profile/0CADF3B7-0803-4B1F-BFA1-3A054469DF4D,https://bwf.tournamentsoftware.com/player-profile/E4C81847-804E-4CAF-B4FD-2CB8393D261E
21,1,22,CHN/CHN,HONG Wei,SHEN Ye,69809,53939,38730,9,https://bwf.tournamentsoftware.com/player-profile/48A5888C-B595-45A6-BA12-5B0F54A6BD58,https://bwf.tournamentsoftware.com/player-profile/97534CD1-587E-4C93-8C1A-3CF97A914B99
22,1,23,MAS/MAS,Mohd Zakry ABDUL LATIF,Mohd Fairuzizuan MOHD TAZARI,13137,50147,38610,14,https://bwf.tournamentsoftware.com/player-profile/C1AA81C3-0E14-4280-BC93-CC1042F9E812,https://bwf.tournamentsoftware.com/player-profile/DD37004B-B427-403A-BE9E-2F910CEC0042
23,-2,21,ENG/ENG,Chris LANGRIDGE,Peter MILLS,51624,65233,38348,17,https://bwf.tournamentsoftware.com/player-profile/21E8F31D-D422-41E7-B21B-49707DD2CA45,https://bwf.tournamentsoftware.com/player-profile/82018D2E-4821-4207-86CD-7281BF758D23
24,0,24,INA/INA,Yonathan Suryatama DASUKI,Hendra Aprida GUNAWAN,15826,11401,35660,19,https://bwf.tournamentsoftware.com/player-profile/20E4CA0A-FC15-447B-BB13-73702EF88A0F,https://bwf.tournamentsoftware.com/player-profile/746E3179-22D2-48F8-82A4-BCA9E472A954
25,5,30,POL/POL,Adam CWALINA,Przemyslaw WACHA,15358,8396,34250,16,https://bwf.tournamentsoftware.com/player-profile/766D0EA2-3C64-46FB-9987-EC88A0891B79,https://bwf.tournamentsoftware.com/player-profile/10397B31-1500-49A3-8A5E-C32F5BB8926C
26,-1,25,MAS/MAS,Teik Chai GAN,Soon Hock ONG,12356,50720,33760,19,https://bwf.tournamentsoftware.com/player-profile/EA653697-180A-43DA-8015-DC71AE0B9B5C,https://bwf.tournamentsoftware.com/player-profile/3051EAC6-DADB-4BC9-A5D5-B78A71E89F6C
27,-1,26,TPE/TPE,LIANG Jui Wei,LIAO Kuan Hao,67442,96645,33430,12,https://bwf.tournamentsoftware.com/player-profile/6D0ACDB9-7855-4594-9588-91195C3A4F3A,https://bwf.tournamentsoftware.com/player-profile/71F62F3F-4766-4B14-AA3E-47348153DBC8
28,-1,27,DEN/DEN,Rasmus BONDE,Mads CONRAD-PETERSEN,53757,42722,32627,12,https://bwf.tournamentsoftware.com/player-profile/DAD15E03-C6D9-41A0-A944-221EEA001724,https://bwf.tournamentsoftware.com/player-profile/70AB1D18-9DE4-4D79-A099-B0DB9A127C09
29,-1,28,NED/NED,Ruud BOSCH,Koen RIDDER,51615,51602,32271,11,https://bwf.tournamentsoftware.com/player-profile/D0F3CF5E-0884-4259-A983-5113640A42DB,https://bwf.tournamentsoftware.com/player-profile/E0927C64-4DEB-4672-A762-B2C04992B910
30,-1,29,POL/POL,Lukasz MOREN,Wojciech SZKUDLARCZYK,15362,15359,32110,13,https://bwf.tournamentsoftware.com/player-profile/011AA368-9E25-4BC8-9887-28A0D3AA6C80,https://bwf.tournamentsoftware.com/player-profile/E2CB3D95-1095-4A9B-A23C-ACD7F69B0981
31,0,31,CHN/CHN,CHAI Biao,HONG Wei,96784,69809,31500,6,https://bwf.tournamentsoftware.com/player-profile/500CDBCA-03DC-4A89-BB3A-AAD1D62C966B,https://bwf.tournamentsoftware.com/player-profile/48A5888C-B595-45A6-BA12-5B0F54A6BD58
32,1,33,KOR/KOR,KANG Ji Wook,Sang Joon LEE,57595,74831,29970,11,https://bwf.tournamentsoftware.com/player-profile/F5067343-7EB3-4CF6-87E2-AC7487FFCFF3,https://bwf.tournamentsoftware.com/player-profile/7BAF6AEB-825C-4B7E-856A-4FD7A5A74E2E
33,1,34,TPE/TPE,CHEN Hung Ling,LU Chia Pin,53613,86722,29470,11,https://bwf.tournamentsoftware.com/player-profile/9621265B-FAA8-4DDA-9744-0FF29AB75436,https://bwf.tournamentsoftware.com/player-profile/7CEEDA0F-5A40-4E77-8A28-D32A195CE5D9
34,-2,32,INA/INA,Ricky KARANDASUWARDI,Muhammad ULINNUHA,66493,67767,28470,9,https://bwf.tournamentsoftware.com/player-profile/5E4B1452-A70F-486D-A26F-CF4415DA13B0,https://bwf.tournamentsoftware.com/player-profile/1C87568F-F564-42EB-994F-87391486D003
35,0,35,ENG/SCO,Marcus ELLIS,Paul VAN RIETVELDE,71349,71395,28120,18,https://bwf.tournamentsoftware.com/player-profile/756004F0-C229-44DC-919A-40B08672EFD0,https://bwf.tournamentsoftware.com/player-profile/EEFDD621-86BE-423F-A1B8-755AFE7A7B58
36,4,40,INA/INA,Wahyu Nayaka ARYA PANGKARYANIRA,Ade Yusuf SANTOSO,59822,74945,27700,10,https://bwf.tournamentsoftware.com/player-profile/1075D500-8AAF-42C2-A210-2F113AEEB15E,https://bwf.tournamentsoftware.com/player-profile/12E6EB42-FC01-4896-AC2C-594A068C8D1E
37,-1,36,IND/IND,Pranaav Jerry CHOPRA,Akshay DEWALKAR,57839,55356,27573,13,https://bwf.tournamentsoftware.com/player-profile/BF432B78-566B-4D3F-9807-9A6C08A237EE,https://bwf.tournamentsoftware.com/player-profile/645AB162-B14C-4914-968F-B932A12F7F09
38,-1,37,MAS/MAS,CHOOI Kah Ming,Yao Han OW,65113,70869,27340,10,https://bwf.tournamentsoftware.com/player-profile/6DE3FB3E-8CC7-434D-B9A9-902AB1714AD0,https://bwf.tournamentsoftware.com/player-profile/E1DAB160-A738-48F9-8A36-A7BA4BC3B19C
39,-1,38,CHN/CHN,CHAI Biao,ZHANG Nan,96784,35357,27190,6,https://bwf.tournamentsoftware.com/player-profile/500CDBCA-03DC-4A89-BB3A-AAD1D62C966B,https://bwf.tournamentsoftware.com/player-profile/61649DF4-7F24-42D0-854D-1332B21E4A9D
40,-1,39,CAN/CAN,Adrian LIU,Derrick NG,87626,99279,27118,11,https://bwf.tournamentsoftware.com/player-profile/65A0CDB6-5ADB-4E5C-BBB0-8F279B61A27F,https://bwf.tournamentsoftware.com/player-profile/6812AF5E-555E-4D19-9DE5-1A7044DD354B
41,0,41,NED/NED,Jacco ARENDS,Jelle MAAS,67175,93455,25660,14,https://bwf.tournamentsoftware.com/player-profile/7A0B8B37-2967-418C-B4A0-9CE8BE85B856,https://bwf.tournamentsoftware.com/player-profile/2DB04B2E-405B-4C47-B120-AB7423FBBE0F
42,0,42,IND/IND,KONA Tarun,Arun VISHNU,78073,55448,24920,14,https://bwf.tournamentsoftware.com/player-profile/C1458A41-9A68-45CF-BBB5-8520A83D4E89,https://bwf.tournamentsoftware.com/player-profile/609DBBFB-525D-4829-8020-D31310AC80DC
43,7,50,INA/INA,Ronald RONALD,Selvanus GEH,54280,77562,24740,11,https://bwf.tournamentsoftware.com/player-profile/4B02BE91-CB35-42FB-B174-B6A0D32AA399,https://bwf.tournamentsoftware.com/player-profile/EDEDA0B5-83EC-4AF7-9950-E77CEFD5AA4B
44,-1,43,JPN/JPN,Hiroyuki SAEKI,Ryota TAOHATA,99559,36009,24430,8,https://bwf.tournamentsoftware.com/player-profile/2BA5517E-E17A-49E3-B752-907ACF3155AF,https://bwf.tournamentsoftware.com/player-profile/3A8E4562-1FE1-4324-B659-BBC14716A2D4
45,0,45,GER/GER,Michael FUCHS,Oliver ROTH,51263,55097,24040,9,https://bwf.tournamentsoftware.com/player-profile/EABB9948-EB15-4FE7-91A5-90119002E82F,https://bwf.tournamentsoftware.com/player-profile/3F4350C4-9D18-4259-824B-2420F61E8471
46,2,48,ENG/ENG,Christopher COLES,Matthew NOTTINGHAM,30494,92632,23870,17,https://bwf.tournamentsoftware.com/player-profile/59993E24-3B79-4859-9E3C-65DCA8E52FA4,https://bwf.tournamentsoftware.com/player-profile/E2E53638-C980-461D-804A-23AD010FECC5
47,-1,46,INA/INA,Berry ANGRIAWAN,Yohanes Rendy SUGIARTO,23374,40517,23680,7,https://bwf.tournamentsoftware.com/player-profile/69C52627-D04B-4DC9-AE95-B0D190F4D708,https://bwf.tournamentsoftware.com/player-profile/36578536-D587-43AD-8C08-C0E56C4407FB
48,-1,47,MAS/MAS,TEO Ee Yi,HEG Nelson Wei Keat,99066,55992,22590,10,https://bwf.tournamentsoftware.com/player-profile/9EF4470F-48C6-49D6-8F59-1CB59944B416,https://bwf.tournamentsoftware.com/player-profile/F0C7EEE1-5C9C-44DF-A1E5-83E9F45D63F5
49,-5,44,USA/USA,Sattawat PONGNAIRAT,Phillip CHEW,74872,36299,22355,15,https://bwf.tournamentsoftware.com/player-profile/9B0B568A-E30E-450F-88CD-BF42B995E075,https://bwf.tournamentsoftware.com/player-profile/5E779CA7-5532-4CDA-AF60-31A463306B83
50,7,57,INA/INA,Christopher RUSDIANTO,Trikusuma WARDHANA,89332,55757,21890,11,https://bwf.tournamentsoftware.com/player-profile/0786974E-9CAE-493A-8DEA-E5C9944BA0C4,https://bwf.tournamentsoftware.com/player-profile/CA57EFB7-B5C6-4586-BA21-7E9D82BA095B
51,-2,49,DEN/DEN,Kim ASTRUP,Anders Skaarup RASMUSSEN,92980,44414,21740,9,https://bwf.tournamentsoftware.com/player-profile/C4BD6962-278F-4174-A423-8B4E88BB7943,https://bwf.tournamentsoftware.com/player-profile/D5B8BBD3-5350-4C7C-8F72-81DB2A0A7291
52,-1,51,INA/INA,Bona SEPTANO,Afiat Yuris WIRAWAN,52742,66919,21420,9,https://bwf.tournamentsoftware.com/player-profile/23FB4647-10EC-44BC-B776-6EF8A275906C,https://bwf.tournamentsoftware.com/player-profile/8BE43D67-83ED-4261-A203-7CA5EEC55D3A
